                                   | Core 0    
  Instructions                     |   99999881
  Cycles                           |   95837802
  IPC                              |       1.04
  Time (ns)                        |   31945934
Branch predictor stats             |           
  num correct                      |    1021249
  num incorrect                    |     248524
  misprediction rate               |     19.57%
  mpki                             |       2.49
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    9191444
    num misses                     |         49
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   51375931
    num misses                     |      62517
    miss rate                      |      0.12%
    mpki                           |       0.63
  L2 TLB                           |           
    num accesses                   |      62566
    num misses                     |       1646
    miss rate                      |      2.63%
    mpki                           |       0.02
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    9191444
    num cache misses               |      19128
    miss rate                      |      0.21%
    mpki                           |       0.19
  Cache L1-D                       |           
    num cache accesses             |   51375931
    num cache misses               |     710246
    miss rate                      |      1.38%
    mpki                           |       7.10
  Cache L2                         |           
    num cache accesses             |     759948
    num cache misses               |     312508
    miss rate                      |     41.12%
    mpki                           |       3.13
  Cache L3                         |           
    num cache accesses             |     343182
    num cache misses               |     269321
    miss rate                      |     78.48%
    mpki                           |       2.69
DRAM summary                       |           
  num dram accesses                |     522258
  average dram access latency (ns) |      51.68
  average dram queueing delay      |       1.68
Coherency Traffic                  |           
  num loads from dram              |     194823
  num loads from dram cache        |          0
  num loads from remote cache      |          0
