                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  4180386420 |  5109502703 |  2444107976 |  4402760988 |  1004461554 |  1678804124 |  8981667573 |   249999989
  Cycles                             |  5073150474 |  5073150153 |  5073150855 |  5073150300 |  5073150304 |  5073150899 |  5073150297 |  5073146549
  IPC                                |        0.82 |        1.01 |        0.48 |        0.87 |        0.20 |        0.33 |        1.77 |        0.05
  Time (ns)                          |  1691050158 |  1691050051 |  1691050285 |  1691050100 |  1691050102 |  1691050300 |  1691050099 |  1691048850
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   369813054 |   553824490 |   314254201 |   251410840 |   170330861 |   102037143 |   413619563 |    43244780
  num incorrect                      |    61678112 |    84439121 |    73555535 |    42519295 |    15702515 |    61401139 |     3443165 |    11689069
  misprediction rate                 |      14.29% |      13.23% |      18.97% |      14.47% |       8.44% |      37.57% |       0.83% |      21.28%
  mpki                               |       14.75 |       16.53 |       30.10 |        9.66 |       15.63 |       36.57 |        0.38 |       46.76
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   474397825 |   601621912 |   342781602 |   494833629 |   116476199 |   200326075 |   687146167 |    23761816
    num misses                       |        1462 |          10 |         205 |          56 |          42 |          10 |          43 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1748617825 |  2296076216 |   956383418 |  2067780313 |   347625334 |   771910466 |  5168337011 |    88558906
    num misses                       |      926396 |    23145978 |     1685132 |     1328764 |     5854576 |     5297207 |      697924 |    21161351
    miss rate                        |       0.05% |       1.01% |       0.18% |       0.06% |       1.68% |       0.69% |       0.01% |      23.90%
    mpki                             |        0.22 |        4.53 |        0.69 |        0.30 |        5.83 |        3.16 |        0.08 |       84.65
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      927858 |    23145988 |     1685337 |     1328820 |     5854618 |     5297217 |      697967 |    21161354
    num misses                       |       29305 |     2053110 |      270678 |      210244 |     1595039 |     4209462 |      199458 |    10898856
    miss rate                        |       3.16% |       8.87% |      16.06% |      15.82% |      27.24% |      79.47% |      28.58% |      51.50%
    mpki                             |        0.01 |        0.40 |        0.11 |        0.05 |        1.59 |        2.51 |        0.02 |       43.60
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   474397825 |   601621912 |   342781602 |   494833629 |   116476199 |   200326075 |   687146167 |    23761816
    num cache misses                 |     7450333 |      285496 |    11620538 |     1828386 |       95512 |      431625 |      264833 |      192089
    miss rate                        |       1.57% |       0.05% |       3.39% |       0.37% |       0.08% |       0.22% |       0.04% |       0.81%
    mpki                             |        1.78 |        0.06 |        4.75 |        0.42 |        0.10 |        0.26 |        0.03 |        0.77
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1748617825 |  2296076216 |   956383418 |  2067780313 |   347625334 |   771910466 |  5168337011 |    88558906
    num cache misses                 |    17610359 |    73935341 |    13181851 |    13724347 |    40820516 |    12534142 |    46901879 |    29100275
    miss rate                        |       1.01% |       3.22% |       1.38% |       0.66% |      11.74% |       1.62% |       0.91% |      32.86%
    mpki                             |        4.21 |       14.47 |        5.39 |        3.12 |       40.64 |        7.47 |        5.22 |      116.40
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    25664904 |    75316108 |    26211127 |    15780466 |    46649211 |    15232038 |    47195598 |    33672795
    num cache misses                 |     8554069 |    20689096 |     9589014 |    11513042 |    31904670 |    11044809 |    23229729 |    24601134
    miss rate                        |      33.33% |      27.47% |      36.58% |      72.96% |      68.39% |      72.51% |      49.22% |      73.06%
    mpki                             |        2.05 |        4.05 |        3.92 |        2.61 |       31.76 |        6.58 |        2.59 |       98.40
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     9287985 |    21906711 |    11030330 |    11761145 |    37674655 |    13441627 |    23261551 |    29022930
    num cache misses                 |     8465682 |     6731231 |     9447163 |    11095370 |    28308187 |    10778415 |     5277572 |    24529333
    miss rate                        |      91.15% |      30.73% |      85.65% |      94.34% |      75.14% |      80.19% |      22.69% |      84.52%
    mpki                             |        2.03 |        1.32 |        3.87 |        2.52 |       28.18 |        6.42 |        0.59 |       98.12
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   142013210 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      167.86 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       57.85 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      84.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
