                                   | Core 0    
  Instructions                     |  249999969
  Cycles                           |  220319316
  IPC                              |       1.13
  Time (ns)                        |   73439772
Branch predictor stats             |           
  num correct                      |   32217105
  num incorrect                    |    7507996
  misprediction rate               |     18.90%
  mpki                             |      30.03
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   35058549
    num misses                     |        106
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   97606891
    num misses                     |     176161
    miss rate                      |      0.18%
    mpki                           |       0.70
  L2 TLB                           |           
    num accesses                   |     176267
    num misses                     |      28108
    miss rate                      |     15.95%
    mpki                           |       0.11
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   35058549
    num cache misses               |    1066721
    miss rate                      |      3.04%
    mpki                           |       4.27
  Cache L1-D                       |           
    num cache accesses             |   97606891
    num cache misses               |    1199496
    miss rate                      |      1.23%
    mpki                           |       4.80
  Cache L2                         |           
    num cache accesses             |    2301794
    num cache misses               |    1024752
    miss rate                      |     44.52%
    mpki                           |       4.10
  Cache L3                         |           
    num cache accesses             |    1060410
    num cache misses               |      64752
    miss rate                      |      6.11%
    mpki                           |       0.26
DRAM summary                       |           
  num dram accesses                |      90752
  average dram access latency (ns) |     102.08
  average dram queueing delay      |      17.05
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
