                                   | Core 0    
  Instructions                     |   99999946
  Cycles                           |   82211809
  IPC                              |       1.22
  Time (ns)                        |   27403937
Branch predictor stats             |           
  num correct                      |    7935581
  num incorrect                    |     671619
  misprediction rate               |      7.80%
  mpki                             |       6.72
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   10577831
    num misses                     |         37
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   29343428
    num misses                     |      80306
    miss rate                      |      0.27%
    mpki                           |       0.80
  L2 TLB                           |           
    num accesses                   |      80343
    num misses                     |       3360
    miss rate                      |      4.18%
    mpki                           |       0.03
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   10577831
    num cache misses               |     199391
    miss rate                      |      1.88%
    mpki                           |       1.99
  Cache L1-D                       |           
    num cache accesses             |   29343428
    num cache misses               |     311970
    miss rate                      |      1.06%
    mpki                           |       3.12
  Cache L2                         |           
    num cache accesses             |     520583
    num cache misses               |     185513
    miss rate                      |     35.64%
    mpki                           |       1.86
  Cache L3                         |           
    num cache accesses             |     194868
    num cache misses               |     169421
    miss rate                      |     86.94%
    mpki                           |       1.69
DRAM summary                       |           
  num dram accesses                |     228483
  average dram access latency (ns) |      50.91
  average dram queueing delay      |       0.91
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
