                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   249999981 |   414162653 |   813812663 |   640489608
  Cycles                             |  2901008255 |  2901011490 |  2901011459 |  2901011190
  IPC                                |        0.09 |        0.14 |        0.28 |        0.22
  Time (ns)                          |   967002752 |   967003830 |   967003820 |   967003730
Branch predictor stats               |             |             |             |            
  num correct                        |    58565837 |    68398733 |     7384140 |    12142812
  num incorrect                      |     6500447 |     4348186 |       49454 |    16832046
  misprediction rate                 |       9.99% |       5.98% |       0.67% |      58.09%
  mpki                               |       26.00 |       10.50 |        0.06 |       26.28
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    21135842 |    69396040 |    71925642 |    70187608
    num misses                       |       17441 |           4 |           3 |          14
    miss rate                        |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |    86633855 |   126454268 |   221616265 |   236302149
    num misses                       |     1331691 |      150448 |      395906 |     1670850
    miss rate                        |       1.54% |       0.12% |       0.18% |       0.71%
    mpki                             |        5.33 |        0.36 |        0.49 |        2.61
  L2 TLB                             |             |             |             |            
    num accesses                     |     1349132 |      150452 |      395909 |     1670864
    num misses                       |     1140460 |      150452 |      395613 |     1670845
    miss rate                        |      84.53% |     100.00% |      99.93% |     100.00%
    mpki                             |        4.56 |        0.36 |        0.49 |        2.61
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    21135842 |    69396040 |    71925642 |    70187608
    num cache misses                 |      409224 |       13509 |      571562 |       55652
    miss rate                        |       1.94% |       0.02% |       0.79% |       0.08%
    mpki                             |        1.64 |        0.03 |        0.70 |        0.09
  Cache L1-D                         |             |             |             |            
    num cache accesses               |    86633855 |   126454268 |   221616265 |   236302149
    num cache misses                 |     7457689 |     9631807 |    41826217 |    18210970
    miss rate                        |       8.61% |       7.62% |      18.87% |       7.71%
    mpki                             |       29.83 |       23.26 |       51.40 |       28.43
  Cache L2                           |             |             |             |            
    num cache accesses               |     7887416 |    12956343 |    42399048 |    20621976
    num cache misses                 |     7539177 |     9645316 |    27575706 |    18266622
    miss rate                        |      95.58% |      74.44% |      65.04% |      88.58%
    mpki                             |       30.16 |       23.29 |       33.88 |       28.52
  Cache L3                           |             |             |             |            
    num cache accesses               |     7560265 |    12956343 |    27576975 |    20621976
    num cache misses                 |     7202581 |     9629673 |    25299529 |    18213289
    miss rate                        |      95.27% |      74.32% |      91.74% |      88.32%
    mpki                             |       28.81 |       23.25 |       31.09 |       28.44
DRAM summary                         |             |             |             |            
  num dram accesses                  |    90396932 |           0 |           0 |           0
  average dram access latency (ns)   |      229.48 |         inf |         inf |         inf
  average dram queueing delay        |      119.48 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      93.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
