                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  249999979 |  272571680 |  421755696 |  475234797
  Cycles                             |  262278579 |  262281227 |  262281135 |  262281089
  IPC                                |       0.95 |       1.04 |       1.61 |       1.81
  Time (ns)                          |   87426193 |   87427076 |   87427045 |   87427030
Branch predictor stats               |            |            |            |           
  num correct                        |   38222132 |   14257537 |   17943693 |   60682096
  num incorrect                      |    9793313 |   10506005 |    1037730 |    6643628
  misprediction rate                 |     20.40% |     42.43% |      5.47% |      9.87%
  mpki                               |      39.17 |      38.54 |       2.46 |      13.98
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   32523298 |   21926591 |   40682713 |   72836508
    num misses                       |         19 |         52 |          8 |        371
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   84159510 |   79935348 |  130831891 |  190626610
    num misses                       |     372588 |       4648 |      37975 |      56064
    miss rate                        |      0.44% |      0.01% |      0.03% |      0.03%
    mpki                             |       1.49 |       0.02 |       0.09 |       0.12
  L2 TLB                             |            |            |            |           
    num accesses                     |     372607 |       4700 |      37983 |      56435
    num misses                       |      78122 |       4244 |       1132 |       1835
    miss rate                        |     20.97% |     90.30% |      2.98% |      3.25%
    mpki                             |       0.31 |       0.02 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   32523298 |   21926591 |   40682713 |   72836508
    num cache misses                 |     117545 |       1792 |        715 |    1527596
    miss rate                        |      0.36% |      0.01% |      0.00% |      2.10%
    mpki                             |       0.47 |       0.01 |       0.00 |       3.21
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   84159510 |   79935348 |  130831891 |  190626610
    num cache misses                 |     322117 |     269566 |    3536812 |    1500532
    miss rate                        |      0.38% |      0.34% |      2.70% |      0.79%
    mpki                             |       1.29 |       0.99 |       8.39 |       3.16
  Cache L2                           |            |            |            |           
    num cache accesses               |     510142 |     273969 |    3547078 |    3032000
    num cache misses                 |     129744 |     260696 |      49683 |      82644
    miss rate                        |     25.43% |     95.16% |      1.40% |      2.73%
    mpki                             |       0.52 |       0.96 |       0.12 |       0.17
  Cache L3                           |            |            |            |           
    num cache accesses               |     201598 |     263546 |      59260 |      86997
    num cache misses                 |     123376 |     260534 |      45275 |      51600
    miss rate                        |     61.20% |     98.86% |     76.40% |     59.31%
    mpki                             |       0.49 |       0.96 |       0.11 |       0.11
DRAM summary                         |            |            |            |           
  num dram accesses                  |     781179 |          0 |          0 |          0
  average dram access latency (ns)   |     111.60 |        inf |        inf |        inf
  average dram queueing delay        |       1.59 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      8.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
