                                   | Core 0    
  Instructions                     |   99999965
  Cycles                           |  103240112
  IPC                              |       0.97
  Time (ns)                        |   34413371
Branch predictor stats             |           
  num correct                      |   14892968
  num incorrect                    |    1727764
  misprediction rate               |     10.40%
  mpki                             |      17.28
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   16017485
    num misses                     |        569
    miss rate                      |      0.00%
    mpki                           |       0.01
  D-TLB                            |           
    num accesses                   |   40530029
    num misses                     |     232195
    miss rate                      |      0.57%
    mpki                           |       2.32
  L2 TLB                           |           
    num accesses                   |     232764
    num misses                     |      36051
    miss rate                      |     15.49%
    mpki                           |       0.36
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   16017485
    num cache misses               |     289367
    miss rate                      |      1.81%
    mpki                           |       2.89
  Cache L1-D                       |           
    num cache accesses             |   40530029
    num cache misses               |     372440
    miss rate                      |      0.92%
    mpki                           |       3.72
  Cache L2                         |           
    num cache accesses             |     697840
    num cache misses               |     393940
    miss rate                      |     56.45%
    mpki                           |       3.94
  Cache L3                         |           
    num cache accesses             |     430112
    num cache misses               |     296237
    miss rate                      |     68.87%
    mpki                           |       2.96
DRAM summary                       |           
  num dram accesses                |     346731
  average dram access latency (ns) |      69.89
  average dram queueing delay      |       4.87
Coherency Traffic                  |           
  num loads from dram              |     211704
  num loads from dram cache        |          0
  num loads from remote cache      |          0
