                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  4447678816 |   805573718 |  4386638231 |   249999989 |  4614303497 |  3229184117 |   565060240 |  1025256817
  Cycles                             |  4929913905 |  4929914590 |  4929913893 |  4929910740 |  4929914035 |  4929914121 |  4929914944 |  4929915009
  IPC                                |        0.90 |        0.16 |        0.89 |        0.05 |        0.94 |        0.66 |        0.11 |        0.21
  Time (ns)                          |  1643304635 |  1643304863 |  1643304631 |  1643303580 |  1643304678 |  1643304707 |  1643304981 |  1643305003
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   238609074 |   110797289 |    81961567 |    43244780 |   594618996 |    74399826 |   132415330 |   173913570
  num incorrect                      |   169451335 |    15191194 |    12424781 |    11689069 |   138717498 |     1326936 |    14709176 |    15975565
  misprediction rate                 |      41.53% |      12.06% |      13.16% |      21.28% |      18.92% |       1.75% |      10.00% |       8.41%
  mpki                               |       38.10 |       18.86 |        2.83 |       46.76 |       30.06 |        0.41 |       26.03 |       15.58
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   360603740 |   141137563 |   417703395 |    23761816 |   647022707 |   288668113 |    47773217 |   118877469
    num misses                       |          52 |         100 |         126 |           3 |         300 |           4 |       38554 |          42
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1309215677 |   375435949 |  2227491674 |    88558906 |  1801638549 |  1268941494 |   195764482 |   354894520
    num misses                       |       78336 |    14602537 |     4992688 |    21160543 |     3233744 |      676589 |     2975807 |     5972479
    miss rate                        |       0.01% |       3.89% |       0.22% |      23.89% |       0.18% |       0.05% |       1.52% |       1.68%
    mpki                             |        0.02 |       18.13 |        1.14 |       84.64 |        0.70 |        0.21 |        5.27 |        5.83
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       78388 |    14602637 |     4992814 |    21160546 |     3234044 |      676593 |     3014361 |     5972521
    num misses                       |       69810 |     4386755 |       68146 |    10898901 |      515051 |      352800 |     2550251 |     1633603
    miss rate                        |      89.06% |      30.04% |       1.36% |      51.51% |      15.93% |      52.14% |      84.60% |      27.35%
    mpki                             |        0.02 |        5.45 |        0.02 |       43.60 |        0.11 |        0.11 |        4.51 |        1.59
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   360603740 |   141137563 |   417703395 |    23761816 |   647022707 |   288668113 |    47773217 |   118877469
    num cache misses                 |      162398 |     2499426 |      227748 |      143035 |    18990457 |      257197 |      840092 |       97956
    miss rate                        |       0.05% |       1.77% |       0.05% |       0.60% |       2.94% |       0.09% |       1.76% |       0.08%
    mpki                             |        0.04 |        3.10 |        0.05 |        0.57 |        4.12 |        0.08 |        1.49 |        0.10
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1309215677 |   375435949 |  2227491674 |    88558906 |  1801638549 |  1268941494 |   195764482 |   354894520
    num cache misses                 |     4886369 |    21343617 |    34265959 |    28864972 |    22274379 |    33071904 |    16817528 |    41657188
    miss rate                        |       0.37% |       5.69% |       1.54% |      32.59% |       1.24% |       2.61% |       8.59% |      11.74%
    mpki                             |        1.10 |       26.49 |        7.81 |      115.46 |        4.83 |       10.24 |       29.76 |       40.63
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     5231529 |    29062983 |    35312982 |    32904509 |    42234291 |    33505278 |    17708911 |    46445568
    num cache misses                 |     4888260 |    19737161 |     8624312 |    23314605 |    11657557 |    23105360 |    16838663 |    34615773
    miss rate                        |      93.44% |      67.91% |      24.42% |      70.86% |      27.60% |      68.96% |      95.09% |      74.53%
    mpki                             |        1.10 |       24.50 |        1.97 |       93.26 |        2.53 |        7.16 |       29.80 |       33.76
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     5073803 |    24971699 |     9445450 |    27256392 |    12642263 |    23347985 |    16891788 |    39309155
    num cache misses                 |     4845543 |    17772304 |     4000234 |    20776819 |     3004675 |    22613056 |    15817634 |    23746529
    miss rate                        |      95.50% |      71.17% |      42.35% |      76.23% |      23.77% |      96.85% |      93.64% |      60.41%
    mpki                             |        1.09 |       22.06 |        0.91 |       83.11 |        0.65 |        7.00 |       27.99 |       23.16
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   146358778 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      176.44 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       66.43 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      89.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
