                                   | Core 0    
  Instructions                     |  249999941
  Cycles                           |  288509026
  IPC                              |       0.87
  Time (ns)                        |   96169675
Branch predictor stats             |           
  num correct                      |   37707678
  num incorrect                    |    4237467
  misprediction rate               |     10.10%
  mpki                             |      16.95
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   40025757
    num misses                     |       1554
    miss rate                      |      0.00%
    mpki                           |       0.01
  D-TLB                            |           
    num accesses                   |  100673480
    num misses                     |     560750
    miss rate                      |      0.56%
    mpki                           |       2.24
  L2 TLB                           |           
    num accesses                   |     562304
    num misses                     |      79989
    miss rate                      |     14.23%
    mpki                           |       0.32
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   40025757
    num cache misses               |     768868
    miss rate                      |      1.92%
    mpki                           |       3.08
  Cache L1-D                       |           
    num cache accesses             |  100673480
    num cache misses               |     945195
    miss rate                      |      0.94%
    mpki                           |       3.78
  Cache L2                         |           
    num cache accesses             |    1797874
    num cache misses               |     991316
    miss rate                      |     55.14%
    mpki                           |       3.97
  Cache L3                         |           
    num cache accesses             |    1075543
    num cache misses               |     695418
    miss rate                      |     64.66%
    mpki                           |       2.78
DRAM summary                       |           
  num dram accesses                |     825055
  average dram access latency (ns) |      97.79
  average dram queueing delay      |      12.75
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
