                                   | Core 0    
  Instructions                     |  499999976
  Cycles                           |  277971993
  IPC                              |       1.80
  Time (ns)                        |   92657331
Branch predictor stats             |           
  num correct                      |   23023477
  num incorrect                    |     192475
  misprediction rate               |      0.83%
  mpki                             |       0.38
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   38247215
    num misses                     |         43
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  287727657
    num misses                     |      35594
    miss rate                      |      0.01%
    mpki                           |       0.07
  L2 TLB                           |           
    num accesses                   |      35637
    num misses                     |       6804
    miss rate                      |     19.09%
    mpki                           |       0.01
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   38247215
    num cache misses               |      35827
    miss rate                      |      0.09%
    mpki                           |       0.07
  Cache L1-D                       |           
    num cache accesses             |  287727657
    num cache misses               |    2723193
    miss rate                      |      0.95%
    mpki                           |       5.45
  Cache L2                         |           
    num cache accesses             |    2764030
    num cache misses               |    1902151
    miss rate                      |     68.82%
    mpki                           |       3.80
  Cache L3                         |           
    num cache accesses             |    1907549
    num cache misses               |    1257939
    miss rate                      |     65.95%
    mpki                           |       2.52
DRAM summary                       |           
  num dram accesses                |    2464726
  average dram access latency (ns) |      72.44
  average dram queueing delay      |       7.42
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
