                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  249999879 |  273510000 |  401698444 |  487364918
  Cycles                             |  274953971 |  274956154 |  274956065 |  274956077
  IPC                                |       0.91 |       0.99 |       1.46 |       1.77
  Time (ns)                          |   91651324 |   91652051 |   91652022 |   91652026
Branch predictor stats               |            |            |            |           
  num correct                        |    5768210 |    6197724 |   32385582 |   63601727
  num incorrect                      |     102901 |     926419 |    5412562 |    6692448
  misprediction rate                 |      1.75% |     13.00% |     14.32% |      9.52%
  mpki                               |       0.41 |       3.39 |      13.47 |      13.73
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   22339856 |   26467176 |   58919346 |   73706861
    num misses                       |          4 |         62 |         65 |        371
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   98207449 |  138537767 |  192610684 |  192746525
    num misses                       |      52493 |     319410 |    1087255 |      57883
    miss rate                        |      0.05% |      0.23% |      0.56% |      0.03%
    mpki                             |       0.21 |       1.17 |       2.71 |       0.12
  L2 TLB                             |            |            |            |           
    num accesses                     |      52497 |     319472 |    1087320 |      58254
    num misses                       |      27305 |       4616 |       6560 |       1883
    miss rate                        |     52.01% |      1.44% |      0.60% |      3.23%
    mpki                             |       0.11 |       0.02 |       0.02 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   22339856 |   26467176 |   58919346 |   73706861
    num cache misses                 |       8921 |       5708 |    1756491 |    1530258
    miss rate                        |      0.04% |      0.02% |      2.98% |      2.08%
    mpki                             |       0.04 |       0.02 |       4.37 |       3.14
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   98207449 |  138537767 |  192610684 |  192746525
    num cache misses                 |    2544810 |    2286697 |    6359271 |    2052731
    miss rate                        |      2.59% |      1.65% |      3.30% |      1.06%
    mpki                             |      10.18 |       8.36 |      15.83 |       4.21
  Cache L2                           |            |            |            |           
    num cache accesses               |    2558295 |    2344681 |    8116986 |    3598294
    num cache misses                 |    1740177 |     343427 |      39397 |     120888
    miss rate                        |     68.02% |     14.65% |      0.49% |      3.36%
    mpki                             |       6.96 |       1.26 |       0.10 |       0.25
  Cache L3                           |            |            |            |           
    num cache accesses               |    1746533 |     396565 |      40889 |     137158
    num cache misses                 |    1725648 |     250171 |      38201 |      80380
    miss rate                        |     98.80% |     63.08% |     93.43% |     58.60%
    mpki                             |       6.90 |       0.91 |       0.10 |       0.16
DRAM summary                         |            |            |            |           
  num dram accesses                  |    2655837 |          0 |          0 |          0
  average dram access latency (ns)   |     112.52 |        inf |        inf |        inf
  average dram queueing delay        |       2.51 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     29.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
