                                   | Core 0    
  Instructions                     |  249999868
  Cycles                           |  236552719
  IPC                              |       1.06
  Time (ns)                        |   78850906
Branch predictor stats             |           
  num correct                      |   15498693
  num incorrect                    |     530274
  misprediction rate               |      3.31%
  mpki                             |       2.12
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   23732269
    num misses                     |         22
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   82805000
    num misses                     |     659883
    miss rate                      |      0.80%
    mpki                           |       2.64
  L2 TLB                           |           
    num accesses                   |     659905
    num misses                     |      65413
    miss rate                      |      9.91%
    mpki                           |       0.26
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   23732269
    num cache misses               |     138832
    miss rate                      |      0.58%
    mpki                           |       0.56
  Cache L1-D                       |           
    num cache accesses             |   82805000
    num cache misses               |    4671704
    miss rate                      |      5.64%
    mpki                           |      18.69
  Cache L2                         |           
    num cache accesses             |    5150146
    num cache misses               |    2158305
    miss rate                      |     41.91%
    mpki                           |       8.63
  Cache L3                         |           
    num cache accesses             |    2498043
    num cache misses               |    1174226
    miss rate                      |     47.01%
    mpki                           |       4.70
DRAM summary                       |           
  num dram accesses                |    1679663
  average dram access latency (ns) |      50.15
  average dram queueing delay      |       0.14
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
