                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  1117439582 |   249999981 |   451851927 |  2229507031 |  1650022844 |   961259213 |  2458815597 |  2808225075
  Cycles                             |  3314483100 |  3314479834 |  3314483218 |  3314483041 |  3314482996 |  3314483394 |  3314482936 |  3314483065
  IPC                                |        0.34 |        0.08 |        0.14 |        0.67 |        0.50 |        0.29 |        0.74 |        0.85
  Time (ns)                          |  1104827700 |  1104826612 |  1104827740 |  1104827681 |  1104827666 |  1104827798 |  1104827646 |  1104827689
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    10134835 |    58565837 |    75008054 |   340976813 |     2145027 |    59144835 |   113224788 |   225857529
  num incorrect                      |       67868 |     6500447 |     4554013 |    87324365 |       36352 |     2086552 |      941166 |    37954117
  misprediction rate                 |       0.67% |       9.99% |       5.72% |      20.39% |       1.67% |       3.41% |       0.82% |      14.39%
  mpki                               |        0.06 |       26.00 |       10.08 |       39.17 |        0.02 |        2.17 |        0.38 |       13.52
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    98760157 |    21135842 |    76211201 |   290014350 |   189016446 |    91579306 |   188106376 |   411415266
    num misses                       |           3 |       17441 |           4 |          19 |           6 |          22 |          43 |          65
    miss rate                        |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   304240527 |    86633855 |   136779972 |   750463238 |  1234253810 |   321031382 |  1414889725 |  1346523943
    num misses                       |      543248 |     1331675 |      163765 |     3318035 |    44503715 |     2635929 |      190505 |     7510460
    miss rate                        |       0.18% |       1.54% |       0.12% |       0.44% |       3.61% |       0.82% |       0.01% |       0.56%
    mpki                             |        0.49 |        5.33 |        0.36 |        1.49 |       26.97 |        2.74 |        0.08 |        2.67
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      543251 |     1349116 |      163769 |     3318054 |    44503721 |     2635951 |      190548 |     7510525
    num misses                       |      542840 |     1140463 |      163769 |      694965 |    31814078 |      258144 |       55171 |       47938
    miss rate                        |      99.92% |      84.53% |     100.00% |      20.94% |      71.49% |       9.79% |      28.95% |       0.64%
    mpki                             |        0.49 |        4.56 |        0.36 |        0.31 |       19.28 |        0.27 |        0.02 |        0.02
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    98760157 |    21135842 |    76211201 |   290014350 |   189016446 |    91579306 |   188106376 |   411415266
    num cache misses                 |      767455 |      546151 |       23165 |     2280773 |     1438105 |      758436 |      267261 |    14385906
    miss rate                        |       0.78% |       2.58% |       0.03% |       0.79% |       0.76% |       0.83% |       0.14% |       3.50%
    mpki                             |        0.69 |        2.18 |        0.05 |        1.02 |        0.87 |        0.79 |        0.11 |        5.12
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   304240527 |    86633855 |   136779972 |   750463238 |  1234253810 |   321031382 |  1414889725 |  1346523943
    num cache misses                 |    57391154 |     7558097 |    10505243 |     3829682 |    14030161 |    19053397 |    14015946 |    46186199
    miss rate                        |      18.86% |       8.72% |       7.68% |       0.51% |       1.14% |       5.94% |       0.99% |       3.43%
    mpki                             |       51.36 |       30.23 |       23.25 |        1.72 |        8.50 |       19.82 |        5.70 |       16.45
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    58158621 |     8140672 |    13922846 |     6862408 |    15537196 |    21459243 |    14368461 |    60727646
    num cache misses                 |    37799761 |     7810327 |    10528411 |     3641868 |    11974720 |    10466372 |    10337298 |    11970366
    miss rate                        |      64.99% |      95.94% |      75.62% |      53.07% |      77.07% |      48.77% |      71.94% |      19.71%
    mpki                             |       33.83 |       31.24 |       23.30 |        1.63 |        7.26 |       10.89 |        4.20 |        4.26
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    37799773 |     7847526 |    13922846 |     4408408 |    12043848 |    12168998 |    10424862 |    12142563
    num cache misses                 |    23152698 |     7635000 |    10512417 |     2524785 |    10818262 |     7109931 |     8090532 |     2864120
    miss rate                        |      61.25% |      97.29% |      75.50% |      57.27% |      89.82% |      58.43% |      77.61% |      23.59%
    mpki                             |       20.72 |       30.54 |       23.27 |        1.13 |        6.56 |        7.40 |        3.29 |        1.02
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   103999373 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      248.51 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      138.50 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      94.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
