                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  1222954025 |   787340936 |   825208701 |   380719443 |  1161437943 |   249999973 |  1021596372 |   895446608
  Cycles                             |  1340303704 |  1340303771 |  1340303737 |  1340303848 |  1340303718 |  1340300817 |  1340303710 |  1340303894
  IPC                                |        0.91 |        0.59 |        0.62 |        0.28 |        0.87 |        0.19 |        0.76 |        0.67
  Time (ns)                          |   446767902 |   446767924 |   446767913 |   446767950 |   446767906 |   446766939 |   446767904 |   446767965
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    69989505 |   120148809 |    17274098 |     7176533 |   102681527 |    40600608 |    82143743 |    54404233
  num incorrect                      |    11842057 |    30957616 |     2557681 |     9987869 |    17174651 |     2521753 |    13805734 |    32738759
  misprediction rate                 |      14.47% |      20.49% |      12.90% |      58.19% |      14.33% |       5.85% |      14.39% |      37.57%
  mpki                               |        9.68 |       39.32 |        3.10 |       26.23 |       14.79 |       10.09 |       13.51 |       36.56
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   137559967 |   102498027 |    79100059 |    41803120 |   131634069 |    41868591 |   149652668 |   106803438
    num misses                       |          56 |          19 |          70 |          14 |         472 |           4 |          65 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   573873499 |   264937659 |   414157737 |   139868118 |   486248639 |    75636447 |   489759446 |   411891809
    num misses                       |      370679 |     1177047 |      991680 |      997216 |      259866 |       88470 |     2734947 |     2815816
    miss rate                        |       0.06% |       0.44% |       0.24% |       0.71% |       0.05% |       0.12% |       0.56% |       0.68%
    mpki                             |        0.30 |        1.49 |        1.20 |        2.62 |        0.22 |        0.35 |        2.68 |        3.14
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      370735 |     1177066 |      991750 |      997230 |      260338 |       88474 |     2735012 |     2815826
    num misses                       |       58370 |      245833 |       13921 |      997219 |        8246 |       88474 |       17509 |     2236044
    miss rate                        |      15.74% |      20.89% |       1.40% |     100.00% |       3.17% |     100.00% |       0.64% |      79.41%
    mpki                             |        0.05 |        0.31 |        0.02 |        2.62 |        0.01 |        0.35 |        0.02 |        2.50
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   137559967 |   102498027 |    79100059 |    41803120 |   131634069 |    41868591 |   149652668 |   106803438
    num cache misses                 |      717933 |     1168004 |      321546 |       78565 |     2351727 |       60698 |     5646968 |       59777
    miss rate                        |       0.52% |       1.14% |       0.41% |       0.19% |       1.79% |       0.14% |       3.77% |       0.06%
    mpki                             |        0.59 |        1.48 |        0.39 |        0.21 |        2.02 |        0.24 |        5.53 |        0.07
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   573873499 |   264937659 |   414157737 |   139868118 |   486248639 |    75636447 |   489759446 |   411891809
    num cache misses                 |     4083649 |     1868733 |     7108517 |    10802931 |     4774190 |     5741204 |    16970168 |     6376553
    miss rate                        |       0.71% |       0.71% |       1.72% |       7.72% |       0.98% |       7.59% |       3.47% |       1.55%
    mpki                             |        3.34 |        2.37 |        8.61 |       28.38 |        4.11 |       22.96 |       16.61 |        7.12
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4900011 |     3361548 |     7992189 |    12294844 |     7217788 |     7816798 |    22704681 |     6917470
    num cache misses                 |     3748499 |     2128142 |     4344448 |    10881502 |     3574401 |     5801909 |     4991146 |     5994759
    miss rate                        |      76.50% |      63.31% |      54.36% |      88.50% |      49.52% |      74.22% |      21.98% |      86.66%
    mpki                             |        3.07 |        2.70 |        5.26 |       28.58 |        3.08 |       23.21 |        4.89 |        6.69
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     3847968 |     2458201 |     4906792 |    12294841 |     3669902 |     7816798 |     5083075 |     6546324
    num cache misses                 |     2259621 |     1670526 |     1958116 |    10848444 |     1677095 |     5793333 |     1700526 |     1504821
    miss rate                        |      58.72% |      67.96% |      39.91% |      88.24% |      45.70% |      74.11% |      33.45% |      22.99%
    mpki                             |        1.85 |        2.12 |        2.37 |       28.49 |        1.44 |       23.17 |        1.66 |        1.68
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    37902804 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      182.19 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       72.18 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      84.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
