                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   447463646 |   249999980 |  2605129055 |   281660634
  Cycles                             |  1869777916 |  1869775653 |  1869777809 |  1869777925
  IPC                                |        0.24 |        0.13 |        1.39 |        0.15
  Time (ns)                          |   623259305 |   623258551 |   623259270 |   623259308
Branch predictor stats               |             |             |             |            
  num correct                        |    13031429 |    42338506 |   480778665 |     5682886
  num incorrect                      |     6322355 |     3913322 |    32798713 |     8045910
  misprediction rate                 |      32.67% |       8.46% |       6.39% |      58.61%
  mpki                               |       14.13 |       15.65 |       12.59 |       28.57
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    35975629 |    28960848 |   427178159 |    31937032
    num misses                       |           3 |          42 |          39 |          14
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   203526090 |    86565665 |   849013363 |   106967009
    num misses                       |      206353 |     1461620 |          23 |      730769
    miss rate                        |       0.10% |       1.69% |       0.00% |       0.68%
    mpki                             |        0.46 |        5.85 |        0.00 |        2.59
  L2 TLB                             |             |             |             |            
    num accesses                     |      206356 |     1461662 |          62 |      730783
    num misses                       |      136248 |      397323 |          62 |      730775
    miss rate                        |      66.03% |      27.18% |     100.00% |     100.00%
    mpki                             |        0.30 |        1.59 |        0.00 |        2.59
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    35975629 |    28960848 |   427178159 |    31937032
    num cache misses                 |       43569 |       20979 |     4345683 |       18776
    miss rate                        |       0.12% |       0.07% |       1.02% |       0.06%
    mpki                             |        0.10 |        0.08 |        1.67 |        0.07
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   203526090 |    86565665 |   849013363 |   106967009
    num cache misses                 |    10029662 |    10075515 |      177806 |     8127855
    miss rate                        |       4.93% |      11.64% |       0.02% |       7.60%
    mpki                             |       22.41 |       40.30 |        0.07 |       28.86
  Cache L2                           |             |             |             |            
    num cache accesses               |    10609574 |    10964672 |     4555804 |     9506113
    num cache misses                 |     8858526 |     8228120 |      552004 |     8146576
    miss rate                        |      83.50% |      75.04% |      12.12% |      85.70%
    mpki                             |       19.80 |       32.91 |        0.21 |       28.92
  Cache L3                           |             |             |             |            
    num cache accesses               |     9394869 |     9096959 |      584324 |     9506058
    num cache misses                 |     8826342 |     4976520 |      545949 |     8137388
    miss rate                        |      93.95% |      54.71% |      93.43% |      85.60%
    mpki                             |       19.73 |       19.91 |        0.21 |       28.89
DRAM summary                         |             |             |             |            
  num dram accesses                  |    28738415 |           0 |           0 |           0
  average dram access latency (ns)   |      358.32 |         inf |         inf |         inf
  average dram queueing delay        |      238.30 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      92.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
