                                   | Core 0     
  Instructions                     |   499999985
  Cycles                           |  5104468829
  IPC                              |        0.10
  Time (ns)                        |  1701489610
Branch predictor stats             |            
  num correct                      |    85483294
  num incorrect                    |    23905408
  misprediction rate               |      21.85%
  mpki                             |       47.81
TLB Summary                        |            
  I-TLB                            |            
    num accesses                   |    49168056
    num misses                     |           3
    miss rate                      |       0.00%
    mpki                           |        0.00
  D-TLB                            |            
    num accesses                   |   179145716
    num misses                     |    42009462
    miss rate                      |      23.45%
    mpki                           |       84.02
  L2 TLB                           |            
    num accesses                   |    42009465
    num misses                     |    21920692
    miss rate                      |      52.18%
    mpki                           |       43.84
Cache Summary                      |            
  Cache L1-I                       |            
    num cache accesses             |    49168056
    num cache misses               |      377524
    miss rate                      |       0.77%
    mpki                           |        0.76
  Cache L1-D                       |            
    num cache accesses             |   179145716
    num cache misses               |    57274915
    miss rate                      |      31.97%
    mpki                           |      114.55
  Cache L2                         |            
    num cache accesses             |    65921152
    num cache misses               |    48737105
    miss rate                      |      73.93%
    mpki                           |       97.47
  Cache L3                         |            
    num cache accesses             |    57071645
    num cache misses               |    45753431
    miss rate                      |      80.17%
    mpki                           |       91.51
DRAM summary                       |            
  num dram accesses                |    54836758
  average dram access latency (ns) |       72.84
  average dram queueing delay      |        7.82
Coherency Traffic                  |            
  num loads from dram              |           0
  num loads from dram cache        |           0
  num loads from remote cache      |           0
