                                     | Core 0     | Core 1     | Core 2     | Core 3     
  Instructions                       |  851056898 |  249999973 |  953379164 |  1141749069
  Cycles                             |  956980369 |  956978259 |  956980176 |   956980128
  IPC                                |       0.89 |       0.26 |       1.00 |        1.19
  Time (ns)                          |  318993456 |  318992753 |  318993392 |   318993376
Branch predictor stats               |            |            |            |            
  num correct                        |   67443642 |   40600608 |   48289926 |    91884031
  num incorrect                      |    5518155 |    2521753 |   37651136 |    15409437
  misprediction rate                 |      7.56% |      5.85% |     43.81% |      14.36%
  mpki                               |       6.48 |      10.09 |      39.49 |       13.50
TLB Summary                          |            |            |            |            
  I-TLB                              |            |            |            |            
    num accesses                     |   71682055 |   41868591 |   73973702 |   167312450
    num misses                       |         42 |          4 |         52 |          65
    miss rate                        |      0.00% |      0.00% |      0.00% |       0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |        0.00
  D-TLB                              |            |            |            |            
    num accesses                     |  234138473 |   75636447 |  276122249 |   547420618
    num misses                       |    1144892 |      88470 |      16164 |     3065047
    miss rate                        |      0.49% |      0.12% |      0.01% |       0.56%
    mpki                             |       1.35 |       0.35 |       0.02 |        2.68
  L2 TLB                             |            |            |            |            
    num accesses                     |    1144934 |      88474 |      16216 |     3065112
    num misses                       |     358514 |      88474 |      14409 |       19206
    miss rate                        |     31.31% |    100.00% |     88.86% |       0.63%
    mpki                             |       0.42 |       0.35 |       0.02 |        0.02
Cache Summary                        |            |            |            |            
  Cache L1-I                         |            |            |            |            
    num cache accesses               |   71682055 |   41868591 |   73973702 |   167312450
    num cache misses                 |      70793 |       3785 |      23035 |     5089471
    miss rate                        |      0.10% |      0.01% |      0.03% |       3.04%
    mpki                             |       0.08 |       0.02 |       0.02 |        4.46
  Cache L1-D                         |            |            |            |            
    num cache accesses               |  234138473 |   75636447 |  276122249 |   547420618
    num cache misses                 |   12487894 |    5665830 |     988411 |    18180570
    miss rate                        |      5.33% |      7.49% |      0.36% |       3.32%
    mpki                             |      14.67 |      22.66 |       1.04 |       15.92
  Cache L2                           |            |            |            |            
    num cache accesses               |   12598344 |    7689079 |    1037575 |    23298237
    num cache misses                 |   10592591 |    5669615 |     968022 |      820982
    miss rate                        |     84.08% |     73.74% |     93.30% |       3.52%
    mpki                             |      12.45 |      22.68 |       1.02 |        0.72
  Cache L3                           |            |            |            |            
    num cache accesses               |   10633744 |    7689079 |     995244 |      851594
    num cache misses                 |    2943753 |    5669323 |     967608 |      807226
    miss rate                        |     27.68% |     73.73% |     97.22% |      94.79%
    mpki                             |       3.46 |      22.68 |       1.01 |        0.71
DRAM summary                         |            |            |            |            
  num dram accesses                  |   13435019 |          0 |          0 |           0
  average dram access latency (ns)   |     117.04 |        inf |        inf |         inf
  average dram queueing delay        |       7.03 |       0.00 |       0.00 |        0.00
  average dram bandwidth utilization |     42.00% |      0.00% |      0.00% |       0.00%
Coherency Traffic                    |            |            |            |            
  num loads from dram                |          0 |          0 |          0 |           0
  num loads from dram cache          |          0 |          0 |          0 |           0
  num loads from remote cache        |          0 |          0 |          0 |           0
