                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  249999979 |  379410451 |  275728967 |  456243002
  Cycles                             |  254437677 |  254440188 |  254440200 |  254440091
  IPC                                |       0.98 |       1.49 |       1.08 |       1.79
  Time (ns)                          |   84812559 |   84813396 |   84813400 |   84813364
Branch predictor stats               |            |            |            |           
  num correct                        |   38222132 |   30572475 |    6343639 |   57329792
  num incorrect                      |    9793313 |    5109802 |     946094 |    6412276
  misprediction rate                 |     20.40% |     14.32% |     12.98% |     10.06%
  mpki                               |      39.17 |      13.47 |       3.43 |      14.05
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   32523298 |   55628259 |   26720408 |   70538062
    num misses                       |         19 |         65 |         62 |        358
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   84159510 |  181903856 |  139660128 |  184721238
    num misses                       |     372579 |    1024415 |     322993 |      54682
    miss rate                        |      0.44% |      0.56% |      0.23% |      0.03%
    mpki                             |       1.49 |       2.70 |       1.17 |       0.12
  L2 TLB                             |            |            |            |           
    num accesses                     |     372598 |    1024480 |     323055 |      55040
    num misses                       |      78123 |       6284 |       4663 |       1798
    miss rate                        |     20.97% |      0.61% |      1.44% |      3.27%
    mpki                             |       0.31 |       0.02 |       0.02 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   32523298 |   55628259 |   26720408 |   70538062
    num cache misses                 |     108319 |    1643654 |       4524 |    1488067
    miss rate                        |      0.33% |      2.95% |      0.02% |      2.11%
    mpki                             |       0.43 |       4.33 |       0.02 |       3.26
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   84159510 |  181903856 |  139660128 |  184721238
    num cache misses                 |     310744 |    6022035 |    2313109 |    1436710
    miss rate                        |      0.37% |      3.31% |      1.66% |      0.78%
    mpki                             |       1.24 |      15.87 |       8.39 |       3.15
  Cache L2                           |            |            |            |           
    num cache accesses               |     485390 |    7666291 |    2336324 |    2929125
    num cache misses                 |     103753 |      17829 |     285554 |      81013
    miss rate                        |     21.38% |      0.23% |     12.22% |      2.77%
    mpki                             |       0.42 |       0.05 |       1.04 |       0.18
  Cache L3                           |            |            |            |           
    num cache accesses               |     171288 |      18602 |     304797 |      86132
    num cache misses                 |      89313 |      17363 |     134368 |      58516
    miss rate                        |     52.14% |     93.34% |     44.08% |     67.94%
    mpki                             |       0.36 |       0.05 |       0.49 |       0.13
DRAM summary                         |            |            |            |           
  num dram accesses                  |     425781 |          0 |          0 |          0
  average dram access latency (ns)   |     110.96 |        inf |        inf |        inf
  average dram queueing delay        |       0.95 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      5.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
