                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13      | Core 14     | Core 15    
  Instructions                       |  2925583261 |  3699930443 |  2322705893 |   482897775 |  1170332390 |  8903196857 |  4066042265 |  7062427251 |  1754068656 |   249999981 |  7193206567 |   687137399 |  4268614994 |  10074182501 |   871006315 |  1973339470
  Cycles                             |  5507550394 |  5507550618 |  5507549992 |  5507551462 |  5507550075 |  5507549466 |  5507549487 |  5507549400 |  5507549400 |  5507545540 |  5507550310 |  5507550696 |  5507550233 |   5507549443 |  5507550453 |  5507551567
  IPC                                |        0.53 |        0.67 |        0.42 |        0.09 |        0.21 |        1.62 |        0.74 |        1.28 |        0.32 |        0.05 |        1.31 |        0.12 |        0.78 |         1.83 |        0.16 |        0.36
  Time (ns)                          |  1835850131 |  1835850206 |  1835849997 |  1835850487 |  1835850025 |  1835849822 |  1835849829 |  1835849800 |  1835849800 |  1835848513 |  1835850103 |  1835850232 |  1835850078 |   1835849814 |  1835850151 |  1835850522
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
  num correct                        |   318478114 |   198137217 |   141187051 |    66397651 |    62378923 |   593419738 |   523749005 |   567942999 |    40451313 |    58565837 |   317182944 |    12664599 |   196570720 |   1859195928 |     7895695 |   299612496
  num incorrect                      |    48446995 |   141208357 |    84960616 |     9118172 |     1459357 |   101780801 |   122223914 |    95428944 |      721572 |     6500447 |    18019480 |    17666906 |     1635735 |    126832285 |       52864 |    64912924
  misprediction rate                 |      13.20% |      41.61% |      37.57% |      12.07% |       2.29% |      14.64% |      18.92% |      14.39% |       1.75% |       9.99% |       5.38% |      58.25% |       0.83% |        6.39% |       0.67% |      17.81%
  mpki                               |       16.56 |       38.17 |       36.58 |       18.88 |        1.25 |       11.43 |       30.06 |       13.51 |        0.41 |       26.00 |        2.51 |       25.71 |        0.38 |        12.59 |        0.06 |       32.89
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
    num accesses                     |   344297238 |   299101283 |   277230387 |    84582533 |   116887990 |  1080260328 |   570076238 |  1034581810 |   156748386 |    21135842 |   685325728 |    74257550 |   326567428 |   1651913665 |    76979954 |   273221724
    num misses                       |          10 |          52 |          10 |          92 |          47 |          18 |         277 |          65 |           4 |       17441 |           8 |          14 |          43 |           39 |           3 |         395
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |         0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
    num accesses                     |  1311426424 |  1088015556 |  1068071338 |   225052587 |   408610591 |  3753904434 |  1588146888 |  3386236623 |   688932792 |    86633855 |  2188565541 |   249764261 |  2456300310 |   3283161377 |   237089325 |   766256787
    num misses                       |    13361821 |       65359 |     7337213 |     8767516 |      627390 |    26644650 |     2838227 |    18883555 |      368210 |     1331691 |      701252 |     1726698 |      330942 |           23 |      423105 |     4075950
    miss rate                        |       1.02% |       0.01% |       0.69% |       3.90% |       0.15% |       0.71% |       0.18% |       0.56% |       0.05% |       1.54% |       0.03% |       0.69% |       0.01% |        0.00% |       0.18% |       0.53%
    mpki                             |        4.57 |        0.02 |        3.16 |       18.16 |        0.54 |        2.99 |        0.70 |        2.67 |        0.21 |        5.33 |        0.10 |        2.51 |        0.08 |         0.00 |        0.49 |        2.07
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
    num accesses                     |    13361831 |       65411 |     7337223 |     8767608 |      627437 |    26644668 |     2838504 |    18883620 |      368214 |     1349132 |      701260 |     1726712 |      330985 |           62 |      423108 |     4076345
    num misses                       |     1186899 |       58288 |     5833814 |     2621665 |      194225 |      203345 |      452553 |      120434 |      191342 |     1140477 |       17377 |     1726693 |       95084 |           62 |      422789 |      397695
    miss rate                        |       8.88% |      89.11% |      79.51% |      29.90% |      30.96% |       0.76% |      15.94% |       0.64% |      51.96% |      84.53% |       2.48% |     100.00% |      28.73% |      100.00% |      99.92% |       9.76%
    mpki                             |        0.41 |        0.02 |        2.51 |        5.43 |        0.17 |        0.02 |        0.11 |        0.02 |        0.11 |        4.56 |        0.00 |        2.51 |        0.02 |         0.00 |        0.49 |        0.20
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
    num cache accesses               |   344297238 |   299101283 |   277230387 |    84582533 |   116887990 |  1080260328 |   570076238 |  1034581810 |   156748386 |    21135842 |   685325728 |    74257550 |   326567428 |   1651913665 |    76979954 |   273221724
    num cache misses                 |      254883 |       71278 |      153401 |     1837498 |      117322 |     9313881 |    17705077 |    34216969 |      225986 |      402885 |      111435 |       55097 |      295315 |     15557222 |      598068 |    15882955
    miss rate                        |       0.07% |       0.02% |       0.06% |       2.17% |       0.10% |       0.86% |       3.11% |       3.31% |       0.14% |       1.91% |       0.02% |       0.07% |       0.09% |        0.94% |       0.78% |       5.81%
    mpki                             |        0.09 |        0.02 |        0.07 |        3.81 |        0.10 |        1.05 |        4.35 |        4.84 |        0.13 |        1.61 |        0.02 |        0.08 |        0.07 |         1.54 |        0.69 |        8.05
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
    num cache accesses               |  1311426424 |  1088015556 |  1068071338 |   225052587 |   408610591 |  3753904434 |  1588146888 |  3386236623 |   688932792 |    86633855 |  2188565541 |   249764261 |  2456300310 |   3283161377 |   237089325 |   766256787
    num cache misses                 |    42522268 |     4010183 |    16505973 |    12839357 |    14408098 |    17700640 |    19789502 |   114012563 |    17868368 |     7451694 |    58004085 |    19070635 |    23095526 |       111751 |    44698900 |    17133281
