                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  279631461 |  359212856 |  573698041 |  652085042 |  399194062 |  280388921 |  669509814 |  249999884
  Cycles                             |  392332686 |  392332530 |  392332525 |  392332537 |  392332543 |  392333238 |  392332530 |  392330517
  IPC                                |       0.71 |       0.92 |       1.46 |       1.66 |       1.02 |       0.71 |       1.71 |       0.64
  Time (ns)                          |  130777562 |  130777510 |  130777509 |  130777513 |  130777515 |  130777746 |  130777510 |  130776839
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   16985953 |   54847371 |   46207620 |   37582518 |   17433921 |   42505097 |   44874224 |   13325983
  num incorrect                      |   10220512 |   14184321 |    7771530 |    6363189 |   16699103 |    9241101 |    7585335 |     311809
  misprediction rate                 |     37.57% |     20.55% |     14.40% |     14.48% |     48.92% |     17.86% |     14.46% |      2.29%
  mpki                               |      36.55 |      39.49 |      13.55 |       9.76 |      41.83 |      32.96 |      11.33 |       1.25
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   33348428 |   46793127 |   84119052 |   73624897 |   29857104 |   38862908 |   81082054 |   24892730
    num misses                       |         10 |         19 |         65 |         56 |         52 |        140 |         18 |         47
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  128672265 |  120747094 |  275266678 |  305483743 |  113646931 |  109042435 |  281585311 |   86640605
    num misses                       |     881969 |     535125 |    1538844 |     194137 |       4854 |     586327 |    1928180 |     132920
    miss rate                        |      0.69% |      0.44% |      0.56% |      0.06% |      0.00% |      0.54% |      0.68% |      0.15%
    mpki                             |       3.15 |       1.49 |       2.68 |       0.30 |       0.01 |       2.09 |       2.88 |       0.53
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |     881979 |     535144 |    1538909 |     194193 |       4906 |     586467 |    1928198 |     132967
    num misses                       |     700207 |     111692 |       9997 |      30725 |       4288 |      53405 |      14420 |      40811
    miss rate                        |     79.39% |     20.87% |      0.65% |     15.82% |     87.40% |      9.11% |      0.75% |     30.69%
    mpki                             |       2.50 |       0.31 |       0.02 |       0.05 |       0.01 |       0.19 |       0.02 |       0.16
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   33348428 |   46793127 |   84119052 |   73624897 |   29857104 |   38862908 |   81082054 |   24892730
    num cache misses                 |      19405 |     269954 |    2753696 |     208981 |      12134 |    2295002 |     719014 |      24960
    miss rate                        |      0.06% |      0.58% |      3.27% |      0.28% |      0.04% |      5.91% |      0.89% |      0.10%
    mpki                             |       0.07 |       0.75 |       4.80 |       0.32 |       0.03 |       8.19 |       1.07 |       0.10
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  128672265 |  120747094 |  275266678 |  305483743 |  113646931 |  109042435 |  281585311 |   86640605
    num cache misses                 |    2005321 |     526063 |    9362415 |    1860310 |     302438 |    2402693 |    1409281 |    3051559
    miss rate                        |      1.56% |      0.44% |      3.40% |      0.61% |      0.27% |      2.20% |      0.50% |      3.52%
    mpki                             |       7.17 |       1.46 |      16.32 |       2.85 |       0.76 |       8.57 |       2.10 |      12.21
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2209401 |     902773 |   12117180 |    2070222 |     334236 |    4805962 |    2143750 |    3520316
    num cache misses                 |    1886570 |     401133 |    1841875 |    1451994 |     294918 |    2353791 |     290735 |    2476892
    miss rate                        |     85.39% |     44.43% |     15.20% |     70.14% |     88.24% |     48.98% |     13.56% |     70.36%
    mpki                             |       6.75 |       1.12 |       3.21 |       2.23 |       0.74 |       8.39 |       0.43 |       9.91
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2092894 |     510097 |    1843228 |    1453022 |     314962 |    2462299 |     306587 |    2928465
    num cache misses                 |     560116 |     226086 |      37474 |     223375 |     292233 |     613033 |     116209 |    2170877
    miss rate                        |     26.76% |     44.32% |      2.03% |     15.37% |     92.78% |     24.90% |     37.90% |     74.13%
    mpki                             |       2.00 |       0.63 |       0.07 |       0.34 |       0.73 |       2.19 |       0.17 |       8.68
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |    6146869 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     119.20 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       9.19 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     47.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
