                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   620378875 |  1906371802 |   617528159 |   943545275 |  1783791732 |  2588497610 |   365115645 |  1232943460 |  1966483794 |  3504752830 |   574948697 |  3468972227 |   249999886 |  2321654005 |  1952722616 |  1396644148
  Cycles                             |  2846819035 |  2846817608 |  2846818688 |  2846819178 |  2846818325 |  2846818241 |  2846818055 |  2846819399 |  2846818653 |  2846818928 |  2846818461 |  2846818617 |  2846816070 |  2846818239 |  2846817602 |  2846818792
  IPC                                |        0.22 |        0.67 |        0.22 |        0.33 |        0.63 |        0.91 |        0.13 |        0.43 |        0.69 |        1.23 |        0.20 |        1.22 |        0.09 |        0.82 |        0.69 |        0.49
  Time (ns)                          |   948939678 |   948939203 |   948939563 |   948939726 |   948939442 |   948939414 |   948939352 |   948939800 |   948939551 |   948939643 |   948939487 |   948939539 |   948938690 |   948939413 |   948939201 |   948939597
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    33562381 |   245071850 |    37890000 |    21481221 |   268800726 |   119199279 |     7002452 |     1603586 |   104808392 |   310523397 |    18210655 |   278920043 |    34399075 |   132125971 |    35993334 |   151441920
  num incorrect                      |      785028 |    57383209 |     1302109 |      382225 |    30306393 |      991211 |     9709338 |       27176 |    75310198 |    51794332 |     8656821 |    46852016 |     4720676 |    22391949 |     5395073 |    23123687
  misprediction rate                 |       2.29% |      18.97% |       3.32% |       1.75% |      10.13% |       0.82% |      58.10% |       1.67% |      41.81% |      14.30% |      32.22% |      14.38% |      12.07% |      14.49% |      13.04% |      13.25%
  mpki                               |        1.27 |       30.10 |        2.11 |        0.41 |       16.99 |        0.38 |       26.59 |        0.02 |       38.30 |       14.78 |       15.06 |       13.51 |       18.88 |        9.64 |        2.76 |       16.56
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    62413512 |   267384157 |    58824902 |    84613205 |   285742026 |   198032748 |    40445293 |   141236207 |   158234005 |   397999012 |    44771327 |   508155106 |    43801034 |   260849616 |   185888956 |   164220911
    num misses                       |          47 |         179 |          22 |           4 |       10744 |          43 |          14 |           6 |          52 |        1249 |           3 |          65 |          84 |          56 |          86 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   216774304 |   746342899 |   205138404 |   371795342 |   719320351 |  1489493388 |   135335871 |   922276729 |   577304908 |  1465524014 |   255714819 |  1663099650 |   116504258 |  1091473503 |   994417548 |   626642097
    num misses                       |      339388 |     1305988 |     1717487 |      194221 |     4068926 |      200562 |      971727 |    33208344 |       34734 |      771252 |      262023 |     9279354 |     4542162 |      704524 |     2225566 |     6450647
    miss rate                        |       0.16% |       0.17% |       0.84% |       0.05% |       0.57% |       0.01% |       0.72% |       3.60% |       0.01% |       0.05% |       0.10% |       0.56% |       3.90% |       0.06% |       0.22% |       1.03%
