                                   | Core 0    
  Instructions                     |   99999898
  Cycles                           |   98877315
  IPC                              |       1.01
  Time (ns)                        |   32959105
Branch predictor stats             |           
  num correct                      |    1021249
  num incorrect                    |     248524
  misprediction rate               |     19.57%
  mpki                             |       2.49
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    9191444
    num misses                     |         49
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   51375933
    num misses                     |      62536
    miss rate                      |      0.12%
    mpki                           |       0.63
  L2 TLB                           |           
    num accesses                   |      62585
    num misses                     |       1643
    miss rate                      |      2.63%
    mpki                           |       0.02
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    9191444
    num cache misses               |      19212
    miss rate                      |      0.21%
    mpki                           |       0.19
  Cache L1-D                       |           
    num cache accesses             |   51375933
    num cache misses               |     700788
    miss rate                      |      1.36%
    mpki                           |       7.01
  Cache L2                         |           
    num cache accesses             |     750641
    num cache misses               |     303124
    miss rate                      |     40.38%
    mpki                           |       3.03
  Cache L3                         |           
    num cache accesses             |     333865
    num cache misses               |     259938
    miss rate                      |     77.86%
    mpki                           |       2.60
DRAM summary                       |           
  num dram accesses                |     503492
  average dram access latency (ns) |      51.52
  average dram queueing delay      |       1.52
Coherency Traffic                  |           
  num loads from dram              |     190194
  num loads from dram cache        |          0
  num loads from remote cache      |          0
