                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  387709425 |  554238752 |  464833925 |  249999984
  Cycles                             |  378829232 |  378828364 |  378828246 |  378826699
  IPC                                |       1.02 |       1.46 |       1.23 |       0.66
  Time (ns)                          |  126276411 |  126276121 |  126276082 |  126275566
Branch predictor stats               |            |            |            |           
  num correct                        |   58582234 |   25516432 |   26503814 |   15199251
  num incorrect                      |    6515633 |     210979 |    4528121 |    9146162
  misprediction rate                 |     10.01% |      0.82% |     14.59% |     37.57%
  mpki                               |      16.81 |       0.38 |       9.74 |      36.58
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   61965880 |   42395736 |   52195657 |   29844534
    num misses                       |       2506 |         43 |         56 |         10
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  155567881 |  318931691 |  218285512 |  114926447
    num misses                       |     845358 |      42304 |     137934 |     791204
    miss rate                        |      0.54% |      0.01% |      0.06% |      0.69%
    mpki                             |       2.18 |       0.08 |       0.30 |       3.16
  L2 TLB                             |            |            |            |           
    num accesses                     |     847864 |      42347 |     137990 |     791214
    num misses                       |     125213 |      13176 |      21804 |     629350
    miss rate                        |     14.77% |     31.11% |     15.80% |     79.54%
    mpki                             |       0.32 |       0.02 |       0.05 |       2.52
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   61965880 |   42395736 |   52195657 |   29844534
    num cache misses                 |    1038805 |      27711 |     103127 |      10586
    miss rate                        |      1.68% |      0.07% |      0.20% |      0.04%
    mpki                             |       2.68 |       0.05 |       0.22 |       0.04
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  155567881 |  318931691 |  218285512 |  114926447
    num cache misses                 |    1358013 |    2904146 |    1303018 |    1769895
    miss rate                        |      0.87% |      0.91% |      0.60% |      1.54%
    mpki                             |       3.50 |       5.24 |       2.80 |       7.08
  Cache L2                           |            |            |            |           
    num cache accesses               |    2447796 |    2935287 |    1408307 |    1927087
    num cache misses                 |     782631 |    1785813 |     794020 |    1488241
    miss rate                        |     31.97% |     60.84% |     56.38% |     77.23%
    mpki                             |       2.02 |       3.22 |       1.71 |       5.95
  Cache L3                           |            |            |            |           
    num cache accesses               |     834026 |    1789449 |     796817 |    1671554
    num cache misses                 |     458831 |     907567 |     557421 |     476253
    miss rate                        |     55.01% |     50.72% |     69.96% |     28.49%
    mpki                             |       1.18 |       1.64 |       1.20 |       1.91
DRAM summary                         |            |            |            |           
  num dram accesses                  |    3930905 |          0 |          0 |          0
  average dram access latency (ns)   |     165.25 |        inf |        inf |        inf
  average dram queueing delay        |      45.23 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     62.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
