                                   | Core 0    
  Instructions                     |   99999931
  Cycles                           |  116391238
  IPC                              |       0.86
  Time (ns)                        |   38797080
Branch predictor stats             |           
  num correct                      |     982930
  num incorrect                    |     224757
  misprediction rate               |     18.61%
  mpki                             |       2.25
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    9055153
    num misses                     |         36
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   48007680
    num misses                     |     123997
    miss rate                      |      0.26%
    mpki                           |       1.24
  L2 TLB                           |           
    num accesses                   |     124033
    num misses                     |       2033
    miss rate                      |      1.64%
    mpki                           |       0.02
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    9055153
    num cache misses               |      11544
    miss rate                      |      0.13%
    mpki                           |       0.12
  Cache L1-D                       |           
    num cache accesses             |   48007680
    num cache misses               |     619190
    miss rate                      |      1.29%
    mpki                           |       6.19
  Cache L2                         |           
    num cache accesses             |     683334
    num cache misses               |     441671
    miss rate                      |     64.63%
    mpki                           |       4.42
  Cache L3                         |           
    num cache accesses             |     494274
    num cache misses               |     240554
    miss rate                      |     48.67%
    mpki                           |       2.41
DRAM summary                       |           
  num dram accesses                |     324255
  average dram access latency (ns) |     104.29
  average dram queueing delay      |      19.25
Coherency Traffic                  |           
  num loads from dram              |     204726
  num loads from dram cache        |          0
  num loads from remote cache      |          0
