                                   | Core 0    
  Instructions                     |  249999884
  Cycles                           |  236422221
  IPC                              |       1.06
  Time (ns)                        |   78807407
Branch predictor stats             |           
  num correct                      |   13325983
  num incorrect                    |     311809
  misprediction rate               |      2.29%
  mpki                             |       1.25
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   24892730
    num misses                     |         47
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   86640605
    num misses                     |     133002
    miss rate                      |      0.15%
    mpki                           |       0.53
  L2 TLB                           |           
    num accesses                   |     133049
    num misses                     |      40811
    miss rate                      |     30.67%
    mpki                           |       0.16
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   24892730
    num cache misses               |      22763
    miss rate                      |      0.09%
    mpki                           |       0.09
  Cache L1-D                       |           
    num cache accesses             |   86640605
    num cache misses               |    3028349
    miss rate                      |      3.50%
    mpki                           |      12.11
  Cache L2                         |           
    num cache accesses             |    3508746
    num cache misses               |    2438225
    miss rate                      |     69.49%
    mpki                           |       9.75
  Cache L3                         |           
    num cache accesses             |    2905910
    num cache misses               |    2196333
    miss rate                      |     75.58%
    mpki                           |       8.79
DRAM summary                       |           
  num dram accesses                |    3104131
  average dram access latency (ns) |      57.49
  average dram queueing delay      |       2.48
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
