                                     | Core 0     | Core 1     | Core 2     | Core 3     
  Instructions                       |  249999909 |  534845246 |  712355975 |  1367164113
  Cycles                             |  784420162 |  784421702 |  784421458 |   784421372
  IPC                                |       0.32 |       0.68 |       0.91 |        1.74
  Time (ns)                          |  261473388 |  261473901 |  261473820 |   261473791
Branch predictor stats               |            |            |            |            
  num correct                        |    2271023 |   24632017 |   35848471 |    91128134
  num incorrect                      |      15217 |     204997 |   28237972 |    15634919
  misprediction rate                 |      0.67% |      0.83% |     44.06% |      14.64%
  mpki                               |       0.06 |       0.38 |      39.64 |       11.44
TLB Summary                          |            |            |            |            
  I-TLB                              |            |            |            |            
    num accesses                     |   22095385 |   40922056 |   55019028 |   165785056
    num misses                       |          3 |         43 |         52 |          18
    miss rate                        |      0.00% |      0.00% |      0.00% |       0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |        0.00
  D-TLB                              |            |            |            |            
    num accesses                     |   68115827 |  307749862 |  205967835 |   576164717
    num misses                       |     121838 |      41101 |      12010 |     4075487
    miss rate                        |      0.18% |      0.01% |      0.01% |       0.71%
    mpki                             |       0.49 |       0.08 |       0.02 |        2.98
  L2 TLB                             |            |            |            |            
    num accesses                     |     121841 |      41144 |      12062 |     4075505
    num misses                       |     121749 |      12525 |      10730 |       30889
    miss rate                        |     99.92% |     30.44% |     88.96% |       0.76%
    mpki                             |       0.49 |       0.02 |       0.02 |        0.02
Cache Summary                        |            |            |            |            
  Cache L1-I                         |            |            |            |            
    num cache accesses               |   22095385 |   40922056 |   55019028 |   165785056
    num cache misses                 |     136618 |      64807 |      29310 |     1378820
    miss rate                        |      0.62% |      0.16% |      0.05% |       0.83%
    mpki                             |       0.55 |       0.12 |       0.04 |        1.01
  Cache L1-D                         |            |            |            |            
    num cache accesses               |   68115827 |  307749862 |  205967835 |   576164717
    num cache misses                 |   12922832 |    3357075 |     734425 |     2645512
    miss rate                        |     18.97% |      1.09% |      0.36% |       0.46%
    mpki                             |      51.69 |       6.28 |       1.03 |        1.94
  Cache L2                           |            |            |            |            
    num cache accesses               |   13067193 |    3486118 |     783682 |     4042119
    num cache misses                 |    9400194 |    2813922 |     738787 |      132812
    miss rate                        |     71.94% |     80.72% |     94.27% |       3.29%
    mpki                             |      37.60 |       5.26 |       1.04 |        0.10
  Cache L3                           |            |            |            |            
    num cache accesses               |    9407937 |    2878379 |     758979 |      151169
    num cache misses                 |    9385732 |    2704332 |     734635 |      128220
    miss rate                        |     99.76% |     93.95% |     96.79% |      84.82%
    mpki                             |      37.54 |       5.06 |       1.03 |        0.09
DRAM summary                         |            |            |            |            
  num dram accesses                  |   22344724 |          0 |          0 |           0
  average dram access latency (ns)   |     151.51 |        inf |        inf |         inf
  average dram queueing delay        |      41.51 |       0.00 |       0.00 |        0.00
  average dram bandwidth utilization |     85.00% |      0.00% |      0.00% |       0.00%
Coherency Traffic                    |            |            |            |            
  num loads from dram                |          0 |          0 |          0 |           0
  num loads from dram cache          |          0 |          0 |          0 |           0
  num loads from remote cache        |          0 |          0 |          0 |           0
