                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15     
  Instructions                       |  1596940264 |  7075025727 |   957875633 |  5079277852 |  4018556600 |  9925728469 |  2098741579 |  6016328300 |  6416008407 |  4993319754 |  4334516991 |  3425905628 |  1263315524 |   249999989 |  6926166370 |  11780898362
  Cycles                             |  9116880436 |  9116880528 |  9116880252 |  9116880042 |  9116880020 |  9116880016 |  9116880013 |  9116880310 |  9116880052 |  9116880321 |  9116880008 |  9116880152 |  9116880101 |  9116862215 |  9116880026 |   9116880014
  IPC                                |        0.18 |        0.78 |        0.11 |        0.56 |        0.44 |        1.09 |        0.23 |        0.66 |        0.70 |        0.55 |        0.48 |        0.38 |        0.14 |        0.03 |        0.76 |         1.29
  Time (ns)                          |  3038960145 |  3038960176 |  3038960084 |  3038960014 |  3038960007 |  3038960005 |  3038960004 |  3038960103 |  3038960017 |  3038960107 |  3038960003 |  3038960051 |  3038960034 |  3038954072 |  3038960009 |   3038960005
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             
  num correct                        |    14493561 |   403122143 |   162091276 |   654285072 |     5232555 |   879046139 |   129823603 |  1110316410 |   346131520 |    91935915 |   469539435 |   521596806 |   100138773 |    43244780 |  1059041809 |    520069094
  num incorrect                      |       97078 |    68217801 |    14951649 |   152680452 |       88676 |   146616980 |     4371690 |    75744641 |   243467475 |    13989241 |    71562079 |   112029004 |     8187616 |    11689069 |   271312473 |     29524830
  misprediction rate                 |       0.67% |      14.47% |       8.45% |      18.92% |       1.67% |      14.29% |       3.26% |       6.39% |      41.29% |      13.21% |      13.23% |      17.68% |       7.56% |      21.28% |      20.39% |        5.37%
  mpki                               |        0.06 |        9.64 |       15.61 |       30.06 |        0.02 |       14.77 |        2.08 |       12.59 |       37.95 |        2.80 |       16.51 |       32.70 |        6.48 |       46.76 |       39.17 |         2.51
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             
