                                   | Core 0    
  Instructions                     |  249999886
  Cycles                           |  138573365
  IPC                              |       1.80
  Time (ns)                        |   46191122
Branch predictor stats             |           
  num correct                      |   11512706
  num incorrect                    |      95915
  misprediction rate               |      0.83%
  mpki                             |       0.38
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   19126240
    num misses                     |         43
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  143858207
    num misses                     |      19410
    miss rate                      |      0.01%
    mpki                           |       0.08
  L2 TLB                           |           
    num accesses                   |      19453
    num misses                     |       5912
    miss rate                      |     30.39%
    mpki                           |       0.02
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   19126240
    num cache misses               |      17287
    miss rate                      |      0.09%
    mpki                           |       0.07
  Cache L1-D                       |           
    num cache accesses             |  143858207
    num cache misses               |    1346338
    miss rate                      |      0.94%
    mpki                           |       5.39
  Cache L2                         |           
    num cache accesses             |    1365924
    num cache misses               |     948360
    miss rate                      |     69.43%
    mpki                           |       3.79
  Cache L3                         |           
    num cache accesses             |     950842
    num cache misses               |     627708
    miss rate                      |     66.02%
    mpki                           |       2.51
DRAM summary                       |           
  num dram accesses                |    1221791
  average dram access latency (ns) |      72.69
  average dram queueing delay      |       7.67
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
