                                     | Core 0      | Core 1     | Core 2     | Core 3     
  Instructions                       |  1015072050 |  249999973 |  920770245 |  1220648875
  Cycles                             |   941033020 |  941030851 |  941033113 |   941033118
  IPC                                |        1.08 |       0.27 |       0.98 |        1.30
  Time (ns)                          |   313677674 |  313676951 |  313677705 |   313677706
Branch predictor stats               |             |            |            |            
  num correct                        |    80483088 |   40600608 |   45328954 |    98131502
  num incorrect                      |     6577337 |    2521753 |   36585641 |    16478583
  misprediction rate                 |       7.55% |      5.85% |     44.66% |      14.38%
  mpki                               |        6.48 |      10.09 |      39.73 |       13.50
TLB Summary                          |             |            |            |            
  I-TLB                              |             |            |            |            
    num accesses                     |    85088640 |   41868591 |   72207738 |   178815918
    num misses                       |          42 |          4 |         52 |          65
    miss rate                        |       0.00% |      0.00% |      0.00% |       0.00%
    mpki                             |        0.00 |       0.00 |       0.00 |        0.00
  D-TLB                              |             |            |            |            
    num accesses                     |   279456251 |   75636447 |  267232743 |   585136729
    num misses                       |     1363420 |      88470 |      13873 |     3268415
    miss rate                        |       0.49% |      0.12% |      0.01% |       0.56%
    mpki                             |        1.34 |       0.35 |       0.02 |        2.68
  L2 TLB                             |             |            |            |            
    num accesses                     |     1363462 |      88474 |      13925 |     3268480
    num misses                       |      424396 |      88474 |      12336 |       20760
    miss rate                        |      31.13% |    100.00% |     88.59% |       0.64%
    mpki                             |        0.42 |       0.35 |       0.01 |        0.02
Cache Summary                        |             |            |            |            
  Cache L1-I                         |             |            |            |            
    num cache accesses               |    85088640 |   41868591 |   72207738 |   178815918
    num cache misses                 |      161882 |      15365 |      78013 |     6042493
    miss rate                        |       0.19% |      0.04% |      0.11% |       3.38%
    mpki                             |        0.16 |       0.06 |       0.08 |        4.95
  Cache L1-D                         |             |            |            |            
    num cache accesses               |   279456251 |   75636447 |  267232743 |   585136729
    num cache misses                 |    14935651 |    5689250 |     943807 |    19776322
    miss rate                        |       5.34% |      7.52% |      0.35% |       3.38%
    mpki                             |       14.71 |      22.76 |       1.03 |       16.20
  Cache L2                           |             |            |            |            
    num cache accesses               |    15142173 |    7719627 |    1089565 |    25838626
    num cache misses                 |    14001645 |    5704618 |    1003002 |     4408973
    miss rate                        |      92.47% |     73.90% |     92.06% |      17.06%
    mpki                             |       13.79 |      22.82 |       1.09 |        3.61
  Cache L3                           |             |            |            |            
    num cache accesses               |    14046450 |    7719627 |    1070954 |     4432136
    num cache misses                 |     2218156 |    5698646 |     998550 |      499727
    miss rate                        |      15.79% |     73.82% |     93.24% |      11.28%
    mpki                             |        2.19 |      22.79 |       1.08 |        0.41
DRAM summary                         |             |            |            |            
  num dram accesses                  |    12271953 |          0 |          0 |           0
  average dram access latency (ns)   |      115.75 |        inf |        inf |         inf
  average dram queueing delay        |        5.74 |       0.00 |       0.00 |        0.00
  average dram bandwidth utilization |      39.00% |      0.00% |      0.00% |       0.00%
Coherency Traffic                    |             |            |            |            
  num loads from dram                |           0 |          0 |          0 |           0
  num loads from dram cache          |           0 |          0 |          0 |           0
  num loads from remote cache        |           0 |          0 |          0 |           0
