                                   | Core 0    
  Instructions                     |  499999903
  Cycles                           |  297811513
  IPC                              |       1.68
  Time (ns)                        |   99270504
Branch predictor stats             |           
  num correct                      |   34729981
  num incorrect                    |    6096176
  misprediction rate               |     14.93%
  mpki                             |      12.19
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   60810888
    num misses                     |         35
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  213097277
    num misses                     |    2328512
    miss rate                      |      1.09%
    mpki                           |       4.66
  L2 TLB                           |           
    num accesses                   |    2328547
    num misses                     |      23746
    miss rate                      |      1.02%
    mpki                           |       0.05
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   60810888
    num cache misses               |    1430789
    miss rate                      |      2.35%
    mpki                           |       2.86
  Cache L1-D                       |           
    num cache accesses             |  213097277
    num cache misses               |    1454265
    miss rate                      |      0.68%
    mpki                           |       2.91
  Cache L2                         |           
    num cache accesses             |    2886970
    num cache misses               |     378094
    miss rate                      |     13.10%
    mpki                           |       0.76
  Cache L3                         |           
    num cache accesses             |     380055
    num cache misses               |       7700
    miss rate                      |      2.03%
    mpki                           |       0.02
DRAM summary                       |           
  num dram accesses                |       7746
  average dram access latency (ns) |      59.23
  average dram queueing delay      |       4.22
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
