                                   | Core 0    
  Instructions                     |   99999952
  Cycles                           |  100235393
  IPC                              |       1.00
  Time (ns)                        |   33411798
Branch predictor stats             |           
  num correct                      |   12316314
  num incorrect                    |    3223213
  misprediction rate               |     20.74%
  mpki                             |      32.23
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   14161839
    num misses                     |         77
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   39821758
    num misses                     |      59469
    miss rate                      |      0.15%
    mpki                           |       0.59
  L2 TLB                           |           
    num accesses                   |      59546
    num misses                     |      15770
    miss rate                      |     26.48%
    mpki                           |       0.16
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   14161839
    num cache misses               |     422466
    miss rate                      |      2.98%
    mpki                           |       4.22
  Cache L1-D                       |           
    num cache accesses             |   39821758
    num cache misses               |     423268
    miss rate                      |      1.06%
    mpki                           |       4.23
  Cache L2                         |           
    num cache accesses             |     877337
    num cache misses               |     235625
    miss rate                      |     26.86%
    mpki                           |       2.36
  Cache L3                         |           
    num cache accesses             |     267480
    num cache misses               |     128742
    miss rate                      |     48.13%
    mpki                           |       1.29
DRAM summary                       |           
  num dram accesses                |     241100
  average dram access latency (ns) |      50.68
  average dram queueing delay      |       0.67
Coherency Traffic                  |           
  num loads from dram              |      77798
  num loads from dram cache        |          0
  num loads from remote cache      |          0
