                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  380986820 |  350000801 |  249999984 |  453305502
  Cycles                             |  370741704 |  370741694 |  370739314 |  370741629
  IPC                                |       1.03 |       0.94 |       0.67 |       1.22
  Time (ns)                          |  123580568 |  123580565 |  123579771 |  123580543
Branch predictor stats               |            |            |            |           
  num correct                        |   57536058 |   45067982 |   15199251 |   25992502
  num incorrect                      |    6421535 |   10630159 |    9146162 |    4466874
  misprediction rate                 |     10.04% |     19.09% |     37.57% |     14.67%
  mpki                               |      16.86 |      30.37 |      36.58 |       9.85
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   60900984 |   49041878 |   29844534 |   51039742
    num misses                       |       2506 |        113 |         10 |         56
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  153153880 |  136858385 |  114926447 |  212464769
    num misses                       |     844652 |     228672 |     791193 |     134523
    miss rate                        |      0.55% |      0.17% |      0.69% |      0.06%
    mpki                             |       2.22 |       0.65 |       3.16 |       0.30
  L2 TLB                             |            |            |            |           
    num accesses                     |     847158 |     228785 |     791203 |     134579
    num misses                       |     125154 |      37959 |     629351 |      21189
    miss rate                        |     14.77% |     16.59% |     79.54% |     15.74%
    mpki                             |       0.33 |       0.11 |       2.52 |       0.05
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   60900984 |   49041878 |   29844534 |   51039742
    num cache misses                 |    1064496 |    1450828 |      10610 |     111649
    miss rate                        |      1.75% |      2.96% |      0.04% |      0.22%
    mpki                             |       2.79 |       4.15 |       0.04 |       0.25
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  153153880 |  136858385 |  114926447 |  212464769
    num cache misses                 |    1383710 |    1604406 |    1775555 |    1275653
    miss rate                        |      0.90% |      1.17% |      1.54% |      0.60%
    mpki                             |       3.63 |       4.58 |       7.10 |       2.81
  Cache L2                           |            |            |            |           
    num cache accesses               |    2516542 |    3155615 |    1976900 |    1392584
    num cache misses                 |     871235 |     848613 |    1489504 |     830888
    miss rate                        |     34.62% |     26.89% |     75.35% |     59.67%
    mpki                             |       2.29 |       2.42 |       5.96 |       1.83
  Cache L3                           |            |            |            |           
    num cache accesses               |     940174 |     950924 |    1717807 |     837239
    num cache misses                 |     627068 |     353997 |     597340 |     773620
    miss rate                        |     66.70% |     37.23% |     34.77% |     92.40%
    mpki                             |       1.65 |       1.01 |       2.39 |       1.71
DRAM summary                         |            |            |            |           
  num dram accesses                  |    3309837 |          0 |          0 |          0
  average dram access latency (ns)   |     113.23 |        inf |        inf |        inf
  average dram queueing delay        |       3.22 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     26.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
