                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      
  Instructions                       |  5968498659 |  1672475584 |   249999989 |  2179177068 |   878256487 |  5642062276 |  4956481665 |  10717155526
  Cycles                             |  6911409602 |  6911409717 |  6911405478 |  6911409300 |  6911409647 |  6911409177 |  6911409406 |   6911409167
  IPC                                |        0.86 |        0.24 |        0.04 |        0.32 |        0.13 |        0.82 |        0.72 |         1.55
  Time (ns)                          |  2303803201 |  2303803239 |  2303801826 |  2303803100 |  2303803216 |  2303803059 |  2303803136 |   2303803056
Branch predictor stats               |             |             |             |             |             |             |             |             
  num correct                        |   340408702 |    15169335 |    43244780 |   116251580 |   120747963 |   259816707 |   747605570 |    714093403
  num incorrect                      |    57563360 |      101582 |    11689069 |     2719889 |    16588609 |     2160926 |    83986707 |    122545853
  misprediction rate                 |      14.46% |       0.67% |      21.28% |       2.29% |      12.08% |       0.82% |      10.10% |       14.65%
  mpki                               |        9.64 |        0.06 |       46.76 |        1.25 |       18.89 |        0.38 |       16.94 |        11.43
TLB Summary                          |             |             |             |             |             |             |             |             
  I-TLB                              |             |             |             |             |             |             |             |             
    num accesses                     |   670386141 |   147814706 |    23761816 |   217459772 |   153879991 |   431642598 |   793507608 |   1300462098
    num misses                       |          56 |           3 |           3 |          47 |         105 |          43 |       28993 |           18
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |         0.00
  D-TLB                              |             |             |             |             |             |             |             |             
    num accesses                     |  2804011229 |   455364645 |    88558906 |   758305005 |   409247821 |  3246622729 |  1995806398 |   4519085907
    num misses                       |     1809903 |      813107 |    21159919 |     1161317 |    15939563 |      436723 |    11115124 |     32098589
    miss rate                        |       0.06% |       0.18% |      23.89% |       0.15% |       3.89% |       0.01% |       0.56% |        0.71%
    mpki                             |        0.30 |        0.49 |       84.64 |        0.53 |       18.15 |        0.08 |        2.24 |         3.00
  L2 TLB                             |             |             |             |             |             |             |             |             
    num accesses                     |     1809959 |      813110 |    21159922 |     1161364 |    15939668 |      436766 |    11144117 |     32098607
    num misses                       |      285455 |      812495 |    10898617 |      358800 |     4773528 |      126043 |     1585455 |       245395
    miss rate                        |      15.77% |      99.92% |      51.51% |      30.89% |      29.95% |      28.86% |      14.23% |        0.76%
    mpki                             |        0.05 |        0.49 |       43.59 |        0.16 |        5.44 |        0.02 |        0.32 |         0.02
Cache Summary                        |             |             |             |             |             |             |             |             
  Cache L1-I                         |             |             |             |             |             |             |             |             
    num cache accesses               |   670386141 |   147814706 |    23761816 |   217459772 |   153879991 |   431642598 |   793507608 |   1300462098
    num cache misses                 |     1054900 |      108563 |       28229 |       46557 |     1612674 |      171051 |    13585604 |     10944518
    miss rate                        |       0.16% |       0.07% |       0.12% |       0.02% |       1.05% |       0.04% |       1.71% |        0.84%
    mpki                             |        0.18 |        0.06 |        0.11 |        0.02 |        1.84 |        0.03 |        2.74 |         1.02
  Cache L1-D                         |             |             |             |             |             |             |             |             
    num cache accesses               |  2804011229 |   455364645 |    88558906 |   758305005 |   409247821 |  3246622729 |  1995806398 |   4519085907
    num cache misses                 |    16840623 |    85771630 |    28788649 |    26644488 |    22715731 |    29377833 |    17833540 |     21082739
    miss rate                        |       0.60% |      18.84% |      32.51% |       3.51% |       5.55% |       0.90% |       0.89% |        0.47%
    mpki                             |        2.82 |       51.28 |      115.15 |       12.23 |       25.86 |        5.21 |        3.60 |         1.97
  Cache L2                           |             |             |             |             |             |             |             |             
    num cache accesses               |    17946698 |    85880207 |    32633905 |    30672721 |    29225760 |    29656362 |    32251114 |     32251515
    num cache misses                 |     9314063 |    52104751 |    19246209 |    19461139 |    17386109 |    15614174 |     7272448 |      1604843
    miss rate                        |      51.90% |      60.67% |      58.98% |      63.45% |      59.49% |      52.65% |      22.55% |        4.98%
    mpki                             |        1.56 |       31.15 |       76.98 |        8.93 |       19.80 |        2.77 |        1.47 |         0.15
  Cache L3                           |             |             |             |             |             |             |             |             
    num cache accesses               |     9447697 |    52104765 |    23160192 |    23621730 |    22314723 |    15771976 |     8119106 |      1834379
    num cache misses                 |     9271127 |    51817513 |    18615825 |    19352815 |    16326628 |    15343111 |     7200053 |      1604771
    miss rate                        |      98.13% |      99.45% |      80.38% |      81.93% |      73.17% |      97.28% |      88.68% |       87.48%
    mpki                             |        1.55 |       30.98 |       74.46 |        8.88 |       18.59 |        2.72 |        1.45 |         0.15
DRAM summary                         |             |             |             |             |             |             |             |             
  num dram accesses                  |   217420450 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  average dram access latency (ns)   |      267.60 |         inf |         inf |         inf |         inf |         inf |         inf |          inf
  average dram queueing delay        |      157.59 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00
  average dram bandwidth utilization |      94.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
