                                     | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7       | Core 8       | Core 9       | Core 10      | Core 11      | Core 12      | Core 13      | Core 14      | Core 15     
  Instructions                       |   2067077807 |  20190038689 |   7414805282 |   3360705404 |   1942611446 |    249999989 |  16671444507 |   4363377777 |    892934907 |   1358711439 |   5340690075 |    845104051 |   3463613595 |   1312401638 |   4304526368 |   2209721789
  Cycles                             |  10617385899 |  10617385841 |  10617386624 |  10617386100 |  10617385961 |  10617381446 |  10617385875 |  10617385922 |  10617386959 |  10617386657 |  10617386106 |  10617387923 |  10617386843 |  10617386550 |  10617385870 |  10617386921
  IPC                                |         0.19 |         1.90 |         0.70 |         0.32 |         0.18 |         0.02 |         1.57 |         0.41 |         0.08 |         0.13 |         0.50 |         0.08 |         0.33 |         0.12 |         0.41 |         0.21
  Time (ns)                          |   3539128633 |   3539128614 |   3539128875 |   3539128700 |   3539128654 |   3539127149 |   3539128625 |   3539128641 |   3539128987 |   3539128886 |   3539128702 |   3539129308 |   3539128948 |   3539128850 |   3539128624 |   3539128974
Branch predictor stats               |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num correct                        |     69179740 |    929766875 |   1133737017 |     76960016 |    118079134 |     43244780 |   3076722873 |     81911377 |    146067881 |    107679092 |    578767462 |    116267343 |    527109319 |     25844708 |      5609627 |    136525378
  num incorrect                      |     32423874 |      7737071 |    290468490 |      1370676 |     71054151 |     11689069 |    209889912 |     12421209 |      9114583 |      8809376 |     88213107 |     15957839 |    113366395 |     35449479 |        95066 |      4736538
  misprediction rate                 |       31.91% |        0.83% |       20.40% |        1.75% |       37.57% |       21.28% |        6.39% |       13.17% |        5.87% |        7.56% |       13.23% |       12.07% |       17.70% |       57.83% |        1.67% |        3.35%
  mpki                               |        15.69 |         0.38 |        39.17 |         0.41 |        36.58 |        46.76 |        12.59 |         2.85 |        10.21 |         6.48 |        16.52 |        18.88 |        32.73 |        27.01 |         0.02 |         2.14
TLB Summary                          |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  I-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    161675256 |   1544632305 |    964676099 |    301033422 |    231822147 |     23761816 |   2733696781 |    415578284 |    149324040 |    114143717 |    628825208 |    148104731 |    478021119 |    146004972 |    493060256 |    210107492
    num misses                       |            3 |           43 |           19 |            4 |           10 |            3 |           39 |          126 |            4 |           42 |           10 |          101 |          622 |           14 |            6 |           22
    miss rate                        |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00%
    mpki                             |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00
  D-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    898405162 |  11618016935 |   2495988741 |   1322224852 |    893153750 |     88558906 |   5433191974 |   2214343813 |    271874832 |    373996856 |   2400214098 |    393808568 |   1343985814 |    494330889 |   3220018313 |    734653362
    num misses                       |       929169 |      1566612 |     11043107 |       696641 |      6133835 |     21159639 |           23 |      4966700 |       319944 |      1827269 |     24211818 |     15344012 |      7138150 |      3497987 |    116150459 |      5935226
    miss rate                        |        0.10% |        0.01% |        0.44% |        0.05% |        0.69% |       23.89% |        0.00% |        0.22% |        0.12% |        0.49% |        1.01% |        3.90% |        0.53% |        0.71% |        3.61% |        0.81%
    mpki                             |         0.45 |         0.08 |         1.49 |         0.21 |         3.16 |        84.64 |         0.00 |         1.14 |         0.36 |         1.34 |         4.53 |        18.16 |         2.06 |         2.67 |        26.98 |         2.69
  L2 TLB                             |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |       929172 |      1566655 |     11043126 |       696645 |      6133845 |     21159642 |           62 |      4966826 |       319948 |      1827311 |     24211828 |     15344113 |      7138772 |      3498001 |    116150465 |      5935248
    num misses                       |       633581 |       448330 |      2313118 |       368421 |      4874342 |     10898692 |           62 |        68074 |       319948 |       570421 |      2146963 |      4605690 |       683002 |      3497958 |     82818150 |       585069
    miss rate                        |       68.19% |       28.62% |       20.95% |       52.89% |       79.47% |       51.51% |      100.00% |        1.37% |      100.00% |       31.22% |        8.87% |       30.02% |        9.57% |      100.00% |       71.30% |        9.86%
    mpki                             |         0.31 |         0.02 |         0.31 |         0.11 |         2.51 |        43.59 |         0.00 |         0.02 |         0.36 |         0.42 |         0.40 |         5.45 |         0.20 |         2.67 |        19.24 |         0.26
Cache Summary                        |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  Cache L1-I                         |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |    161675256 |   1544632305 |    964676099 |    301033422 |    231822147 |     23761816 |   2733696781 |    415578284 |    149324040 |    114143717 |    628825208 |    148104731 |    478021119 |    146004972 |    493060256 |    210107492
    num cache misses                 |       239086 |      1394709 |      5536512 |       446534 |       132451 |       200843 |     26706530 |       833772 |        27353 |       220298 |       476308 |      3360282 |     28125066 |       105065 |      2207160 |      1421527
    miss rate                        |        0.15% |        0.09% |        0.57% |        0.15% |        0.06% |        0.85% |        0.98% |        0.20% |        0.02% |        0.19% |        0.08% |        2.27% |        5.88% |        0.07% |        0.45% |        0.68%
    mpki                             |         0.12 |         0.07 |         0.75 |         0.13 |         0.07 |         0.80 |         1.60 |         0.19 |         0.03 |         0.16 |         0.09 |         3.98 |         8.12 |         0.08 |         0.51 |         0.64
  Cache L1-D                         |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |    898405162 |  11618016935 |   2495988741 |   1322224852 |    893153750 |     88558906 |   5433191974 |   2214343813 |    271874832 |    373996856 |   2400214098 |    393808568 |   1343985814 |    494330889 |   3220018313 |    734653362
    num cache misses                 |     45790195 |    109191569 |     10771554 |     34088162 |     13966702 |     28807334 |       502390 |     34547220 |     20483018 |     20034793 |     76976739 |     22624468 |     31187153 |     38645097 |     35463720 |     42380457
    miss rate                        |        5.10% |        0.94% |        0.43% |        2.58% |        1.56% |       32.53% |        0.01% |        1.56% |        7.53% |        5.36% |        3.21% |        5.75% |        2.32% |        7.82% |        1.10% |        5.77%
