                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  5675064277 |  3521223747 |  1038251275 |   437405213 |  1163426573 |  6527560273 |  3094865396 |  4050796201 |  1735802528 |   249999981 |  5716652605 |   692841390 |  7923661006 |  8323517381 |   875260307 |  1747788582
  Cycles                             |  5280695118 |  5280694881 |  5280694881 |  5280694800 |  5280695591 |  5280694813 |  5280694808 |  5280694797 |  5280694806 |  5280690471 |  5280694824 |  5280695664 |  5280694800 |  5280695815 |  5280695700 |  5280694735
  IPC                                |        1.07 |        0.67 |        0.20 |        0.08 |        0.22 |        1.24 |        0.59 |        0.77 |        0.33 |        0.05 |        1.08 |        0.13 |        1.50 |        1.58 |        0.17 |        0.33
  Time (ns)                          |  1760231706 |  1760231627 |  1760231627 |  1760231600 |  1760231864 |  1760231604 |  1760231603 |  1760231599 |  1760231602 |  1760230157 |  1760231608 |  1760231888 |  1760231600 |  1760231938 |  1760231900 |  1760231578
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   616670405 |   192025116 |    63108267 |    60151484 |    62170510 |   434632378 |   398745876 |   325759550 |    39977316 |    58565837 |   252292940 |    12733137 |   364878293 |  1536109782 |     7933967 |   266680254
  num incorrect                      |    93931801 |   132841161 |    37975879 |     8282447 |     1454499 |    74655523 |    93064000 |    54735771 |      712949 |     6500447 |    14320636 |    17767931 |     3034327 |   104791845 |       53118 |    56859720
  misprediction rate                 |      13.22% |      40.89% |      37.57% |      12.10% |       2.29% |      14.66% |      18.92% |      14.39% |       1.75% |       9.99% |       5.37% |      58.25% |       0.82% |       6.39% |       0.67% |      17.57%
  mpki                               |       16.55 |       37.73 |       36.58 |       18.94 |        1.25 |       11.44 |       30.07 |       13.51 |        0.41 |       26.00 |        2.51 |       25.65 |        0.38 |       12.59 |        0.06 |       32.53
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   668257958 |   288338500 |   123911996 |    76613363 |   116189107 |   792027316 |   433936976 |   593416059 |   155185191 |    21135842 |   544541953 |    74760832 |   606187504 |  1364849424 |    77356055 |   240737833
    num misses                       |          10 |          52 |          10 |          92 |          47 |          18 |         234 |          65 |           4 |       17441 |           8 |          14 |          43 |          39 |           3 |         361
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |  2547341255 |  1040543824 |   477446505 |   203812108 |   406620451 |  2752395344 |  1208589981 |  1942233713 |   682162284 |    86633855 |  1738486351 |   251425630 |  4559545873 |  2712624046 |   238243759 |   677773097
    num misses                       |    25700911 |       63178 |     3281564 |     7930429 |      612688 |    19559423 |     2161343 |    10832706 |      363680 |     1331675 |      557215 |     1733475 |      614631 |          23 |      425148 |     3598784
    miss rate                        |       1.01% |       0.01% |       0.69% |       3.89% |       0.15% |       0.71% |       0.18% |       0.56% |       0.05% |       1.54% |       0.03% |       0.69% |       0.01% |       0.00% |       0.18% |       0.53%
    mpki                             |        4.53 |        0.02 |        3.16 |       18.13 |        0.53 |        3.00 |        0.70 |        2.67 |        0.21 |        5.33 |        0.10 |        2.50 |        0.08 |        0.00 |        0.49 |        2.06
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    25700921 |       63230 |     3281574 |     7930521 |      612735 |    19559441 |     2161577 |    10832771 |      363684 |     1349116 |      557223 |     1733489 |      614674 |          62 |      425151 |     3599145
    num misses                       |     2275577 |       56521 |     2608579 |     2367729 |      191612 |      149762 |      344677 |       69088 |      189698 |     1140467 |       13878 |     1733470 |      176664 |          62 |      424829 |      354724
