                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |   249999973 |   853514988 |  1830797268 |  1668579962 |   943722177 |   784487058 |  1201539282 |  1871980762
  Cycles                             |  1083530578 |  1083531741 |  1083531620 |  1083531891 |  1083531942 |  1083531621 |  1083531816 |  1083531618
  IPC                                |        0.23 |        0.79 |        1.69 |        1.54 |        0.87 |        0.72 |        1.11 |        1.73
  Time (ns)                          |   361176859 |   361177247 |   361177207 |   361177297 |   361177314 |   361177207 |   361177272 |   361177206
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    40600608 |    19226267 |   104206126 |    72994606 |     1224345 |    47680040 |   181317007 |   248440590
  num incorrect                      |     2521753 |      340756 |    17689125 |     4161370 |       20750 |    28692092 |    20328891 |    25190895
  misprediction rate                 |       5.85% |       1.74% |      14.51% |       5.39% |       1.67% |      37.57% |      10.08% |       9.21%
  mpki                               |       10.09 |        0.40 |        9.66 |        2.49 |        0.02 |       36.57 |       16.92 |       13.46
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    41868591 |    77013624 |   205977982 |   159425035 |   108114205 |    93616236 |   192278028 |   281719942
    num misses                       |           4 |           4 |          56 |           8 |           6 |          10 |        7216 |        1281
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    75636447 |   336580511 |   860698946 |   509907021 |   705900481 |   360769314 |   483306478 |   732970468
    num misses                       |       88470 |      170184 |      554856 |      159833 |    25413047 |     2478727 |     2660210 |      233964
    miss rate                        |       0.12% |       0.05% |       0.06% |       0.03% |       3.60% |       0.69% |       0.55% |       0.03%
    mpki                             |        0.35 |        0.20 |        0.30 |        0.10 |       26.93 |        3.16 |        2.21 |        0.12
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       88474 |      170188 |      554912 |      159841 |    25413053 |     2478737 |     2667426 |      235245
    num misses                       |       88474 |       94466 |       87389 |        4115 |    18185232 |     1969968 |      382998 |        6836
    miss rate                        |     100.00% |      55.51% |      15.75% |       2.57% |      71.56% |      79.47% |      14.36% |       2.91%
    mpki                             |        0.35 |        0.11 |        0.05 |        0.00 |       19.27 |        2.51 |        0.32 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    41868591 |    77013624 |   205977982 |   159425035 |   108114205 |    93616236 |   192278028 |   281719942
    num cache misses                 |        7090 |       99788 |      595667 |       26734 |      468472 |       51927 |     3613288 |     5814202
    miss rate                        |       0.02% |       0.13% |       0.29% |       0.02% |       0.43% |       0.06% |       1.88% |       2.06%
    mpki                             |        0.03 |        0.12 |        0.33 |        0.02 |        0.50 |        0.07 |        3.01 |        3.11
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |    75636447 |   336580511 |   860698946 |   509907021 |   705900481 |   360769314 |   483306478 |   732970468
    num cache misses                 |     5663673 |     8436230 |     5266120 |    13621512 |     7761112 |     5582033 |     4462813 |     9542324
    miss rate                        |       7.49% |       2.51% |       0.61% |       2.67% |       1.10% |       1.55% |       0.92% |       1.30%
    mpki                             |       22.65 |        9.88 |        2.88 |        8.16 |        8.22 |        7.12 |        3.71 |        5.10
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7690457 |     8539977 |     5864328 |    13706060 |     8232313 |     6052528 |     8218285 |    15426527
    num cache misses                 |     5670763 |     6165013 |     4112810 |      475725 |     5759520 |     5245963 |     4349571 |      897734
    miss rate                        |      73.74% |      72.19% |      70.13% |       3.47% |      69.96% |      86.67% |      52.93% |       5.82%
    mpki                             |       22.68 |        7.22 |        2.25 |        0.29 |        6.10 |        6.69 |        3.62 |        0.48
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7690457 |     6172526 |     4115617 |      534213 |     5762367 |     5726090 |     4492306 |      967830
    num cache misses                 |     5660106 |     5943750 |      402432 |      306790 |     5094596 |     1285538 |     1304077 |      389511
    miss rate                        |      73.60% |      96.29% |       9.78% |      57.43% |      88.41% |      22.45% |      29.03% |      40.25%
    mpki                             |       22.64 |        6.96 |        0.22 |        0.18 |        5.40 |        1.64 |        1.09 |        0.21
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    27081084 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      145.17 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       35.16 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      75.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
