                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  5617301815 |  3480333336 |  3767123746 |  4625801773 |   940244046 |  2556258254 |  5117364467 |   249999989
  Cycles                             |  3941047282 |  3941047281 |  3941047293 |  3941047293 |  3941047661 |  3941047325 |  3941047281 |  3941045883
  IPC                                |        1.43 |        0.88 |        0.96 |        1.17 |        0.24 |        0.65 |        1.30 |        0.06
  Time (ns)                          |  1313682428 |  1313682427 |  1313682431 |  1313682431 |  1313682554 |  1313682442 |  1313682427 |  1313681961
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   498368012 |   377252182 |   485400136 |   264384121 |   158849082 |   155392994 |   235651227 |    43244780
  num incorrect                      |    83272888 |    57806753 |   113209379 |    44708971 |    14652323 |    93508452 |     1959327 |    11689069
  misprediction rate                 |      14.32% |      13.29% |      18.91% |      14.46% |       8.45% |      37.57% |       0.82% |      21.28%
  mpki                               |       14.82 |       16.61 |       30.05 |        9.67 |       15.58 |       36.58 |        0.38 |       46.76
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   638065837 |   409630882 |   528257399 |   520193606 |   109115351 |   305123368 |   391496448 |    23761816
    num misses                       |        1943 |          10 |         263 |          56 |          42 |          10 |          43 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  2348893321 |  1559049353 |  1470935861 |  2171940168 |   327279184 |  1175371565 |  2944703963 |    88558906
    num misses                       |     1239218 |    15722521 |     2648970 |     1402012 |     5621119 |     8081312 |      396475 |    21160068
    miss rate                        |       0.05% |       1.01% |       0.18% |       0.06% |       1.72% |       0.69% |       0.01% |      23.89%
    mpki                             |        0.22 |        4.52 |        0.70 |        0.30 |        5.98 |        3.16 |        0.08 |       84.64
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     1241161 |    15722531 |     2649233 |     1402068 |     5621161 |     8081322 |      396518 |    21160071
    num misses                       |       39123 |     1386828 |      421328 |      220847 |     1521522 |     6425796 |      114590 |    10898194
    miss rate                        |       3.15% |       8.82% |      15.90% |      15.75% |      27.07% |      79.51% |      28.90% |      51.50%
    mpki                             |        0.01 |        0.40 |        0.11 |        0.05 |        1.62 |        2.51 |        0.02 |       43.59
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   638065837 |   409630882 |   528257399 |   520193606 |   109115351 |   305123368 |   391496448 |    23761816
    num cache misses                 |     8786178 |      300982 |    16434909 |     1513964 |      124485 |      168224 |      352810 |      189616
    miss rate                        |       1.38% |       0.07% |       3.11% |       0.29% |       0.11% |       0.06% |       0.09% |       0.80%
    mpki                             |        1.56 |        0.09 |        4.36 |        0.33 |        0.13 |        0.07 |        0.07 |        0.76
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  2348893321 |  1559049353 |  1470935861 |  2171940168 |   327279184 |  1175371565 |  2944703963 |    88558906
    num cache misses                 |    21613902 |    50380628 |    18411793 |    13321378 |    38339612 |    18158644 |    27684354 |    28750393
    miss rate                        |       0.92% |       3.23% |       1.25% |       0.61% |      11.71% |       1.54% |       0.94% |      32.46%
    mpki                             |        3.85 |       14.48 |        4.89 |        2.88 |       40.78 |        7.10 |        5.41 |      115.00
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    30437532 |    51139273 |    35734299 |    14849120 |    42400152 |    19776855 |    28073333 |    32508190
    num cache misses                 |    12083551 |    35577842 |    15924470 |    10432257 |    33910125 |    17068436 |    19377928 |    24327567
    miss rate                        |      39.70% |      69.57% |      44.56% |      70.26% |      79.98% |      86.31% |      69.03% |      74.84%
    mpki                             |        2.15 |       10.22 |        4.23 |        2.26 |       36.07 |        6.68 |        3.79 |       97.31
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    12121396 |    36065609 |    16815102 |    10447689 |    37847865 |    18751457 |    19416593 |    27920905
    num cache misses                 |      965095 |     7737288 |     2400511 |     6479391 |    21240129 |     5002510 |    11945250 |    16683262
    miss rate                        |       7.96% |      21.45% |      14.28% |      62.02% |      56.12% |      26.68% |      61.52% |      59.75%
    mpki                             |        0.17 |        2.22 |        0.64 |        1.40 |       22.59 |        1.96 |        2.33 |       66.73
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   108728002 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      166.91 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       56.90 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      82.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
