                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |   249999973 |   853245724 |  1830466099 |  1659927507 |   943365701 |   784497607 |  1201299853 |  1873709895
  Cycles                             |  1084064880 |  1084066831 |  1084066530 |  1084066538 |  1084066533 |  1084066535 |  1084066577 |  1084066547
  IPC                                |        0.23 |        0.79 |        1.69 |        1.53 |        0.87 |        0.72 |        1.11 |        1.73
  Time (ns)                          |   361354960 |   361355611 |   361355510 |   361355513 |   361355511 |   361355512 |   361355526 |   361355516
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    40600608 |    19224331 |   104187315 |    72605408 |     1224107 |    47680629 |   181285390 |   248670589
  num incorrect                      |     2521753 |      340724 |    17684487 |     4133909 |       20746 |    28692462 |    20323699 |    25214776
  misprediction rate                 |       5.85% |       1.74% |      14.51% |       5.39% |       1.67% |      37.57% |      10.08% |       9.21%
  mpki                               |       10.09 |        0.40 |        9.66 |        2.49 |        0.02 |       36.57 |       16.92 |       13.46
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    41868591 |    76990360 |   205930803 |   158643144 |   108072713 |    93617411 |   192236718 |   282015225
    num misses                       |           4 |           4 |          56 |           8 |           6 |          10 |        7191 |        1281
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    75636447 |   336446831 |   860545512 |   507316419 |   705636028 |   360774118 |   483190532 |   733675340
    num misses                       |       88470 |      170140 |      554862 |      158512 |    25407607 |     2478776 |     2657672 |      233969
    miss rate                        |       0.12% |       0.05% |       0.06% |       0.03% |       3.60% |       0.69% |       0.55% |       0.03%
    mpki                             |        0.35 |        0.20 |        0.30 |        0.10 |       26.93 |        3.16 |        2.21 |        0.12
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       88474 |      170144 |      554918 |      158520 |    25407613 |     2478786 |     2664863 |      235250
    num misses                       |       88474 |       94424 |       87387 |        4096 |    18179974 |     1970012 |      382708 |        6836
    miss rate                        |     100.00% |      55.50% |      15.75% |       2.58% |      71.55% |      79.47% |      14.36% |       2.91%
    mpki                             |        0.35 |        0.11 |        0.05 |        0.00 |       19.27 |        2.51 |        0.32 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    41868591 |    76990360 |   205930803 |   158643144 |   108072713 |    93617411 |   192236718 |   282015225
    num cache misses                 |        7090 |       99769 |      595667 |       26524 |      468080 |       51927 |     3609919 |     5820152
    miss rate                        |       0.02% |       0.13% |       0.29% |       0.02% |       0.43% |       0.06% |       1.88% |       2.06%
    mpki                             |        0.03 |        0.12 |        0.33 |        0.02 |        0.50 |        0.07 |        3.01 |        3.11
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |    75636447 |   336446831 |   860545512 |   507316419 |   705636028 |   360774118 |   483190532 |   733675340
    num cache misses                 |     5663673 |     8433740 |     5265973 |    13544234 |     7758763 |     5582113 |     4458110 |     9542463
    miss rate                        |       7.49% |       2.51% |       0.61% |       2.67% |       1.10% |       1.55% |       0.92% |       1.30%
    mpki                             |       22.65 |        9.88 |        2.88 |        8.16 |        8.22 |        7.12 |        3.71 |        5.09
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7690457 |     8537450 |     5864148 |    13630792 |     8229550 |     6052615 |     8210296 |    15431086
    num cache misses                 |     5670763 |     6162292 |     4112713 |      481418 |     5757776 |     5246053 |     4345282 |      898887
    miss rate                        |      73.74% |      72.18% |      70.13% |       3.53% |      69.96% |      86.67% |      52.92% |       5.83%
    mpki                             |       22.68 |        7.22 |        2.25 |        0.29 |        6.10 |        6.69 |        3.62 |        0.48
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7690457 |     6169673 |     4115490 |      542093 |     5760601 |     5726171 |     4488098 |      967439
    num cache misses                 |     5660106 |     5941078 |      404586 |      312055 |     5093123 |     1285329 |     1305664 |      388074
    miss rate                        |      73.60% |      96.29% |       9.83% |      57.56% |      88.41% |      22.45% |      29.09% |      40.11%
    mpki                             |       22.64 |        6.96 |        0.22 |        0.19 |        5.40 |        1.64 |        1.09 |        0.21
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    27085058 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      145.49 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       35.48 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      75.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
