                                   | Core 0    
  Instructions                     |   99999956
  Cycles                           |  331113096
  IPC                              |       0.30
  Time (ns)                        |  110371032
Branch predictor stats             |           
  num correct                      |   13692472
  num incorrect                    |    1887219
  misprediction rate               |     12.11%
  mpki                             |      18.87
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   17506689
    num misses                     |         59
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   46702529
    num misses                     |    1793735
    miss rate                      |      3.84%
    mpki                           |      17.94
  L2 TLB                           |           
    num accesses                   |    1793794
    num misses                     |     543702
    miss rate                      |     30.31%
    mpki                           |       5.44
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   17506689
    num cache misses               |     584428
    miss rate                      |      3.34%
    mpki                           |       5.84
  Cache L1-D                       |           
    num cache accesses             |   46702529
    num cache misses               |    3147455
    miss rate                      |      6.74%
    mpki                           |      31.47
  Cache L2                         |           
    num cache accesses             |    4592769
    num cache misses               |    3426187
    miss rate                      |     74.60%
    mpki                           |      34.26
  Cache L3                         |           
    num cache accesses             |    4287607
    num cache misses               |    3323133
    miss rate                      |     77.51%
    mpki                           |      33.23
DRAM summary                       |           
  num dram accesses                |    6629882
  average dram access latency (ns) |      51.10
  average dram queueing delay      |       1.09
Coherency Traffic                  |           
  num loads from dram              |    2507908
  num loads from dram cache        |          0
  num loads from remote cache      |          0
