                                     | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7       | Core 8       | Core 9       | Core 10      | Core 11      | Core 12      | Core 13      | Core 14      | Core 15     
  Instructions                       |   2072664022 |   7770493541 |   1614477624 |  10326121821 |   1315191638 |    249999989 |   2239629899 |    861712838 |   3870092413 |   3380328551 |   3591684019 |   5753023518 |  16342670697 |   7288169938 |  13012144364 |    481515165
  Cycles                             |  11159286047 |  11159285408 |  11159286865 |  11159285403 |  11159285430 |  11159279902 |  11159286622 |  11159287264 |  11159286409 |  11159286734 |  11159285647 |  11159286294 |  11159285400 |  11159285402 |  11159286649 |  11159286013
  IPC                                |         0.19 |         0.70 |         0.14 |         0.93 |         0.12 |         0.02 |         0.20 |         0.08 |         0.35 |         0.30 |         0.32 |         0.52 |         1.46 |         0.65 |         1.17 |         0.04
  Time (ns)                          |   3719762016 |   3719761803 |   3719762289 |   3719761801 |   3719761810 |   3719759968 |   3719762208 |   3719762422 |   3719762137 |   3719762245 |   3719761883 |   3719762098 |   3719761800 |   3719761801 |   3719762217 |   3719762005
Branch predictor stats               |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num correct                        |     18818541 |   1187816045 |    127967214 |    915543540 |     25875708 |     43244780 |    119581698 |    118512262 |    419508217 |     77380424 |    547536487 |    867704534 |   1088847021 |    397637968 |    574619801 |    112813115
  num incorrect                      |       126062 |    304488636 |     10466428 |    152780653 |     35499079 |     11689069 |      2797630 |     16275399 |     63936205 |      1378358 |    117076343 |     97527930 |    186927516 |    274871941 |     32622059 |     12530129
  misprediction rate                 |        0.67% |       20.40% |        7.56% |       14.30% |       57.84% |       21.28% |        2.29% |       12.07% |       13.23% |        1.75% |       17.62% |       10.10% |       14.65% |       40.87% |        5.37% |       10.00%
  mpki                               |         0.06 |        39.19 |         6.48 |        14.80 |        26.99 |        46.76 |         1.25 |        18.89 |        16.52 |         0.41 |        32.60 |        16.95 |        11.44 |        37.71 |         2.51 |        26.02
TLB Summary                          |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  I-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
