                                   | Core 0    
  Instructions                     |  249999941
  Cycles                           |  174163119
  IPC                              |       1.44
  Time (ns)                        |   58054373
Branch predictor stats             |           
  num correct                      |   37707678
  num incorrect                    |    4237467
  misprediction rate               |     10.10%
  mpki                             |      16.95
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   40025757
    num misses                     |       1554
    miss rate                      |      0.00%
    mpki                           |       0.01
  D-TLB                            |           
    num accesses                   |  100673480
    num misses                     |     560394
    miss rate                      |      0.56%
    mpki                           |       2.24
  L2 TLB                           |           
    num accesses                   |     561948
    num misses                     |      79942
    miss rate                      |     14.23%
    mpki                           |       0.32
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   40025757
    num cache misses               |     739311
    miss rate                      |      1.85%
    mpki                           |       2.96
  Cache L1-D                       |           
    num cache accesses             |  100673480
    num cache misses               |     920077
    miss rate                      |      0.91%
    mpki                           |       3.68
  Cache L2                         |           
    num cache accesses             |    1681840
    num cache misses               |     897717
    miss rate                      |     53.38%
    mpki                           |       3.59
  Cache L3                         |           
    num cache accesses             |     920247
    num cache misses               |     222971
    miss rate                      |     24.23%
    mpki                           |       0.89
DRAM summary                       |           
  num dram accesses                |     245867
  average dram access latency (ns) |      56.79
  average dram queueing delay      |       1.78
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
