                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  7465160374 |  3249092453 |   864624067 |   403129023 |  1146305819 |  2127592501 |  1016830073 |  1030138534 |  1752504127 |   249999981 |  2146084532 |   694952488 |  4171943216 |  2254626853 |   882532877 |   694134554
  Cycles                             |  6035599956 |  6035600202 |  6035600110 |  6035603310 |  6035600468 |  6035601410 |  6035601530 |  6035601468 |  6035601276 |  6035596025 |  6035599974 |  6035600121 |  6035599912 |  6035601463 |  6035600686 |  6035601400
  IPC                                |        1.24 |        0.54 |        0.14 |        0.07 |        0.19 |        0.35 |        0.17 |        0.17 |        0.29 |        0.04 |        0.36 |        0.12 |        0.69 |        0.37 |        0.15 |        0.12
  Time (ns)                          |  2011866652 |  2011866734 |  2011866703 |  2011867770 |  2011866823 |  2011867137 |  2011867177 |  2011867156 |  2011867092 |  2011865342 |  2011866658 |  2011866707 |  2011866637 |  2011867154 |  2011866895 |  2011867133
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   810577949 |   177692234 |    52530014 |    55380613 |    61494899 |   141866942 |   130979497 |    82838283 |    40422906 |    58565837 |    94061208 |    12902399 |   192108372 |   416092433 |     7998966 |   104401969
  num incorrect                      |   123660278 |   122386182 |    31609914 |     7627996 |     1438569 |    24318160 |    30611007 |    13922288 |      721098 |     6500447 |     5343058 |    17782593 |     1596447 |    28385461 |       53552 |    23334503
  misprediction rate                 |      13.24% |      40.78% |      37.57% |      12.11% |       2.29% |      14.63% |      18.94% |      14.39% |       1.75% |       9.99% |       5.38% |      57.95% |       0.82% |       6.39% |       0.67% |      18.27%
  mpki                               |       16.56 |       37.67 |       36.56 |       18.92 |        1.25 |       11.43 |       30.10 |       13.51 |        0.41 |       26.00 |        2.49 |       25.59 |        0.38 |       12.59 |        0.06 |       33.62
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   878956206 |   266354353 |   103143934 |    70605426 |   114722077 |   258063353 |   142571646 |   150913361 |   156606348 |    21135842 |   205003942 |    75121349 |   319163566 |   369701932 |    77998710 |    96486835
    num misses                       |          10 |          52 |          10 |          91 |          47 |          18 |         142 |          65 |           4 |       17441 |           8 |          14 |          43 |          39 |           3 |         199
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |  3349136621 |   960592351 |   397824681 |   187870253 |   399926604 |   896786896 |   397140506 |   493866702 |   688363483 |    86633855 |   655182330 |   252646415 |  2400681562 |   734779224 |   240210492 |   270200633
    num misses                       |    33684961 |       58586 |     2716366 |     7297452 |      609968 |     6345681 |      711608 |     2758344 |      367795 |     1331662 |      203747 |     1737868 |      323364 |          23 |      428603 |     1425231
    miss rate                        |       1.01% |       0.01% |       0.68% |       3.88% |       0.15% |       0.71% |       0.18% |       0.56% |       0.05% |       1.54% |       0.03% |       0.69% |       0.01% |       0.00% |       0.18% |       0.53%
    mpki                             |        4.51 |        0.02 |        3.14 |       18.10 |        0.53 |        2.98 |        0.70 |        2.68 |        0.21 |        5.33 |        0.09 |        2.50 |        0.08 |        0.00 |        0.49 |        2.05
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    33684971 |       58638 |     2716376 |     7297543 |      610015 |     6345699 |      711750 |     2758409 |      367799 |     1349103 |      203755 |     1737882 |      323407 |          62 |      428606 |     1425430
    num misses                       |     2970899 |       52413 |     2157728 |     2177312 |      189908 |       48358 |      114022 |       17634 |      191229 |     1140463 |        5257 |     1737860 |       93457 |          62 |      428281 |      115821
    miss rate                        |       8.82% |      89.38% |      79.43% |      29.84% |      31.13% |       0.76% |      16.02% |       0.64% |      51.99% |      84.53% |       2.58% |     100.00% |      28.90% |     100.00% |      99.92% |       8.13%
    mpki                             |        0.40 |        0.02 |        2.50 |        5.40 |        0.17 |        0.02 |        0.11 |        0.02 |        0.11 |        4.56 |        0.00 |        2.50 |        0.02 |        0.00 |        0.49 |        0.17
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   878956206 |   266354353 |   103143934 |    70605426 |   114722077 |   258063353 |   142571646 |   150913361 |   156606348 |    21135842 |   205003942 |    75121349 |   319163566 |   369701932 |    77998710 |    96486835
    num cache misses                 |      110833 |      391896 |       47446 |      892594 |       44940 |     4190399 |     5400881 |     5693593 |       46136 |      387984 |      243205 |       14031 |      142083 |     6560850 |       77406 |     7152315
    miss rate                        |       0.01% |       0.15% |       0.05% |       1.26% |       0.04% |       1.62% |       3.79% |       3.77% |       0.03% |       1.84% |       0.12% |       0.02% |       0.04% |       1.77% |       0.10% |       7.41%
    mpki                             |        0.01 |        0.12 |        0.05 |        2.21 |        0.04 |        1.97 |        5.31 |        5.53 |        0.03 |        1.55 |        0.11 |        0.02 |        0.03 |        2.91 |        0.09 |       10.30
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |  3349136621 |   960592351 |   397824681 |   187870253 |   399926604 |   896786896 |   397140506 |   493866702 |   688363483 |    86633855 |   655182330 |   252646415 |  2400681562 |   734779224 |   240210492 |   270200633
    num cache misses                 |   107676806 |     4137940 |     6574260 |    10628127 |    14140751 |     7104687 |     6153941 |    17730384 |    17888021 |     7516441 |    19715688 |    19243298 |    22722258 |     1142028 |    45213534 |     5985716
    miss rate                        |       3.22% |       0.43% |       1.65% |       5.66% |       3.54% |       0.79% |       1.55% |       3.59% |       2.60% |       8.68% |       3.01% |       7.62% |       0.95% |       0.16% |      18.82% |       2.22%
    mpki                             |       14.42 |        1.27 |        7.60 |       26.36 |       12.34 |        3.34 |        6.05 |       17.21 |       10.21 |       30.07 |        9.19 |       27.69 |        5.45 |        0.51 |       51.23 |        8.62
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
