                                     | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7       | Core 8       | Core 9       | Core 10      | Core 11      | Core 12      | Core 13      | Core 14      | Core 15     
  Instructions                       |   1985015822 |   7640445219 |   7755626546 |   3306691967 |   2782177105 |    249999989 |  19178866887 |   5393861297 |    859243571 |   1618487140 |   4823792010 |    832859466 |   3473879272 |   1275386000 |   4520985951 |   2131818882
  Cycles                             |  10800131403 |  10800131400 |  10800131411 |  10800131534 |  10800131401 |  10800121608 |  10800131400 |  10800131409 |  10800131626 |  10800131679 |  10800131406 |  10800131909 |  10800132009 |  10800131460 |  10800131400 |  10800131401
  IPC                                |         0.18 |         0.71 |         0.72 |         0.31 |         0.26 |         0.02 |         1.78 |         0.50 |         0.08 |         0.15 |         0.45 |         0.08 |         0.32 |         0.12 |         0.42 |         0.20
  Time (ns)                          |   3600043801 |   3600043800 |   3600043804 |   3600043845 |   3600043801 |   3600040536 |   3600043800 |   3600043803 |   3600043876 |   3600043893 |   3600043802 |   3600043970 |   3600044003 |   3600043820 |   3600043800 |   3600043801
Branch predictor stats               |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num correct                        |     66944080 |    351845739 |   1185677872 |     76061308 |    169132861 |     43244780 |   3539468370 |    100421404 |    140145430 |    128275161 |    522565217 |    114622421 |    528705050 |     24947168 |      5885633 |    131750528
  num incorrect                      |     31309428 |      2926974 |    303835533 |      1355694 |    101775480 |     11689069 |    241457608 |     15242433 |      8942599 |     10492966 |     79607543 |     15705765 |    113674251 |     34450380 |        99742 |      4560982
  misprediction rate                 |       31.87% |        0.83% |       20.40% |        1.75% |       37.57% |       21.28% |        6.39% |       13.18% |        6.00% |        7.56% |       13.22% |       12.05% |       17.70% |       58.00% |        1.67% |        3.35%
  mpki                               |        15.77 |         0.38 |        39.18 |         0.41 |        36.58 |        46.76 |        12.59 |         2.83 |        10.41 |         6.48 |        16.50 |        18.86 |        32.72 |        27.01 |         0.02 |         2.14
TLB Summary                          |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  I-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    156084866 |    584529844 |   1008963994 |    295672782 |    332093416 |     23761816 |   3144851388 |    513503542 |    143229598 |    135799062 |    567877077 |    145948662 |    479778855 |    141192272 |    517872121 |    202575474
    num misses                       |            3 |           43 |           19 |            4 |           10 |            3 |           39 |          142 |            4 |           42 |           10 |          100 |          623 |           14 |            6 |           22
    miss rate                        |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00%
    mpki                             |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00
  D-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    859089963 |   4396555846 |   2610842063 |   1297517208 |   1279114334 |     88558906 |   6250355450 |   2739749494 |    262647153 |    445463993 |   2168112672 |    388202618 |   1348106508 |    478778560 |   3381881230 |    707495358
    num misses                       |       889423 |       592373 |     11558040 |       687767 |      8801350 |     21159595 |           23 |      6124143 |       308037 |      2177295 |     21939844 |     15119564 |      7167126 |      3364876 |    121873184 |      5681364
    miss rate                        |        0.10% |        0.01% |        0.44% |        0.05% |        0.69% |       23.89% |        0.00% |        0.22% |        0.12% |        0.49% |        1.01% |        3.89% |        0.53% |        0.70% |        3.60% |        0.80%
    mpki                             |         0.45 |         0.08 |         1.49 |         0.21 |         3.16 |        84.64 |         0.00 |         1.14 |         0.36 |         1.35 |         4.55 |        18.15 |         2.06 |         2.64 |        26.96 |         2.67
  L2 TLB                             |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |       889426 |       592416 |     11558059 |       687771 |      8801360 |     21159598 |           62 |      6124285 |       308041 |      2177337 |     21939854 |     15119664 |      7167749 |      3364890 |    121873190 |      5681386
