                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  1302767293 |   249999989 |   928794258 |  2794188455
  Cycles                             |  3733933800 |  3733930079 |  3733934010 |  3733933586
  IPC                                |        0.35 |        0.07 |        0.25 |        0.75
  Time (ns)                          |  1244644600 |  1244643360 |  1244644670 |  1244644529
Branch predictor stats               |             |             |             |            
  num correct                        |   103244125 |    43244780 |   156718488 |   302144882
  num incorrect                      |     8436681 |    11689069 |    14478656 |    45955989
  misprediction rate                 |       7.55% |      21.28% |       8.46% |      13.20%
  mpki                               |        6.48 |       46.76 |       15.59 |       16.45
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   109400616 |    23761816 |   107725587 |   328742817
    num misses                       |          42 |           3 |          42 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   358575834 |    88558906 |   323806556 |  1255961642
    num misses                       |     1748927 |    21160498 |     5583835 |    12874561
    miss rate                        |       0.49% |      23.89% |       1.72% |       1.03%
    mpki                             |        1.34 |       84.64 |        6.01 |        4.61
  L2 TLB                             |             |             |             |            
    num accesses                     |     1748969 |    21160501 |     5583877 |    12874571
    num misses                       |      544676 |    10898455 |     1509305 |     1141554
    miss rate                        |      31.14% |      51.50% |      27.03% |       8.87%
    mpki                             |        0.42 |       43.59 |        1.63 |        0.41
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   109400616 |    23761816 |   107725587 |   328742817
    num cache misses                 |      109081 |       55590 |       55678 |       65210
    miss rate                        |       0.10% |       0.23% |       0.05% |       0.02%
    mpki                             |        0.08 |        0.22 |        0.06 |        0.02
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   358575834 |    88558906 |   323806556 |  1255961642
    num cache misses                 |    19096117 |    28782079 |    37898900 |    40249716
    miss rate                        |       5.33% |      32.50% |      11.70% |       3.20%
    mpki                             |       14.66 |      115.13 |       40.80 |       14.40
  Cache L2                           |             |             |             |            
    num cache accesses               |    19375900 |    32629961 |    42330967 |    40885929
    num cache misses                 |    16317583 |    20511229 |    28251294 |    16614416
    miss rate                        |      84.22% |      62.86% |      66.74% |      40.64%
    mpki                             |       12.53 |       82.04 |       30.42 |        5.95
  Cache L3                           |             |             |             |            
    num cache accesses               |    16505571 |    24376846 |    32637962 |    17343880
    num cache misses                 |    15980128 |    18390155 |    23349018 |    12183924
    miss rate                        |      96.82% |      75.44% |      71.54% |      70.25%
    mpki                             |       12.27 |       73.56 |       25.14 |        4.36
DRAM summary                         |             |             |             |            
  num dram accesses                  |    89917857 |           0 |           0 |           0
  average dram access latency (ns)   |      141.10 |         inf |         inf |         inf
  average dram queueing delay        |       31.09 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      72.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
