                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  4380223934 |   850782018 |  4569078321 |   249999989 |  4891692212 |  3267381806 |   567921796 |  1063517638
  Cycles                             |  4807113360 |  4807113813 |  4807113464 |  4807109749 |  4807113378 |  4807113725 |  4807113947 |  4807113347
  IPC                                |        0.91 |        0.18 |        0.95 |        0.05 |        1.02 |        0.68 |        0.12 |        0.22
  Time (ns)                          |  1602371120 |  1602371271 |  1602371155 |  1602369917 |  1602371126 |  1602371242 |  1602371316 |  1602371116
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   235812593 |   117020184 |    86426838 |    43244780 |   629983981 |    75302271 |   133070473 |   179618959
  num incorrect                      |   166398163 |    16070492 |    13118687 |    11689069 |   147044529 |     1343037 |    14789630 |    16563953
  misprediction rate                 |      41.37% |      12.07% |      13.18% |      21.28% |      18.92% |       1.75% |      10.00% |       8.44%
  mpki                               |       37.99 |       18.89 |        2.87 |       46.76 |       30.06 |        0.41 |       26.04 |       15.57
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   356684177 |   149098644 |   435315947 |    23761816 |   685977143 |   291996200 |    48029070 |   123411439
    num misses                       |          52 |         101 |         130 |           3 |         311 |           4 |       38725 |          42
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1291333173 |   396459560 |  2316348473 |    88558906 |  1911179235 |  1283022135 |   196754341 |   370233938
    num misses                       |       76998 |    15444950 |     5201354 |    21160552 |     3417490 |      684298 |     2997088 |     6357104
    miss rate                        |       0.01% |       3.90% |       0.22% |      23.89% |       0.18% |       0.05% |       1.52% |       1.72%
    mpki                             |        0.02 |       18.15 |        1.14 |       84.64 |        0.70 |        0.21 |        5.28 |        5.98
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       77050 |    15445051 |     5201484 |    21160555 |     3417801 |      684302 |     3035813 |     6357146
    num misses                       |       68672 |     4633460 |       71820 |    10898597 |      544398 |      356081 |     2569699 |     1723000
    miss rate                        |      89.13% |      30.00% |       1.38% |      51.50% |      15.93% |      52.04% |      84.65% |      27.10%
    mpki                             |        0.02 |        5.45 |        0.02 |       43.59 |        0.11 |        0.11 |        4.52 |        1.62
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   356684177 |   149098644 |   435315947 |    23761816 |   685977143 |   291996200 |    48029070 |   123411439
    num cache misses                 |      143666 |     3442401 |      796020 |      204739 |    21293778 |      453704 |      908994 |      146328
    miss rate                        |       0.04% |       2.31% |       0.18% |       0.86% |       3.10% |       0.16% |       1.89% |       0.12%
    mpki                             |        0.03 |        4.05 |        0.17 |        0.82 |        4.35 |        0.14 |        1.60 |        0.14
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1291333173 |   396459560 |  2316348473 |    88558906 |  1911179235 |  1283022135 |   196754341 |   370233938
    num cache misses                 |     4789808 |    22804322 |    35854174 |    28822824 |    23809770 |    33353541 |    16945759 |    43495060
    miss rate                        |       0.37% |       5.75% |       1.55% |      32.55% |       1.25% |       2.60% |       8.61% |      11.75%
    mpki                             |        1.09 |       26.80 |        7.85 |      115.29 |        4.87 |       10.21 |       29.84 |       40.90
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     5148113 |    31490512 |    37151960 |    32936472 |    45968398 |    33891061 |    17897017 |    48115402
    num cache misses                 |     4785248 |    22607201 |    19158519 |    24648631 |    20424190 |    23638477 |    17125855 |    38589050
    miss rate                        |      92.95% |      71.79% |      51.57% |      74.84% |      44.43% |      69.75% |      95.69% |      80.20%
    mpki                             |        1.09 |       26.57 |        4.19 |       98.59 |        4.18 |        7.23 |       30.16 |       36.28
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     5003612 |    27860596 |    19660601 |    28584392 |    21292273 |    23753347 |    17169297 |    43064805
    num cache misses                 |     4751314 |    17570310 |     3198278 |    20113359 |     2038349 |    22701831 |    15824991 |    22856780
    miss rate                        |      94.96% |      63.07% |      16.27% |      70.36% |       9.57% |      95.57% |      92.17% |      53.08%
    mpki                             |        1.08 |       20.65 |        0.70 |       80.45 |        0.42 |        6.95 |       27.86 |       21.49
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   141837828 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      172.40 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       62.39 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      88.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
