                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   275551993 |  3014718769 |  1967404513 |   866273074 |  3271877948 |  1650892838 |  1944269529 |  1972336348 |  1147651737 |   249999886 |   968030457 |   450011659 |  3991642979 |   598896857 |   353634952 |  4725100606
  Cycles                             |  2583441371 |  2583437400 |  2583438038 |  2583438541 |  2583437388 |  2583437400 |  2583438879 |  2583437400 |  2583438200 |  2583433699 |  2583438230 |  2583438493 |  2583437400 |  2583438075 |  2583437918 |  2583437266
  IPC                                |        0.11 |        1.17 |        0.76 |        0.34 |        1.27 |        0.64 |        0.75 |        0.76 |        0.44 |        0.10 |        0.37 |        0.17 |        1.55 |        0.23 |        0.14 |        1.83
  Time (ns)                          |   861147124 |   861145800 |   861146013 |   861146181 |   861145796 |   861145800 |   861146293 |   861145800 |   861146067 |   861144567 |   861146077 |   861146165 |   861145800 |   861146025 |   861145973 |   861145756
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    46944712 |   242406835 |   112259325 |    19317997 |   144322645 |   212220008 |    89524946 |   301640676 |    69737940 |    34399075 |   146193191 |     4060449 |   265936556 |    32114909 |    28028134 |   872019526
  num incorrect                      |     4249709 |    40730443 |    19002297 |      342284 |     8196801 |    49712817 |      743249 |    77269053 |    41965940 |     4720676 |    32278833 |       27144 |    45642242 |      751515 |     2296633 |    59488197
  misprediction rate                 |       8.30% |      14.39% |      14.48% |       1.74% |       5.37% |      18.98% |       0.82% |      20.39% |      37.57% |      12.07% |      18.09% |       0.66% |      14.65% |       2.29% |       7.57% |       6.39%
  mpki                               |       15.42 |       13.51 |        9.66 |        0.40 |        2.51 |       30.11 |        0.38 |       39.18 |       36.57 |       18.88 |       33.34 |        0.06 |       11.43 |        1.25 |        6.49 |       12.59
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    32028810 |   441601851 |   221016290 |    78115900 |   311705970 |   231532506 |   148737582 |   256554416 |   136909230 |    43801034 |   134836146 |    39771153 |   484367136 |    60540415 |    29949884 |   774798490
    num misses                       |          42 |          65 |          56 |           4 |           8 |         168 |          43 |          19 |          10 |          84 |         242 |           3 |          18 |          47 |          42 |          39
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    95313886 |  1445368902 |   924098393 |   342914435 |   995292376 |   646315995 |  1118805591 |   663814388 |   527823381 |   116504258 |   376004585 |   122234137 |  1683164531 |   209544313 |    97254793 |  1539903182
    num misses                       |     1594892 |     8063097 |      595307 |      172219 |      318344 |     1129329 |      150577 |     2935637 |     3614197 |     4543447 |     2003087 |      217018 |    11953608 |      326811 |      477020 |          23
    miss rate                        |       1.67% |       0.56% |       0.06% |       0.05% |       0.03% |       0.17% |       0.01% |       0.44% |       0.68% |       3.90% |       0.53% |       0.18% |       0.71% |       0.16% |       0.49% |       0.00%
    mpki                             |        5.79 |        2.67 |        0.30 |        0.20 |        0.10 |        0.68 |        0.08 |        1.49 |        3.15 |       18.17 |        2.07 |        0.48 |        2.99 |        0.55 |        1.35 |        0.00
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |     1594934 |     8063162 |      595363 |      172223 |      318352 |     1129497 |      150620 |     2935656 |     3614207 |     4543531 |     2003329 |      217021 |    11953626 |      326858 |      477062 |          62
    num misses                       |      447479 |       51495 |       93892 |       96382 |        8032 |      181625 |       43955 |      614824 |     2870857 |     1361734 |      184399 |      216855 |       91512 |      101099 |      151047 |          62
    miss rate                        |      28.06% |       0.64% |      15.77% |      55.96% |       2.52% |      16.08% |      29.18% |      20.94% |      79.43% |      29.97% |       9.20% |      99.92% |       0.77% |      30.93% |      31.66% |     100.00%
    mpki                             |        1.62 |        0.02 |        0.05 |        0.11 |        0.00 |        0.11 |        0.02 |        0.31 |        2.50 |        5.45 |        0.19 |        0.48 |        0.02 |        0.17 |        0.43 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    32028810 |   441601851 |   221016290 |    78115900 |   311705970 |   231532506 |   148737582 |   256554416 |   136909230 |    43801034 |   134836146 |    39771153 |   484367136 |    60540415 |    29949884 |   774798490
    num cache misses                 |       16269 |    13024262 |      356510 |       23147 |       19037 |     6655924 |       71300 |      906307 |       31464 |      520205 |     7768662 |       62645 |     4008721 |       19513 |       29543 |     7300163
    miss rate                        |       0.05% |       2.95% |       0.16% |       0.03% |       0.01% |       2.87% |       0.05% |       0.35% |       0.02% |       1.19% |       5.76% |       0.16% |       0.83% |       0.03% |       0.10% |       0.94%
    mpki                             |        0.06 |        4.32 |        0.18 |        0.03 |        0.01 |        4.03 |        0.04 |        0.46 |        0.03 |        2.08 |        8.03 |        0.14 |        1.00 |        0.03 |        0.08 |        1.54
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    95313886 |  1445368902 |   924098393 |   342914435 |   995292376 |   646315995 |  1118805591 |   663814388 |   527823381 |   116504258 |   376004585 |   122234137 |  1683164531 |   209544313 |    97254793 |  1539903182
    num cache misses                 |    11304379 |    47594281 |     5535819 |     8531967 |    26383550 |     7828155 |    10104772 |     2522522 |     8143173 |     6475683 |     7411440 |    22897789 |     7752480 |     7435395 |     5202786 |       55132
    miss rate                        |      11.86% |       3.29% |       0.60% |       2.49% |       2.65% |       1.21% |       0.90% |       0.38% |       1.54% |       5.56% |       1.97% |      18.73% |       0.46% |       3.55% |       5.35% |       0.00%
    mpki                             |       41.02 |       15.79 |        2.81 |        9.85 |        8.06 |        4.74 |        5.20 |        1.28 |        7.10 |       25.90 |        7.66 |       50.88 |        1.94 |       12.42 |       14.71 |        0.01
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    12449901 |    60641215 |     5903519 |     8563162 |    26507684 |    14952515 |    10197060 |     3984139 |     8818657 |     8269732 |    15540563 |    22960438 |    11823452 |     8467099 |     5274907 |     7362611
    num cache misses                 |     8472502 |      558307 |     3058381 |     6097083 |      640360 |     2344406 |     5582672 |      997114 |     5352442 |     5311720 |     5320126 |    13945074 |      410282 |     5473257 |     4425668 |      154831
    miss rate                        |      68.05% |       0.92% |      51.81% |      71.20% |       2.42% |      15.68% |      54.75% |      25.03% |      60.69% |      64.23% |      34.23% |      60.74% |       3.47% |      64.64% |      83.90% |       2.10%
    mpki                             |       30.75 |        0.19 |        1.55 |        7.04 |        0.20 |        1.42 |        2.87 |        0.51 |        4.66 |       21.25 |        5.50 |       30.99 |        0.10 |        9.14 |       12.51 |        0.03
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |     9604297 |      585584 |     3098214 |     6108054 |      748659 |     2828318 |     5606821 |     1564210 |     6224704 |     6590788 |     5682437 |    13945078 |      473683 |     6522281 |     4473857 |      162147
