                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   249999886 |  1480278204 |  2508390241 |  2835788842 |  1684662308 |  1043081935 |   634520877 |  1520630166 |   350639387 |  2543278383 |   599574218 |  2138108787 |   898625972 |  1537037567 |  2869210036 |  1534810752
  Cycles                             |  1819723459 |  1819727384 |  1819726970 |  1819726930 |  1819726911 |  1819727346 |  1819727314 |  1819726960 |  1819727138 |  1819726932 |  1819727402 |  1819728121 |  1819726990 |  1819726894 |  1819727622 |  1819726997
  IPC                                |        0.14 |        0.81 |        1.38 |        1.56 |        0.93 |        0.57 |        0.35 |        0.84 |        0.19 |        1.40 |        0.33 |        1.17 |        0.49 |        0.84 |        1.58 |        0.84
  Time (ns)                          |   606574486 |   606575795 |   606575657 |   606575643 |   606575637 |   606575782 |   606575771 |   606575653 |   606575713 |   606575644 |   606575801 |   606576040 |   606575663 |   606575631 |   606575874 |   606575666
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    34399075 |    79352439 |   222331452 |   130588833 |    96235124 |    63398239 |    34377475 |   232278988 |    59280785 |   111956756 |    36880757 |   171998195 |    20214466 |    30082115 |   191228346 |   231236146
  num incorrect                      |     4720676 |    56483328 |    37098823 |     1086202 |    16330877 |    38149550 |      804001 |    59664812 |     5432990 |     6362412 |     1195089 |    28869392 |      358829 |     4556546 |    32814012 |    26087481
  misprediction rate                 |      12.07% |      41.58% |      14.30% |       0.82% |      14.51% |      37.57% |       2.29% |      20.44% |       8.40% |       5.38% |       3.14% |      14.37% |       1.74% |      13.15% |      14.65% |      10.14%
  mpki                               |       18.88 |       38.16 |       14.79 |        0.38 |        9.69 |       36.57 |        1.27 |       39.24 |       15.49 |        2.50 |        1.99 |       13.50 |        0.40 |        2.96 |       11.44 |       17.00
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    43801034 |   119608286 |   284854049 |   216953693 |   189344895 |   124484706 |    63928515 |   197863496 |    40848011 |   242482803 |    57105297 |   313256638 |    80836953 |   146913627 |   348061716 |   245885144
    num misses                       |          84 |          52 |         921 |          43 |          56 |          10 |          47 |          19 |          42 |           8 |          22 |          65 |           4 |          82 |          18 |        9324
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   116504258 |   435250916 |  1048848721 |  1631790045 |   790934417 |   479697023 |   222039134 |   511785334 |   122203627 |   774529344 |   198553923 |  1025128499 |   355059637 |   780652412 |  1209579804 |   619124033
    num misses                       |     4541850 |       26283 |      551434 |      219864 |      507730 |     3295652 |      341530 |     2270579 |     2106670 |      245666 |     1709513 |     5728142 |      181453 |     1745969 |     8580150 |     3516363
    miss rate                        |       3.90% |       0.01% |       0.05% |       0.01% |       0.06% |       0.69% |       0.15% |       0.44% |       1.72% |       0.03% |       0.86% |       0.56% |       0.05% |       0.22% |       0.71% |       0.57%
    mpki                             |       18.17 |        0.02 |        0.22 |        0.08 |        0.30 |        3.16 |        0.54 |        1.49 |        6.01 |        0.10 |        2.85 |        2.68 |        0.20 |        1.14 |        2.99 |        2.29
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |     4541934 |       26335 |      552355 |      219907 |      507786 |     3295662 |      341577 |     2270598 |     2106712 |      245674 |     1709535 |     5728207 |      181457 |     1746051 |     8580168 |     3525687
    num misses                       |     1361688 |       23505 |       17642 |       63531 |       80114 |     2619810 |      107200 |      474977 |      575664 |        6270 |      152391 |       36203 |       99556 |       24224 |       65312 |      504261
    miss rate                        |      29.98% |      89.25% |       3.19% |      28.89% |      15.78% |      79.49% |      31.38% |      20.92% |      27.33% |       2.55% |       8.91% |       0.63% |      54.86% |       1.39% |       0.76% |      14.30%
    mpki                             |        5.45 |        0.02 |        0.01 |        0.02 |        0.05 |        2.51 |        0.17 |        0.31 |        1.64 |        0.00 |        0.25 |        0.02 |        0.11 |        0.02 |        0.02 |        0.33
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    43801034 |   119608286 |   284854049 |   216953693 |   189344895 |   124484706 |    63928515 |   197863496 |    40848011 |   242482803 |    57105297 |   313256638 |    80836953 |   146913627 |   348061716 |   245885144
    num cache misses                 |      672722 |       16142 |     3510812 |      146683 |      398357 |       45419 |       37407 |      796593 |       29452 |       18940 |      185194 |     9316148 |       49825 |       70042 |     2909427 |     4332435
    miss rate                        |       1.54% |       0.01% |       1.23% |       0.07% |       0.21% |       0.04% |       0.06% |       0.40% |       0.07% |       0.01% |       0.32% |       2.97% |       0.06% |       0.05% |       0.84% |       1.76%
