                                   | Core 0    
  Instructions                     |   99999956
  Cycles                           |  343559606
  IPC                              |       0.29
  Time (ns)                        |  114519869
Branch predictor stats             |           
  num correct                      |   13692472
  num incorrect                    |    1887219
  misprediction rate               |     12.11%
  mpki                             |      18.87
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   17506689
    num misses                     |         59
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   46702529
    num misses                     |    1793547
    miss rate                      |      3.84%
    mpki                           |      17.94
  L2 TLB                           |           
    num accesses                   |    1793606
    num misses                     |     543676
    miss rate                      |     30.31%
    mpki                           |       5.44
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   17506689
    num cache misses               |     583710
    miss rate                      |      3.33%
    mpki                           |       5.84
  Cache L1-D                       |           
    num cache accesses             |   46702529
    num cache misses               |    3145088
    miss rate                      |      6.73%
    mpki                           |      31.45
  Cache L2                         |           
    num cache accesses             |    4567040
    num cache misses               |    3423107
    miss rate                      |     74.95%
    mpki                           |      34.23
  Cache L3                         |           
    num cache accesses             |    4261899
    num cache misses               |    3320052
    miss rate                      |     77.90%
    mpki                           |      33.20
DRAM summary                       |           
  num dram accesses                |    6623720
  average dram access latency (ns) |      51.05
  average dram queueing delay      |       1.05
Coherency Traffic                  |           
  num loads from dram              |    2483288
  num loads from dram cache        |          0
  num loads from remote cache      |          0
