                                   | Core 0     
  Instructions                     |   499999985
  Cycles                           |  7118525541
  IPC                              |        0.07
  Time (ns)                        |  2372841847
Branch predictor stats             |            
  num correct                      |    85483294
  num incorrect                    |    23905408
  misprediction rate               |      21.85%
  mpki                             |       47.81
TLB Summary                        |            
  I-TLB                            |            
    num accesses                   |    49168056
    num misses                     |           3
    miss rate                      |       0.00%
    mpki                           |        0.00
  D-TLB                            |            
    num accesses                   |   179145716
    num misses                     |    42009494
    miss rate                      |      23.45%
    mpki                           |       84.02
  L2 TLB                           |            
    num accesses                   |    42009497
    num misses                     |    21920884
    miss rate                      |      52.18%
    mpki                           |       43.84
Cache Summary                      |            
  Cache L1-I                       |            
    num cache accesses             |    49168056
    num cache misses               |      377520
    miss rate                      |       0.77%
    mpki                           |        0.76
  Cache L1-D                       |            
    num cache accesses             |   179145716
    num cache misses               |    57274824
    miss rate                      |      31.97%
    mpki                           |      114.55
  Cache L2                         |            
    num cache accesses             |    65926446
    num cache misses               |    48737065
    miss rate                      |      73.93%
    mpki                           |       97.47
  Cache L3                         |            
    num cache accesses             |    57076425
    num cache misses               |    45753391
    miss rate                      |      80.16%
    mpki                           |       91.51
DRAM summary                       |            
  num dram accesses                |    54836707
  average dram access latency (ns) |      106.58
  average dram queueing delay      |       21.54
Coherency Traffic                  |            
  num loads from dram              |           0
  num loads from dram cache        |           0
  num loads from remote cache      |           0
