                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   345546572 |  3410763019 |  2109988049 |   992935159 |  3571749928 |  1479217578 |  2040256219 |  2164029516 |   756518536 |   249999886 |  1067033272 |   638986018 |  4601519007 |   668300816 |   425140690 |  5336630715
  Cycles                             |  2881688683 |  2881687907 |  2881688690 |  2881688519 |  2881687948 |  2881689115 |  2881687852 |  2881688117 |  2881688100 |  2881684082 |  2881688003 |  2881688297 |  2881688100 |  2881688055 |  2881688341 |  2881687964
  IPC                                |        0.12 |        1.18 |        0.73 |        0.34 |        1.24 |        0.51 |        0.71 |        0.75 |        0.26 |        0.09 |        0.37 |        0.22 |        1.60 |        0.23 |        0.15 |        1.85
  Time (ns)                          |   960562894 |   960562636 |   960562897 |   960562840 |   960562649 |   960563038 |   960562617 |   960562706 |   960562700 |   960561361 |   960562668 |   960562766 |   960562700 |   960562685 |   960562780 |   960562655
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    58603822 |   274351938 |   120613131 |    22873629 |   157137562 |   190400272 |    93954618 |   330957352 |    45989077 |    34399075 |   162293925 |     5785685 |   306580943 |    35672611 |    33780931 |   984878376
  num incorrect                      |     5327051 |    46064531 |    20443814 |      407942 |     8928653 |    44480817 |      781605 |    84781257 |    27674615 |     4720676 |    34945019 |       38720 |    52636744 |      834511 |     2778248 |    67187634
  misprediction rate                 |       8.33% |      14.38% |      14.49% |       1.75% |       5.38% |      18.94% |       0.83% |      20.39% |      37.57% |      12.07% |      17.72% |       0.66% |      14.65% |       2.29% |       7.60% |       6.39%
  mpki                               |       15.42 |       13.51 |        9.69 |        0.41 |        2.50 |       30.07 |        0.38 |       39.18 |       36.58 |       18.88 |       32.75 |        0.06 |       11.44 |        1.25 |        6.53 |       12.59
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    40358451 |   499698845 |   237624248 |    88765274 |   340618837 |   207452972 |   156089851 |   281585177 |    90298127 |    43801034 |   147387211 |    56473618 |   558288349 |    66884577 |    35401713 |   875075341
    num misses                       |          42 |          65 |          56 |           4 |           8 |         161 |          43 |          19 |          10 |          84 |         254 |           3 |          18 |          47 |          42 |          39
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   120773855 |  1635329113 |   990599792 |   390196472 |  1088116753 |   578255004 |  1174019560 |   728378458 |   347796931 |   116504258 |   414274707 |   173840855 |  1940208336 |   234774132 |   117248601 |  1739203800
    num misses                       |     2082935 |     9131757 |      638732 |      208092 |      342959 |     1027917 |      157798 |     3219002 |     2393605 |     4540538 |     2206554 |      309837 |    13788646 |      360785 |      583487 |          23
    miss rate                        |       1.72% |       0.56% |       0.06% |       0.05% |       0.03% |       0.18% |       0.01% |       0.44% |       0.69% |       3.90% |       0.53% |       0.18% |       0.71% |       0.15% |       0.50% |       0.00%
    mpki                             |        6.03 |        2.68 |        0.30 |        0.21 |        0.10 |        0.69 |        0.08 |        1.49 |        3.16 |       18.16 |        2.07 |        0.48 |        3.00 |        0.54 |        1.37 |        0.00
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |     2082977 |     9131822 |      638788 |      208096 |      342967 |     1028078 |      157841 |     3219021 |     2393615 |     4540622 |     2206808 |      309840 |    13788664 |      360832 |      583529 |          62
    num misses                       |      569966 |       57783 |      100636 |      108511 |        8689 |      164424 |       45791 |      674509 |     1903042 |     1361646 |      208329 |      309605 |      105149 |      112284 |      182398 |          62
    miss rate                        |      27.36% |       0.63% |      15.75% |      52.14% |       2.53% |      15.99% |      29.01% |      20.95% |      79.50% |      29.99% |       9.44% |      99.92% |       0.76% |      31.12% |      31.26% |     100.00%
    mpki                             |        1.65 |        0.02 |        0.05 |        0.11 |        0.00 |        0.11 |        0.02 |        0.31 |        2.52 |        5.45 |        0.20 |        0.48 |        0.02 |        0.17 |        0.43 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    40358451 |   499698845 |   237624248 |    88765274 |   340618837 |   207452972 |   156089851 |   281585177 |    90298127 |    43801034 |   147387211 |    56473618 |   558288349 |    66884577 |    35401713 |   875075341
    num cache misses                 |       45848 |    16652172 |      713113 |      132934 |       67825 |     6542696 |      142105 |     1544908 |       52771 |      995028 |     8655792 |      438697 |     4871710 |       69981 |       69667 |     8235069
    miss rate                        |       0.11% |       3.33% |       0.30% |       0.15% |       0.02% |       3.15% |       0.09% |       0.55% |       0.06% |       2.27% |       5.87% |       0.78% |       0.87% |       0.10% |       0.20% |       0.94%
    mpki                             |        0.13 |        4.88 |        0.34 |        0.13 |        0.02 |        4.42 |        0.07 |        0.71 |        0.07 |        3.98 |        8.11 |        0.69 |        1.06 |        0.10 |        0.16 |        1.54
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   120773855 |  1635329113 |   990599792 |   390196472 |  1088116753 |   578255004 |  1174019560 |   728378458 |   347796931 |   116504258 |   414274707 |   173840855 |  1940208336 |   234774132 |   117248601 |  1739203800
    num cache misses                 |    14366207 |    55095363 |     6100398 |    10134876 |    28951893 |     7269130 |    11054650 |     3091765 |     5410026 |     6709064 |     9534835 |    32733136 |     9168822 |     8299804 |     6313628 |       55741
    miss rate                        |      11.90% |       3.37% |       0.62% |       2.60% |       2.66% |       1.26% |       0.94% |       0.42% |       1.56% |       5.76% |       2.30% |      18.83% |       0.47% |       3.54% |       5.38% |       0.00%
    mpki                             |       41.58 |       16.15 |        2.89 |       10.21 |        8.11 |        4.91 |        5.42 |        1.43 |        7.15 |       26.84 |        8.94 |       51.23 |        1.99 |       12.42 |       14.85 |        0.01
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    15536923 |    71772073 |     6827421 |    10278906 |    29151314 |    14311745 |    11215033 |     5249912 |     6173113 |     9208022 |    18636767 |    33171845 |    14103898 |     9550640 |     6436306 |     8298010
    num cache misses                 |    12765503 |    11288615 |     4867346 |     7210090 |     1076731 |     6511044 |     7757582 |     2205342 |     5111095 |     6643534 |     9371980 |    21562778 |     1463387 |     6859945 |     5899327 |      158615
    miss rate                        |      82.16% |      15.73% |      71.29% |      70.14% |       3.69% |      45.49% |      69.17% |      42.01% |      82.80% |      72.15% |      50.29% |      65.00% |      10.38% |      71.83% |      91.66% |       1.91%
    mpki                             |       36.94 |        3.31 |        2.31 |        7.26 |        0.30 |        4.40 |        3.80 |        1.02 |        6.76 |       26.57 |        8.78 |       33.75 |        0.32 |       10.26 |       13.88 |        0.03
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
