                                     | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7       | Core 8       | Core 9       | Core 10      | Core 11      | Core 12      | Core 13      | Core 14      | Core 15     
  Instructions                       |   1953024716 |   7338114495 |   8349617937 |   3213178458 |   4197522282 |    249999989 |   7660788351 |   7212440116 |    825926147 |   1250278750 |   5006231874 |    862318711 |   3705975090 |   1231308301 |   4210707142 |   2127645069
  Cycles                             |  10683960488 |  10683960495 |  10683960279 |  10683960320 |  10683960868 |  10683955504 |  10683960131 |  10683960080 |  10683960322 |  10683960723 |  10683961280 |  10683962412 |  10683960300 |  10683960469 |  10683960093 |  10683960742
  IPC                                |         0.18 |         0.69 |         0.78 |         0.30 |         0.39 |         0.02 |         0.72 |         0.68 |         0.08 |         0.12 |         0.47 |         0.08 |         0.35 |         0.12 |         0.39 |         0.20
  Time (ns)                          |   3561320163 |   3561320165 |   3561320093 |   3561320107 |   3561320289 |   3561318501 |   3561320044 |   3561320027 |   3561320107 |   3561320241 |   3561320427 |   3561320804 |   3561320100 |   3561320156 |   3561320031 |   3561320247
Branch predictor stats               |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num correct                        |     64369852 |    337924845 |   1276447642 |     73948368 |    255171778 |     43244780 |   1413802442 |    132846625 |    134408829 |     99130158 |    542871621 |    118583835 |    564106387 |     23737596 |      5483813 |    131487874
  num incorrect                      |     30263644 |      2811747 |    327202262 |      1318597 |    153549136 |     11689069 |     96448047 |     20183555 |      8670915 |      8106270 |     82730650 |     16288316 |    121247434 |     32572931 |        92934 |      4530150
  misprediction rate                 |       31.98% |        0.83% |       20.40% |        1.75% |       37.57% |       21.28% |        6.39% |       13.19% |        6.06% |        7.56% |       13.22% |       12.08% |       17.69% |       57.85% |        1.67% |        3.33%
  mpki                               |        15.50 |         0.38 |        39.19 |         0.41 |        36.58 |        46.76 |        12.59 |         2.80 |        10.50 |         6.48 |        16.53 |        18.89 |        32.72 |        26.45 |         0.02 |         2.13
TLB Summary                          |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
