                                   | Core 0     
  Instructions                     |   249999989
  Cycles                           |  1865342352
  IPC                              |        0.13
  Time (ns)                        |   621780784
Branch predictor stats             |            
  num correct                      |    43244780
  num incorrect                    |    11689069
  misprediction rate               |      21.28%
  mpki                             |       46.76
TLB Summary                        |            
  I-TLB                            |            
    num accesses                   |    23761816
    num misses                     |           3
    miss rate                      |       0.00%
    mpki                           |        0.00
  D-TLB                            |            
    num accesses                   |    88558906
    num misses                     |    21161275
    miss rate                      |      23.90%
    mpki                           |       84.65
  L2 TLB                           |            
    num accesses                   |    21161278
    num misses                     |    10898929
    miss rate                      |      51.50%
    mpki                           |       43.60
Cache Summary                      |            
  Cache L1-I                       |            
    num cache accesses             |    23761816
    num cache misses               |      183857
    miss rate                      |       0.77%
    mpki                           |        0.74
  Cache L1-D                       |            
    num cache accesses             |    88558906
    num cache misses               |    28699238
    miss rate                      |      32.41%
    mpki                           |      114.80
  Cache L2                         |            
    num cache accesses             |    33097090
    num cache misses               |    24585873
    miss rate                      |      74.28%
    mpki                           |       98.34
  Cache L3                         |            
    num cache accesses             |    28832283
    num cache misses               |    23149973
    miss rate                      |      80.29%
    mpki                           |       92.60
DRAM summary                       |            
  num dram accesses                |    27751431
  average dram access latency (ns) |       50.85
  average dram queueing delay      |        0.85
Coherency Traffic                  |            
  num loads from dram              |           0
  num loads from dram cache        |           0
  num loads from remote cache      |           0
