                                     | Core 0     | Core 1     | Core 2     | Core 3     
  Instructions                       |  249999909 |  798481137 |  605896792 |  1077113582
  Cycles                             |  648828102 |  648830821 |  648831000 |   648830812
  IPC                                |       0.39 |       1.23 |       0.93 |        1.66
  Time (ns)                          |  216276034 |  216276940 |  216277000 |   216276937
Branch predictor stats               |            |            |            |            
  num correct                        |    2271023 |   36764229 |   30015065 |    71652024
  num incorrect                      |      15217 |     304971 |   24006093 |    12322019
  misprediction rate                 |      0.67% |      0.82% |     44.44% |      14.67%
  mpki                               |       0.06 |       0.38 |      39.62 |       11.44
TLB Summary                          |            |            |            |            
  I-TLB                              |            |            |            |            
    num accesses                     |   22095385 |   61082500 |   47636959 |   130598807
    num misses                       |          3 |         43 |         52 |          18
    miss rate                        |      0.00% |      0.00% |      0.00% |       0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |        0.00
  D-TLB                              |            |            |            |            
    num accesses                     |   68115827 |  459471720 |  176037666 |   453908059
    num misses                       |     121838 |      61140 |       9159 |     3212556
    miss rate                        |      0.18% |      0.01% |      0.01% |       0.71%
    mpki                             |       0.49 |       0.08 |       0.02 |        2.98
  L2 TLB                             |            |            |            |            
    num accesses                     |     121841 |      61183 |       9211 |     3212574
    num misses                       |     121749 |      18419 |       8270 |       24505
    miss rate                        |     99.92% |     30.10% |     89.78% |       0.76%
    mpki                             |       0.49 |       0.02 |       0.01 |        0.02
Cache Summary                        |            |            |            |            
  Cache L1-I                         |            |            |            |            
    num cache accesses               |   22095385 |   61082500 |   47636959 |   130598807
    num cache misses                 |     171736 |      54376 |      19844 |     1163404
    miss rate                        |      0.78% |      0.09% |      0.04% |       0.89%
    mpki                             |       0.69 |       0.07 |       0.03 |        1.08
  Cache L1-D                         |            |            |            |            
    num cache accesses               |   68115827 |  459471720 |  176037666 |   453908059
    num cache misses                 |   12871321 |    4319590 |     583047 |     2176732
    miss rate                        |     18.90% |      0.94% |      0.33% |       0.48%
    mpki                             |      51.49 |       5.41 |       0.96 |        2.02
  Cache L2                           |            |            |            |            
    num cache accesses               |   13043062 |    4381661 |     634447 |     3363253
    num cache misses                 |    8476023 |    3025533 |     573048 |      433153
    miss rate                        |     64.98% |     69.05% |     90.32% |      12.88%
    mpki                             |      33.90 |       3.79 |       0.95 |        0.40
  Cache L3                           |            |            |            |            
    num cache accesses               |    8476028 |    3033773 |     605174 |      456979
    num cache misses                 |    7789279 |    2096534 |     569517 |      179068
    miss rate                        |     91.90% |     69.11% |     94.11% |      39.19%
    mpki                             |      31.16 |       2.63 |       0.94 |        0.17
DRAM summary                         |            |            |            |            
  num dram accesses                  |   18949240 |          0 |          0 |           0
  average dram access latency (ns)   |     158.25 |        inf |        inf |         inf
  average dram queueing delay        |      48.24 |       0.00 |       0.00 |        0.00
  average dram bandwidth utilization |     87.00% |      0.00% |      0.00% |       0.00%
Coherency Traffic                    |            |            |            |            
  num loads from dram                |          0 |          0 |          0 |           0
  num loads from dram cache          |          0 |          0 |          0 |           0
  num loads from remote cache        |          0 |          0 |          0 |           0
