                                   | Core 0    
  Instructions                     |  249999950
  Cycles                           |  154024273
  IPC                              |       1.62
  Time (ns)                        |   51341425
Branch predictor stats             |           
  num correct                      |   14251484
  num incorrect                    |    2409711
  misprediction rate               |     14.46%
  mpki                             |       9.64
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   28074888
    num misses                     |         56
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  117469380
    num misses                     |      75926
    miss rate                      |      0.06%
    mpki                           |       0.30
  L2 TLB                           |           
    num accesses                   |      75982
    num misses                     |      12171
    miss rate                      |     16.02%
    mpki                           |       0.05
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   28074888
    num cache misses               |      79448
    miss rate                      |      0.28%
    mpki                           |       0.32
  Cache L1-D                       |           
    num cache accesses             |  117469380
    num cache misses               |     718342
    miss rate                      |      0.61%
    mpki                           |       2.87
  Cache L2                         |           
    num cache accesses             |     798605
    num cache misses               |     563679
    miss rate                      |     70.58%
    mpki                           |       2.25
  Cache L3                         |           
    num cache accesses             |     564567
    num cache misses               |     262342
    miss rate                      |     46.47%
    mpki                           |       1.05
DRAM summary                       |           
  num dram accesses                |     416781
  average dram access latency (ns) |      55.98
  average dram queueing delay      |       0.97
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
