                                   | Core 0    
  Instructions                     |  499999910
  Cycles                           |  468823702
  IPC                              |       1.07
  Time (ns)                        |  156274567
Branch predictor stats             |           
  num correct                      |   29744671
  num incorrect                    |     763553
  misprediction rate               |      2.50%
  mpki                             |       1.53
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   49761683
    num misses                     |         14
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  150085290
    num misses                     |    2680840
    miss rate                      |      1.79%
    mpki                           |       5.36
  L2 TLB                           |           
    num accesses                   |    2680854
    num misses                     |     173668
    miss rate                      |      6.48%
    mpki                           |       0.35
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   49761683
    num cache misses               |      54857
    miss rate                      |      0.11%
    mpki                           |       0.11
  Cache L1-D                       |           
    num cache accesses             |  150085290
    num cache misses               |   12564646
    miss rate                      |      8.37%
    mpki                           |      25.13
  Cache L2                         |           
    num cache accesses             |   12685607
    num cache misses               |    4024316
    miss rate                      |     31.72%
    mpki                           |       8.05
  Cache L3                         |           
    num cache accesses             |    4090924
    num cache misses               |    3737427
    miss rate                      |     91.36%
    mpki                           |       7.47
DRAM summary                       |           
  num dram accesses                |    4982934
  average dram access latency (ns) |      76.36
  average dram queueing delay      |      11.34
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
