                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  354845073 |  435718666 |  249999883 |  383679837
  Cycles                             |  238033858 |  238033874 |  238031240 |  238033831
  IPC                                |       1.49 |       1.83 |       1.05 |       1.61
  Time (ns)                          |   79344620 |   79344625 |   79343747 |   79344611
Branch predictor stats               |            |            |            |           
  num correct                        |   28572051 |   29339534 |   13678195 |   16052908
  num incorrect                      |    4785487 |    4916921 |    9414386 |     922580
  misprediction rate                 |     14.35% |     14.35% |     40.77% |      5.43%
  mpki                               |      13.49 |      11.28 |      37.66 |       2.40
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   52001954 |   52754846 |   20500819 |   37283970
    num misses                       |         65 |         18 |         52 |          8
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  170117542 |  183097254 |   73920987 |  120093781
    num misses                       |     953683 |    1220451 |       4511 |      31806
    miss rate                        |      0.56% |      0.67% |      0.01% |      0.03%
    mpki                             |       2.69 |       2.80 |       0.02 |       0.08
  L2 TLB                             |            |            |            |           
    num accesses                     |     953748 |    1220469 |       4563 |      31814
    num misses                       |       6063 |       9077 |       4160 |       1039
    miss rate                        |      0.64% |      0.74% |     91.17% |      3.27%
    mpki                             |       0.02 |       0.02 |       0.02 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   52001954 |   52754846 |   20500819 |   37283970
    num cache misses                 |    1512690 |     407174 |       1231 |        809
    miss rate                        |      2.91% |      0.77% |      0.01% |      0.00%
    mpki                             |       4.26 |       0.93 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  170117542 |  183097254 |   73920987 |  120093781
    num cache misses                 |    5664018 |     867035 |     265840 |    3249632
    miss rate                        |      3.33% |      0.47% |      0.36% |      2.71%
    mpki                             |      15.96 |       1.99 |       1.06 |       8.47
  Cache L2                           |            |            |            |           
    num cache accesses               |    7177320 |    1276044 |     268532 |    3257159
    num cache misses                 |      16919 |      11023 |     257595 |      42393
    miss rate                        |      0.24% |      0.86% |     95.93% |      1.30%
    mpki                             |       0.05 |       0.03 |       1.03 |       0.11
  Cache L3                           |            |            |            |           
    num cache accesses               |      17677 |      12890 |     259082 |      49190
    num cache misses                 |      16613 |      10936 |     257167 |      33576
    miss rate                        |     93.98% |     84.84% |     99.26% |     68.26%
    mpki                             |       0.05 |       0.03 |       1.03 |       0.09
DRAM summary                         |            |            |            |           
  num dram accesses                  |     499561 |          0 |          0 |          0
  average dram access latency (ns)   |     111.95 |        inf |        inf |        inf
  average dram queueing delay        |       1.94 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
