                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   600740603 |   723402327 |   365201942 |   249999973
  Cycles                             |  1197920117 |  1197921493 |  1197920716 |  1197914818
  IPC                                |        0.50 |        0.60 |        0.30 |        0.21
  Time (ns)                          |   399306706 |   399307164 |   399306905 |   399304939
Branch predictor stats               |             |             |             |            
  num correct                        |    32244756 |   108796622 |     7003410 |    40600608
  num incorrect                      |      754573 |    24300128 |     9710871 |     2521753
  misprediction rate                 |       2.29% |      18.26% |      58.10% |       5.85%
  mpki                               |        1.26 |       33.59 |       26.59 |       10.09
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    60801692 |   101153867 |    40452766 |    41868591
    num misses                       |          47 |         205 |          14 |           4
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   210201299 |   281622986 |   135361169 |    75636447
    num misses                       |      326709 |     1504135 |      971927 |       88470
    miss rate                        |       0.16% |       0.53% |       0.72% |       0.12%
    mpki                             |        0.54 |        2.08 |        2.66 |        0.35
  L2 TLB                             |             |             |             |            
    num accesses                     |      326756 |     1504340 |      971941 |       88474
    num misses                       |      101540 |      145016 |      971930 |       88474
    miss rate                        |      31.08% |       9.64% |     100.00% |     100.00%
    mpki                             |        0.17 |        0.20 |        2.66 |        0.35
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    60801692 |   101153867 |    40452766 |    41868591
    num cache misses                 |       59260 |     5992091 |       32122 |        7090
    miss rate                        |       0.10% |       5.92% |       0.08% |       0.02%
    mpki                             |        0.10 |        8.28 |        0.09 |        0.03
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   210201299 |   281622986 |   135361169 |    75636447
    num cache misses                 |     7481791 |     5498828 |    10446710 |     5663674
    miss rate                        |       3.56% |       1.95% |       7.72% |       7.49%
    mpki                             |       12.45 |        7.60 |       28.61 |       22.65
  Cache L2                           |             |             |             |            
    num cache accesses               |     8567465 |    11780460 |    11888543 |     7690458
    num cache misses                 |     6139892 |     5415510 |    10478832 |     5670764
    miss rate                        |      71.67% |      45.97% |      88.14% |      73.74%
    mpki                             |       10.22 |        7.49 |       28.69 |       22.68
  Cache L3                           |             |             |             |            
    num cache accesses               |     7183207 |     5705610 |    11888543 |     7690458
    num cache misses                 |     5384497 |     1779783 |    10444879 |     5660109
    miss rate                        |      74.96% |      31.19% |      87.86% |      73.60%
    mpki                             |        8.96 |        2.46 |       28.60 |       22.64
DRAM summary                         |             |             |             |            
  num dram accesses                  |    32440232 |           0 |           0 |           0
  average dram access latency (ns)   |      162.85 |         inf |         inf |         inf
  average dram queueing delay        |       52.84 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      81.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
