                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  283846299 |  362066930 |  540734657 |  555097100 |  383497390 |  280861955 |  667096941 |  249999909
  Cycles                             |  373618869 |  373618708 |  373618709 |  373618677 |  373618808 |  373618814 |  373618754 |  373615360
  IPC                                |       0.76 |       0.97 |       1.45 |       1.49 |       1.03 |       0.75 |       1.79 |       0.67
  Time (ns)                          |  124539623 |  124539569 |  124539570 |  124539559 |  124539603 |  124539605 |  124539585 |  124538453
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   17242025 |   55279725 |   43498453 |   31298471 |   17042188 |   42574413 |   44677564 |   13325983
  num incorrect                      |   10375759 |   14300488 |    7312333 |    5277256 |   15929464 |    9258919 |    7559980 |     311809
  misprediction rate                 |     37.57% |     20.55% |     14.39% |     14.43% |     48.31% |     17.86% |     14.47% |      2.29%
  mpki                               |      36.55 |      39.50 |      13.52 |       9.51 |      41.54 |      32.97 |      11.33 |       1.25
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   33851004 |   47171624 |   79239306 |   62019275 |   28875731 |   38930051 |   80783821 |   24892730
    num misses                       |         10 |         19 |         65 |         56 |         52 |        140 |         18 |         47
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  130625482 |  121704853 |  259259147 |  261771093 |  109468423 |  109225210 |  280567224 |   86640595
    num misses                       |     894754 |     539115 |    1449583 |     172118 |       4854 |     587543 |    1924104 |     132083
    miss rate                        |      0.68% |      0.44% |      0.56% |      0.07% |      0.00% |      0.54% |      0.69% |      0.15%
    mpki                             |       3.15 |       1.49 |       2.68 |       0.31 |       0.01 |       2.09 |       2.88 |       0.53
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |     894764 |     539134 |    1449648 |     172174 |       4906 |     587683 |    1924122 |     132130
    num misses                       |     710430 |     112619 |       9282 |      27037 |       4288 |      53448 |      14397 |      40805
    miss rate                        |     79.40% |     20.89% |      0.64% |     15.70% |     87.40% |      9.09% |      0.75% |     30.88%
    mpki                             |       2.50 |       0.31 |       0.02 |       0.05 |       0.01 |       0.19 |       0.02 |       0.16
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   33851004 |   47171624 |   79239306 |   62019275 |   28875731 |   38930051 |   80783821 |   24892730
    num cache misses                 |      19615 |     233425 |    2613937 |     183670 |       6876 |    2286369 |     684683 |      24165
    miss rate                        |      0.06% |      0.49% |      3.30% |      0.30% |      0.02% |      5.87% |      0.85% |      0.10%
    mpki                             |       0.07 |       0.64 |       4.83 |       0.33 |       0.02 |       8.14 |       1.03 |       0.10
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  130625482 |  121704853 |  259259147 |  261771093 |  109468423 |  109225210 |  280567224 |   86640595
    num cache misses                 |    2034505 |     496524 |    8801670 |    1620967 |     290633 |    2390977 |    1362245 |    3046229
    miss rate                        |      1.56% |      0.41% |      3.39% |      0.62% |      0.27% |      2.19% |      0.49% |      3.52%
    mpki                             |       7.17 |       1.37 |      16.28 |       2.92 |       0.76 |       8.51 |       2.04 |      12.18
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2209582 |     827456 |   11417544 |    1806269 |     307820 |    4771971 |    2055208 |    3429008
    num cache misses                 |    1915612 |     327484 |    1760060 |    1273825 |     277310 |    2313169 |     206752 |    2461950
    miss rate                        |     86.70% |     39.58% |     15.42% |     70.52% |     90.09% |     48.47% |     10.06% |     71.80%
    mpki                             |       6.75 |       0.90 |       3.25 |       2.29 |       0.72 |       8.24 |       0.31 |       9.85
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2091874 |     426670 |    1762485 |    1275600 |     287912 |    2407922 |     215208 |    2825750
    num cache misses                 |     476160 |     136914 |      48288 |     435088 |     274884 |     528317 |      48306 |    1992461
    miss rate                        |     22.76% |     32.09% |      2.74% |     34.11% |     95.48% |     21.94% |     22.45% |     70.51%
    mpki                             |       1.68 |       0.38 |       0.09 |       0.78 |       0.72 |       1.88 |       0.07 |       7.97
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |    5811947 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     119.49 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       9.48 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     46.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
