                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5       | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15     
  Instructions                       |  1535819180 |  7045476704 |   939557751 |  6586128789 |  3913550322 |  11355455367 |  2058399285 |  8462735478 |  6082394856 |  6330446292 |  5028935008 |  3415652548 |  1231287241 |   249999989 |  5292177190 |  11503933355
  Cycles                             |  8532416400 |  8532416366 |  8532416452 |  8532416302 |  8532416347 |   8532416337 |  8532416532 |  8532416234 |  8532416402 |  8532416349 |  8532416424 |  8532416388 |  8532416625 |  8532409569 |  8532416580 |   8532416282
  IPC                                |        0.18 |        0.83 |        0.11 |        0.77 |        0.46 |         1.33 |        0.24 |        0.99 |        0.71 |        0.74 |        0.59 |        0.40 |        0.14 |        0.03 |        0.62 |         1.35
  Time (ns)                          |  2844138800 |  2844138789 |  2844138818 |  2844138768 |  2844138783 |   2844138779 |  2844138844 |  2844138745 |  2844138801 |  2844138783 |  2844138808 |  2844138796 |  2844138875 |  2844136523 |  2844138860 |   2844138761
Branch predictor stats               |             |             |             |             |             |              |             |             |             |             |             |             |             |             |             |             
  num correct                        |    13946625 |   400966840 |   158769636 |   848504223 |     5099276 |   1006752970 |   127428402 |  1561801800 |   330350356 |   118728804 |   544395054 |   520108119 |    97606371 |    43244780 |   808880358 |    508076093
  num incorrect                      |       93434 |    67820034 |    14648486 |   197932374 |       86416 |    168030842 |     4298634 |   106544146 |   229968774 |    18049333 |    82890197 |   111653348 |     7986888 |    11689069 |   207430077 |     28842740
  misprediction rate                 |       0.67% |      14.47% |       8.45% |      18.91% |       1.67% |       14.30% |       3.26% |       6.39% |      41.04% |      13.20% |      13.21% |      17.67% |       7.56% |      21.28% |      20.41% |        5.37%
  mpki                               |        0.06 |        9.63 |       15.59 |       30.05 |        0.02 |        14.80 |        2.09 |       12.59 |       37.81 |        2.85 |       16.48 |       32.69 |        6.49 |       46.76 |       39.20 |         2.51
TLB Summary                          |             |             |             |             |             |              |             |             |             |             |             |             |             |             |             |             
  I-TLB                              |             |             |             |             |             |              |             |             |             |             |             |             |             |             |             |             
    num accesses                     |   135737808 |   790631531 |   109049981 |   923481469 |   448278472 |   1289628892 |   195490124 |  1387675557 |   497185661 |   602850017 |   592077311 |   470940015 |   103199965 |    23761816 |   688536662 |   1095436165
    num misses                       |           3 |          56 |          42 |         388 |           6 |         3814 |          22 |          39 |          52 |         158 |          10 |         616 |          42 |           3 |          19 |            8
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00
  D-TLB                              |             |             |             |             |             |              |             |             |             |             |             |             |             |             |             |             
    num accesses                     |   418387190 |  3312261620 |   327094566 |  2571953597 |  2927538725 |   4748153132 |   681186133 |  2757990039 |  1796043805 |  3212080054 |  2260247347 |  1325261270 |   338937989 |    88558906 |  1781427228 |   3496999346
    num misses                       |      748087 |     2139224 |     5618115 |     4616247 |   105609858 |      2501918 |     5531119 |          23 |      108356 |     7180691 |    22943306 |     7019172 |     1657313 |    21159699 |     7890837 |      1123727
    miss rate                        |       0.18% |       0.06% |       1.72% |       0.18% |       3.61% |        0.05% |       0.81% |       0.00% |       0.01% |       0.22% |       1.02% |       0.53% |       0.49% |      23.89% |       0.44% |        0.03%
    mpki                             |        0.49 |        0.30 |        5.98 |        0.70 |       26.99 |         0.22 |        2.69 |        0.00 |        0.02 |        1.13 |        4.56 |        2.06 |        1.35 |       84.64 |        1.49 |         0.10
  L2 TLB                             |             |             |             |             |             |              |             |             |             |             |             |             |             |             |             |             
    num accesses                     |      748090 |     2139280 |     5618157 |     4616635 |   105609864 |      2505732 |     5531141 |          62 |      108408 |     7180849 |    22943316 |     7019788 |     1657355 |    21159702 |     7890856 |      1123735
    num misses                       |      747527 |      337242 |     1520597 |      734876 |    75424541 |        78886 |      536455 |          62 |       96797 |       98858 |     2026217 |      670712 |      515084 |    10898337 |     1651601 |        27806
    miss rate                        |      99.92% |      15.76% |      27.07% |      15.92% |      71.42% |        3.15% |       9.70% |     100.00% |      89.29% |       1.38% |       8.83% |       9.55% |      31.08% |      51.51% |      20.93% |        2.47%
    mpki                             |        0.49 |        0.05 |        1.62 |        0.11 |       19.27 |         0.01 |        0.26 |        0.00 |        0.02 |        0.02 |        0.40 |        0.20 |        0.42 |       43.59 |        0.31 |         0.00
Cache Summary                        |             |             |             |             |             |              |             |             |             |             |             |             |             |             |             |             
  Cache L1-I                         |             |             |             |             |             |              |             |             |             |             |             |             |             |             |             |             
    num cache accesses               |   135737808 |   790631531 |   109049981 |   923481469 |   448278472 |   1289628892 |   195490124 |  1387675557 |   497185661 |   602850017 |   592077311 |   470940015 |   103199965 |    23761816 |   688536662 |   1095436165
    num cache misses                 |     1054859 |     2307944 |      124364 |    28710825 |     1889084 |     17715310 |     1262056 |    16157271 |      119155 |     1090381 |      433618 |    27395139 |      196746 |      189967 |     4414106 |       181005
    miss rate                        |       0.78% |       0.29% |       0.11% |       3.11% |       0.42% |        1.37% |       0.65% |       1.16% |       0.02% |       0.18% |       0.07% |       5.82% |       0.19% |       0.80% |       0.64% |        0.02%
    mpki                             |        0.69 |        0.33 |        0.13 |        4.36 |        0.48 |         1.56 |        0.61 |        1.91 |        0.02 |        0.17 |        0.09 |        8.02 |        0.16 |        0.76 |        0.83 |         0.02
  Cache L1-D                         |             |             |             |             |             |              |             |             |             |             |             |             |             |             |             |             
