                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13      | Core 14     | Core 15    
  Instructions                       |  2927051092 |  3700219275 |  2309089459 |   482299178 |  1171116606 |  8882768958 |  4067654093 |  7063286726 |  1757225355 |   249999981 |  7179191602 |   690324362 |  4266006245 |  10064967353 |   868422547 |  1972775338
  Cycles                             |  5508971100 |  5508971267 |  5508971729 |  5508971951 |  5508972651 |  5508971058 |  5508971896 |  5508971697 |  5508971717 |  5508966988 |  5508972167 |  5508972119 |  5508971510 |   5508971070 |  5508973074 |  5508972162
  IPC                                |        0.53 |        0.67 |        0.42 |        0.09 |        0.21 |        1.61 |        0.74 |        1.28 |        0.32 |        0.05 |        1.30 |        0.13 |        0.77 |         1.83 |        0.16 |        0.36
  Time (ns)                          |  1836323700 |  1836323756 |  1836323910 |  1836323984 |  1836324217 |  1836323686 |  1836323965 |  1836323899 |  1836323906 |  1836322329 |  1836324056 |  1836324040 |  1836323837 |   1836323690 |  1836324358 |  1836324054
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
  num correct                        |   318680199 |   198209425 |   140364514 |    66320866 |    62399892 |   591979821 |   523935583 |   568013424 |    40508630 |    58565837 |   316427180 |    12700247 |   196452220 |   1857495045 |     7872515 |   299524880
  num incorrect                      |    48488072 |   141208357 |    84465254 |     9104629 |     1459839 |   101577162 |   122269943 |    95440793 |      722526 |     6500447 |    17982189 |    17723943 |     1634949 |    126716275 |       52710 |    64894294
  misprediction rate                 |      13.21% |      41.60% |      37.57% |      12.07% |       2.29% |      14.65% |      18.92% |      14.39% |       1.75% |       9.99% |       5.38% |      58.26% |       0.83% |        6.39% |       0.67% |      17.81%
  mpki                               |       16.57 |       38.16 |       36.58 |       18.88 |        1.25 |       11.44 |       30.06 |       13.51 |        0.41 |       26.00 |        2.50 |       25.67 |        0.38 |        12.59 |        0.06 |       32.89
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
    num accesses                     |   344442139 |   299101283 |   275615425 |    84478998 |   116972123 |  1077802978 |   570310848 |  1034708597 |   157034980 |    21135842 |   684087784 |    74535607 |   326369559 |   1650403200 |    76751567 |   273133521
    num misses                       |          10 |          52 |          10 |          92 |          47 |          18 |         277 |          65 |           4 |       17441 |           8 |          14 |          43 |           39 |           3 |         395
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |         0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
    num accesses                     |  1311909918 |  1088087764 |  1061754406 |   224781565 |   408824900 |  3745465545 |  1588872306 |  3386653207 |   690081509 |    86633855 |  2184826500 |   250683992 |  2454795848 |   3280158992 |   236389179 |   765997547
    num misses                       |    13363724 |       65429 |     7298318 |     8755163 |      627522 |    26610905 |     2838430 |    18885859 |      368433 |     1331689 |      699461 |     1730513 |      330796 |           23 |      421871 |     4073476
    miss rate                        |       1.02% |       0.01% |       0.69% |       3.89% |       0.15% |       0.71% |       0.18% |       0.56% |       0.05% |       1.54% |       0.03% |       0.69% |       0.01% |        0.00% |       0.18% |       0.53%
    mpki                             |        4.57 |        0.02 |        3.16 |       18.15 |        0.54 |        3.00 |        0.70 |        2.67 |        0.21 |        5.33 |        0.10 |        2.51 |        0.08 |         0.00 |        0.49 |        2.06
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
    num accesses                     |    13363734 |       65481 |     7298328 |     8755255 |      627569 |    26610923 |     2838707 |    18885924 |      368437 |     1349130 |      699469 |     1730527 |      330839 |           62 |      421874 |     4073871
    num misses                       |     1186962 |       58358 |     5803128 |     2618371 |      194383 |      203092 |      452587 |      120471 |      191574 |     1140466 |       17338 |     1730508 |       94967 |           62 |      421555 |      395590
    miss rate                        |       8.88% |      89.12% |      79.51% |      29.91% |      30.97% |       0.76% |      15.94% |       0.64% |      52.00% |      84.53% |       2.48% |     100.00% |      28.70% |      100.00% |      99.92% |       9.71%
    mpki                             |        0.41 |        0.02 |        2.51 |        5.43 |        0.17 |        0.02 |        0.11 |        0.02 |        0.11 |        4.56 |        0.00 |        2.51 |        0.02 |         0.00 |        0.49 |        0.20
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
    num cache accesses               |   344442139 |   299101283 |   275615425 |    84478998 |   116972123 |  1077802978 |   570310848 |  1034708597 |   157034980 |    21135842 |   684087784 |    74535607 |   326369559 |   1650403200 |    76751567 |   273133521
    num cache misses                 |      255124 |       71115 |      152063 |     1834856 |      117355 |     9312012 |    17711175 |    34220263 |      226026 |      404020 |      111294 |       55247 |      295258 |     15554958 |      596292 |    15885483
    miss rate                        |       0.07% |       0.02% |       0.06% |       2.17% |       0.10% |       0.86% |       3.11% |       3.31% |       0.14% |       1.91% |       0.02% |       0.07% |       0.09% |        0.94% |       0.78% |       5.82%
    mpki                             |        0.09 |        0.02 |        0.07 |        3.80 |        0.10 |        1.05 |        4.35 |        4.84 |        0.13 |        1.62 |        0.02 |        0.08 |        0.07 |         1.55 |        0.69 |        8.05
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
    num cache accesses               |  1311909918 |  1088087764 |  1061754406 |   224781565 |   408824900 |  3745465545 |  1588872306 |  3386653207 |   690081509 |    86633855 |  2184826500 |   250683992 |  2454795848 |   3280158992 |   236389179 |   765997547
    num cache misses                 |    42550880 |     4015079 |    16404827 |    12826115 |    14419268 |    17649050 |    19798902 |   114027678 |    17883569 |     7454699 |    57943015 |    19129636 |    23083442 |       111575 |    44568678 |    17114165
    miss rate                        |       3.24% |       0.37% |       1.55% |       5.71% |       3.53% |       0.47% |       1.25% |       3.37% |       2.59% |       8.60% |       2.65% |       7.63% |       0.94% |        0.00% |      18.85% |       2.23%
    mpki                             |       14.54 |        1.09 |        7.10 |       26.59 |       12.31 |        1.99 |        4.87 |       16.14 |       10.18 |       29.82 |        8.07 |       27.71 |        5.41 |         0.01 |       51.32 |        8.68
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
