                                     | Core 0      | Core 1     | Core 2     | Core 3      | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  1190544505 |  559425752 |  964103385 |  1232118575 |  398370442 |  249999888 |  623965363 |  732394333
  Cycles                             |   729833423 |  729833556 |  729833400 |   729833382 |  729833406 |  729830678 |  729833465 |  729833408
  IPC                                |        1.63 |       0.77 |       1.32 |        1.69 |       0.55 |       0.34 |       0.85 |       1.00
  Time (ns)                          |   243277808 |  243277852 |  243277800 |   243277794 |  243277802 |  243276893 |  243277822 |  243277803
Branch predictor stats               |             |            |            |             |            |            |            |           
  num correct                        |   155589335 |   12691301 |   77508198 |    82054419 |   21595101 |   19818647 |     811056 |  110472081
  num incorrect                      |    16214661 |     225066 |   13011253 |    14063840 |     505025 |    1620730 |      13746 |   12398624
  misprediction rate                 |       9.44% |      1.74% |     14.37% |      14.63% |      2.29% |      7.56% |      1.67% |     10.09%
  mpki                               |       13.62 |       0.40 |      13.50 |       11.41 |       1.27 |       6.48 |       0.02 |      16.93
TLB Summary                          |             |            |            |             |            |            |            |           
  I-TLB                              |             |            |            |             |            |            |            |           
    num accesses                     |   180308150 |   50255363 |  141243405 |   149469681 |   40219694 |   20925725 |   71477914 |  117259695
    num misses                       |         835 |          4 |         65 |          18 |         47 |         42 |          6 |       4446
    miss rate                        |       0.00% |      0.00% |      0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |        0.00 |       0.00 |       0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.01
  D-TLB                              |             |            |            |             |            |            |            |           
    num accesses                     |   470369736 |  218358647 |  462123660 |   519314594 |  140821274 |   68803935 |  466739063 |  295048403
    num misses                       |      144700 |     110326 |    2585108 |     3654798 |     210486 |     336501 |   16898366 |    1665460
    miss rate                        |       0.03% |      0.05% |      0.56% |       0.70% |      0.15% |      0.49% |      3.62% |      0.56%
    mpki                             |        0.12 |       0.20 |       2.68 |        2.97 |       0.53 |       1.35 |      27.08 |       2.27
  L2 TLB                             |             |            |            |             |            |            |            |           
    num accesses                     |      145535 |     110330 |    2585173 |     3654816 |     210533 |     336543 |   16898372 |    1669906
    num misses                       |        4426 |      59855 |      16313 |       28005 |      67830 |     104712 |   12134849 |     238170
    miss rate                        |       3.04% |     54.25% |      0.63% |       0.77% |     32.22% |     31.11% |     71.81% |     14.26%
    mpki                             |        0.00 |       0.11 |       0.02 |        0.02 |       0.17 |       0.42 |      19.45 |       0.33
Cache Summary                        |             |            |            |             |            |            |            |           
  Cache L1-I                         |             |            |            |             |            |            |            |           
    num cache accesses               |   180308150 |   50255363 |  141243405 |   149469681 |   40219694 |   20925725 |   71477914 |  117259695
    num cache misses                 |     3732374 |       6949 |    4207188 |     1237416 |       8305 |      17736 |      38437 |    2028983
    miss rate                        |       2.07% |      0.01% |      2.98% |       0.83% |      0.02% |      0.08% |      0.05% |      1.73%
    mpki                             |        3.14 |       0.01 |       4.36 |        1.00 |       0.02 |       0.07 |       0.06 |       2.77
  Cache L1-D                         |             |            |            |             |            |            |            |           
    num cache accesses               |   470369736 |  218358647 |  462123660 |   519314594 |  140821274 |   68803935 |  466739063 |  295048403
    num cache misses                 |     5508101 |    5410755 |   15220345 |     2417567 |    4992927 |    3667144 |    5091246 |    2669710
    miss rate                        |       1.17% |      2.48% |      3.29% |       0.47% |      3.55% |      5.33% |      1.09% |      0.90%
    mpki                             |        4.63 |       9.67 |      15.79 |        1.96 |      12.53 |      14.67 |       8.16 |       3.65
  Cache L2                           |             |            |            |             |            |            |            |           
    num cache accesses               |     9285296 |    5421940 |   19438291 |     3679095 |    5662067 |    3715534 |    5131687 |    4809216
    num cache misses                 |      366602 |    3777374 |     252338 |      172873 |    3656130 |    3054896 |    3386905 |     991373
    miss rate                        |       3.95% |     69.67% |      1.30% |       4.70% |     64.57% |     82.22% |     66.00% |     20.61%
    mpki                             |        0.31 |       6.75 |       0.26 |        0.14 |       9.18 |      12.22 |       5.43 |       1.35
  Cache L3                           |             |            |            |             |            |            |            |           
    num cache accesses               |      415738 |    3783272 |     265130 |      197535 |    4341837 |    3103306 |    3399872 |    1104099
    num cache misses                 |      365523 |    3769511 |     252233 |      172869 |    3567541 |    2893314 |    3249482 |     973036
    miss rate                        |      87.92% |     99.64% |     95.14% |      87.51% |     82.17% |     93.23% |     95.58% |     88.13%
    mpki                             |        0.31 |       6.74 |       0.26 |        0.14 |       8.96 |      11.57 |       5.21 |       1.33
DRAM summary                         |             |            |            |             |            |            |            |           
  num dram accesses                  |    19320846 |          0 |          0 |           0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      151.32 |        inf |        inf |         inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       41.31 |       0.00 |       0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      79.00% |      0.00% |      0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |             |            |            |             |            |            |            |           
  num loads from dram                |           0 |          0 |          0 |           0 |          0 |          0 |          0 |          0
  num loads from dram cache          |           0 |          0 |          0 |           0 |          0 |          0 |          0 |          0
  num loads from remote cache        |           0 |          0 |          0 |           0 |          0 |          0 |          0 |          0
