                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   888921138 |   499442512 |  1265407054 |  1140301423 |  1115155572 |   597213469 |  1558908448 |  1176857982 |   564391800 |   249999886 |   416230233 |   567278158 |  1529620212 |   749627796 |   402210482 |  1906657068
  Cycles                             |  3989839382 |  3989839535 |  3989839016 |  3989838745 |  3989838600 |  3989838700 |  3989838829 |  3989839535 |  3989839081 |  3989834564 |  3989839675 |  3989840006 |  3989839750 |  3989838736 |  3989839656 |  3989838614
  IPC                                |        0.22 |        0.13 |        0.32 |        0.29 |        0.28 |        0.15 |        0.39 |        0.29 |        0.14 |        0.06 |        0.10 |        0.14 |        0.38 |        0.19 |        0.10 |        0.48
  Time (ns)                          |  1329946461 |  1329946512 |  1329946339 |  1329946248 |  1329946200 |  1329946233 |  1329946276 |  1329946512 |  1329946360 |  1329944855 |  1329946558 |  1329946669 |  1329946583 |  1329946245 |  1329946552 |  1329946205
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   150768936 |    40160014 |    71650735 |    25748023 |    48251773 |    76909184 |    71782788 |   180033831 |    34290286 |    34399075 |    62201765 |     5144103 |   101596264 |    39966333 |    31920860 |   351875346
  num incorrect                      |    13878208 |     6747389 |    12128904 |      457402 |     2751580 |    18050414 |      596161 |    46094959 |    20635379 |     4720676 |    14196237 |       34444 |    17487677 |      935106 |     2626973 |    24005070
  misprediction rate                 |       8.43% |      14.38% |      14.48% |       1.75% |       5.39% |      19.01% |       0.82% |      20.38% |      37.57% |      12.07% |      18.58% |       0.67% |      14.69% |       2.29% |       7.60% |       6.39%
  mpki                               |       15.61 |       13.51 |        9.58 |        0.40 |        2.47 |       30.22 |        0.38 |       39.17 |       36.56 |       18.88 |       34.11 |        0.06 |       11.43 |        1.25 |        6.53 |       12.59
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   103007620 |    73159914 |   141700493 |   102477054 |   107011273 |    83703011 |   119258825 |   153124408 |    67334662 |    43801034 |    58028437 |    50136502 |   185511089 |    74641128 |    33600743 |   312645188
    num misses                       |          42 |          65 |          56 |           4 |           8 |         124 |          43 |          19 |          10 |          84 |         160 |           3 |          18 |          47 |          42 |          39
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   307515245 |   239459992 |   595841347 |   450165797 |   342857830 |   233419500 |   897052265 |   396015487 |   259730161 |   116504258 |   162304331 |   154437809 |   644685973 |   259823113 |   110806683 |   621381110
    num misses                       |     5174919 |     1335312 |      380944 |      231458 |       99406 |      402566 |      120136 |     1748787 |     1775132 |     4538368 |      845985 |      275718 |     4563038 |      399584 |      551425 |          23
    miss rate                        |       1.68% |       0.56% |       0.06% |       0.05% |       0.03% |       0.17% |       0.01% |       0.44% |       0.68% |       3.90% |       0.52% |       0.18% |       0.71% |       0.15% |       0.50% |       0.00%
    mpki                             |        5.82 |        2.67 |        0.30 |        0.20 |        0.09 |        0.67 |        0.08 |        1.49 |        3.15 |       18.15 |        2.03 |        0.49 |        2.98 |        0.53 |        1.37 |        0.00
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |     5174961 |     1335377 |      381000 |      231462 |       99414 |      402690 |      120179 |     1748806 |     1775142 |     4538452 |      846145 |      275721 |     4563056 |      399631 |      551467 |          62
    num misses                       |     1418204 |        8703 |       60657 |      126052 |        2740 |       65487 |       35562 |      366363 |     1411079 |     1361567 |       62753 |      275515 |       35176 |      122331 |      172639 |          62
    miss rate                        |      27.41% |       0.65% |      15.92% |      54.46% |       2.76% |      16.26% |      29.59% |      20.95% |      79.49% |      30.00% |       7.42% |      99.93% |       0.77% |      30.61% |      31.31% |     100.00%
    mpki                             |        1.60 |        0.02 |        0.05 |        0.11 |        0.00 |        0.11 |        0.02 |        0.31 |        2.50 |        5.45 |        0.15 |        0.49 |        0.02 |        0.16 |        0.43 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   103007620 |    73159914 |   141700493 |   102477054 |   107011273 |    83703011 |   119258825 |   153124408 |    67334662 |    43801034 |    58028437 |    50136502 |   185511089 |    74641128 |    33600743 |   312645188
    num cache misses                 |       55618 |     3208284 |     1070745 |       61223 |      220434 |     3482283 |       78974 |     1850421 |       40206 |      791608 |     4678174 |      113097 |     2928590 |       56947 |      185419 |     4910012
    miss rate                        |       0.05% |       4.39% |       0.76% |       0.06% |       0.21% |       4.16% |       0.07% |       1.21% |       0.06% |       1.81% |       8.06% |       0.23% |       1.58% |       0.08% |       0.55% |       1.57%
    mpki                             |        0.06 |        6.42 |        0.85 |        0.05 |        0.20 |        5.83 |        0.05 |        1.57 |        0.07 |        3.17 |       11.24 |        0.20 |        1.91 |        0.08 |        0.46 |        2.58
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   307515245 |   239459992 |   595841347 |   450165797 |   342857830 |   233419500 |   897052265 |   396015487 |   259730161 |   116504258 |   162304331 |   154437809 |   644685973 |   259823113 |   110806683 |   621381110
    num cache misses                 |    35850234 |     9024163 |     4591046 |    11472203 |    11120209 |     3747244 |     9219772 |     2889911 |     4378288 |     6729801 |     3410903 |    29094458 |     4991218 |     9231134 |     6370240 |      776580
    miss rate                        |      11.66% |       3.77% |       0.77% |       2.55% |       3.24% |       1.61% |       1.03% |       0.73% |       1.69% |       5.78% |       2.10% |      18.84% |       0.77% |       3.55% |       5.75% |       0.12%
    mpki                             |       40.33 |       18.07 |        3.63 |       10.06 |        9.97 |        6.27 |        5.91 |        2.46 |        7.76 |       26.92 |        8.19 |       51.29 |        3.26 |       12.31 |       15.84 |        0.41
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    36788620 |    12431715 |     5798148 |    11598993 |    11839751 |     7784521 |     9399200 |     5342166 |     5225345 |     9291227 |     8504097 |    29209813 |     8352662 |    10725032 |     6656701 |     5840318
    num cache misses                 |    26927844 |     4503685 |     4983137 |     8268652 |     4033113 |     4336170 |     6546942 |     3395541 |     4107171 |     6210259 |     4643266 |    18312994 |     3897820 |     7336881 |     6284334 |     2787158
    miss rate                        |      73.20% |      36.23% |      85.94% |      71.29% |      34.06% |      55.70% |      69.65% |      63.56% |      78.60% |      66.84% |      54.60% |      62.69% |      46.67% |      68.41% |      94.41% |      47.72%
    mpki                             |       30.29 |        9.02 |        3.94 |        7.25 |        3.62 |        7.26 |        4.20 |        2.89 |        7.28 |       24.84 |       11.16 |       32.28 |        2.55 |        9.79 |       15.62 |        1.46
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    27812804 |     4726078 |     5122133 |     8357618 |     4562503 |     4899078 |     6648957 |     4009931 |     4932591 |     7985417 |     5061615 |    18315252 |     4346066 |     8865257 |     6385726 |     2940984
    num cache misses                 |     5985418 |     4466636 |     4941061 |     8239450 |     4024603 |     4236254 |     5266966 |     3350773 |     4007159 |     6060993 |     3605639 |    18232487 |     3870667 |     7278143 |     6207727 |     2764075
    miss rate                        |      21.52% |      94.51% |      96.46% |      98.59% |      88.21% |      86.47% |      79.21% |      83.56% |      81.24% |      75.90% |      71.23% |      99.55% |      89.06% |      82.10% |      97.21% |      93.98%
    mpki                             |        6.73 |        8.94 |        3.90 |        7.23 |        3.61 |        7.09 |        3.38 |        2.85 |        7.10 |       24.24 |        8.66 |       32.14 |        2.53 |        9.71 |       15.43 |        1.45
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |   128230684 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      433.77 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      323.76 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
