                                   | Core 0    
  Instructions                     |   99999950
  Cycles                           |   57117097
  IPC                              |       1.75
  Time (ns)                        |   19039033
Branch predictor stats             |           
  num correct                      |    5251304
  num incorrect                    |     927634
  misprediction rate               |     15.01%
  mpki                             |       9.28
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   11061074
    num misses                     |         56
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   47995305
    num misses                     |      48636
    miss rate                      |      0.10%
    mpki                           |       0.49
  L2 TLB                           |           
    num accesses                   |      48692
    num misses                     |       5762
    miss rate                      |     11.83%
    mpki                           |       0.06
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   11061074
    num cache misses               |      30673
    miss rate                      |      0.28%
    mpki                           |       0.31
  Cache L1-D                       |           
    num cache accesses             |   47995305
    num cache misses               |     282425
    miss rate                      |      0.59%
    mpki                           |       2.82
  Cache L2                         |           
    num cache accesses             |     313233
    num cache misses               |     226792
    miss rate                      |     72.40%
    mpki                           |       2.27
  Cache L3                         |           
    num cache accesses             |     226959
    num cache misses               |      39053
    miss rate                      |     17.21%
    mpki                           |       0.39
DRAM summary                       |           
  num dram accesses                |      39053
  average dram access latency (ns) |      67.52
  average dram queueing delay      |       2.50
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
