                                   | Core 0    
  Instructions                     |  249999868
  Cycles                           |  380652615
  IPC                              |       0.66
  Time (ns)                        |  126884205
Branch predictor stats             |           
  num correct                      |   15498693
  num incorrect                    |     530274
  misprediction rate               |      3.31%
  mpki                             |       2.12
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   23732269
    num misses                     |         22
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   82805000
    num misses                     |     659884
    miss rate                      |      0.80%
    mpki                           |       2.64
  L2 TLB                           |           
    num accesses                   |     659906
    num misses                     |      65429
    miss rate                      |      9.91%
    mpki                           |       0.26
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   23732269
    num cache misses               |     136500
    miss rate                      |      0.58%
    mpki                           |       0.55
  Cache L1-D                       |           
    num cache accesses             |   82805000
    num cache misses               |    4674143
    miss rate                      |      5.64%
    mpki                           |      18.70
  Cache L2                         |           
    num cache accesses             |    5192302
    num cache misses               |    2195767
    miss rate                      |     42.29%
    mpki                           |       8.78
  Cache L3                         |           
    num cache accesses             |    2583816
    num cache misses               |    1458737
    miss rate                      |     56.46%
    mpki                           |       5.83
DRAM summary                       |           
  num dram accesses                |    2069509
  average dram access latency (ns) |     101.37
  average dram queueing delay      |      16.33
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
